O*NET-SOC Code_x,Title,1-5 Years,10 Years or More,6-9 Years,<1 Year,Missing,Domain Source_x,O*NET-SOC Code_y,Job Zone,Date,Domain Source_y,Avg_Experience_Years
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",28.7,43.1,16.2,11.4,0.6,Incumbent,43-6014.00,2,08/2019,Analyst,7.384000000000001
13-1041.03,Equal Opportunity Representatives and Officers,38.5,43.1,10.1,7.3,0.9,Incumbent,13-1041.03,4,07/2015,Analyst,7.363500000000001
49-3041.00,Farm Equipment Mechanics and Service Technicians,25.0,43.0,25.0,7.0,0.0,Incumbent,49-3041.00,3,07/2016,Analyst,7.345
43-3011.00,Bill and Account Collectors,32.9,42.9,11.4,11.4,1.4,Incumbent,43-3011.00,2,08/2018,Analyst,7.35
43-4011.00,Brokerage Clerks,32.1,42.9,12.5,10.7,1.8,Incumbent,43-4011.00,3,07/2014,Analyst,7.346499999999999
53-6041.00,Traffic Technicians,31.7,42.7,24.4,1.2,0.0,Incumbent,53-6041.00,3,07/2016,Analyst,7.2650000000000015
21-1091.00,Health Education Specialists,31.1,42.6,13.1,13.1,0.0,,21-1091.00,4,08/2019,Analyst,7.307500000000001
53-3031.00,Driver/Sales Workers,27.7,42.6,12.8,17.0,0.0,Incumbent,53-3031.00,2,08/2020,Analyst,7.327000000000001
43-4151.00,Order Clerks,35.6,42.4,11.9,6.8,3.4,Incumbent,43-4151.00,2,08/2023,Analyst,7.241999999999999
15-1231.00,Computer Network Support Specialists,28.8,42.4,16.9,9.3,2.5,Incumbent,15-1231.00,4,07/2014,Analyst,7.254499999999999
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",36.5,42.3,9.6,9.6,1.9,Incumbent,49-2093.00,3,08/2019,Analyst,7.238999999999999
21-1092.00,Probation Officers and Correctional Treatment Specialists,31.2,42.2,18.3,7.3,0.9,Incumbent,21-1092.00,4,08/2020,Analyst,7.2105000000000015
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",31.3,42.2,21.7,2.4,2.4,Incumbent,51-4023.00,2,08/2018,Analyst,7.186000000000001
11-1011.00,Chief Executives,36.8,42.1,12.6,6.3,2.1,Incumbent,11-1011.00,5,08/2023,Analyst,7.1885
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",30.4,42.0,15.9,11.6,0.0,Incumbent,51-6062.00,2,08/2019,Analyst,7.1979999999999995
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",35.8,42.0,17.3,1.2,3.7,Incumbent,37-3012.00,2,07/2015,Analyst,7.146
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",30.4,42.0,21.7,5.8,0.0,Incumbent,51-6064.00,2,08/2019,Analyst,7.169
27-1021.00,Commercial and Industrial Designers,32.7,41.8,20.0,5.5,0.0,Incumbent,27-1021.00,4,08/2019,Analyst,7.133499999999999
51-6021.00,"Pressers, Textile, Garment, and Related Materials",29.9,41.8,22.4,4.5,1.5,Incumbent,51-6021.00,1,07/2017,Analyst,7.128499999999999
49-9096.00,Riggers,33.3,41.7,18.3,5.0,1.7,Incumbent,49-9096.00,2,08/2020,Analyst,7.114000000000002
53-7011.00,Conveyor Operators and Tenders,38.7,41.5,11.3,6.6,1.9,Incumbent,53-7011.00,1,07/2017,Analyst,7.088
25-2051.00,"Special Education Teachers, Preschool",33.8,41.5,12.3,9.2,3.1,,25-2051.00,5,08/2019,Analyst,7.101
43-9071.00,"Office Machine Operators, Except Computer",24.5,41.5,11.3,22.6,0.0,Incumbent,43-9071.00,2,07/2017,Analyst,7.168
19-4013.00,Food Science Technicians,32.8,41.4,13.8,12.1,0.0,Incumbent,19-4013.00,3,08/2023,Analyst,7.0985
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",36.8,41.4,14.9,5.7,1.1,Incumbent,51-9012.00,2,07/2015,Analyst,7.0665
15-1251.00,Computer Programmers,25.7,41.4,20.0,12.9,0.0,Incumbent,15-1251.00,4,08/2018,Analyst,7.102499999999999
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33.3,41.3,12.7,11.1,1.6,Incumbent,51-4122.00,2,08/2024,Analyst,7.076499999999999
51-2021.00,"Coil Winders, Tapers, and Finishers",30.4,41.1,16.1,12.5,0.0,Incumbent,51-2021.00,2,07/2017,Analyst,7.0495
21-2021.00,"Directors, Religious Activities and Education",32.1,41.1,16.1,8.9,1.8,Incumbent,21-2021.00,4,08/2023,Analyst,7.0315
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",32.5,41.0,14.5,10.8,1.2,Incumbent,51-4033.00,2,07/2016,Analyst,7.024
43-5071.00,"Shipping, Receiving, and Inventory Clerks",34.6,41.0,15.4,7.7,1.3,,43-5071.00,2,08/2019,Analyst,7.0085
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,34.1,40.9,17.0,4.5,3.4,Incumbent,35-1012.00,2,07/2017,Analyst,6.975499999999999
19-2041.00,"Environmental Scientists and Specialists, Including Health",38.7,40.9,11.8,7.5,1.1,Incumbent,19-2041.00,4,08/2023,Analyst,6.990499999999999
47-5013.00,"Service Unit Operators, Oil and Gas",34.7,40.8,24.5,0.0,0.0,,47-5013.00,2,07/2013,Analyst,6.935999999999999
53-7071.00,Gas Compressor and Gas Pumping Station Operators,36.7,40.8,20.4,2.0,0.0,Incumbent,53-7071.00,2,07/2017,Analyst,6.945999999999999
15-1221.00,Computer and Information Research Scientists,28.6,40.8,22.4,8.2,0.0,Incumbent,15-1221.00,5,08/2019,Analyst,6.976999999999999
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",27.5,40.7,16.5,11.0,4.4,Incumbent,51-7042.00,2,07/2015,Analyst,6.974
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",27.8,40.7,16.7,14.8,0.0,Incumbent,51-9023.00,2,08/2023,Analyst,6.993
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",36.3,40.7,15.4,6.6,1.1,,11-9031.00,4,08/2018,Analyst,6.952000000000001
41-2031.00,Retail Salespersons,33.0,40.7,9.9,16.5,0.0,Incumbent,41-2031.00,2,08/2018,Analyst,7.0015
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,29.7,40.6,20.3,9.4,0.0,Incumbent,47-4061.00,2,07/2015,Analyst,6.949
37-3011.00,Landscaping and Groundskeeping Workers,36.2,40.4,19.1,3.2,1.1,Incumbent,37-3011.00,1,07/2015,Analyst,6.8839999999999995
11-3051.02,Geothermal Production Managers,30.8,40.4,23.1,3.8,1.9,Incumbent,11-3051.02,3,07/2011,Analyst,6.887
51-3092.00,Food Batchmakers,38.6,40.4,15.8,5.3,0.0,Incumbent,51-3092.00,2,08/2021,Analyst,6.8945
17-2011.00,Aerospace Engineers,37.5,40.3,11.1,9.7,1.4,Incumbent,17-2011.00,4,07/2015,Analyst,6.899499999999999
49-9095.00,Manufactured Building and Mobile Home Installers,25.8,40.3,17.7,16.1,0.0,Incumbent,49-9095.00,2,06/2007,Analyst,6.931499999999999
35-2014.00,"Cooks, Restaurant",36.3,40.2,17.6,4.9,1.0,Incumbent,35-2014.00,2,08/2018,Analyst,6.8585
33-3051.00,Police and Sheriff's Patrol Officers,33.5,40.1,18.9,7.5,0.0,,33-3051.00,3,08/2022,Analyst,6.8545
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",35.7,40.0,18.6,2.9,2.9,Incumbent,51-4191.00,2,07/2016,Analyst,6.8145
19-4071.00,Forest and Conservation Technicians,29.5,40.0,18.9,10.5,1.1,Occupational Expert,19-4071.00,3,08/2018,Analyst,6.8525
33-9021.00,Private Detectives and Investigators,31.1,40.0,17.8,11.1,0.0,Incumbent,33-9021.00,3,07/2015,Analyst,6.8555
29-2051.00,Dietetic Technicians,40.0,40.0,14.0,6.0,0.0,Incumbent,29-2051.00,3,08/2021,Analyst,6.83
27-2021.00,Athletes and Sports Competitors,24.3,40.0,27.1,8.6,0.0,Incumbent,27-2021.00,2,07/2016,Analyst,6.843
31-2021.00,Physical Therapist Assistants,28.3,40.0,23.3,6.7,1.7,Incumbent,31-2021.00,3,08/2020,Analyst,6.8335
17-3027.00,Mechanical Engineering Technologists and Technicians,40.0,40.0,15.8,4.2,0.0,,17-3027.00,3,08/2022,Analyst,6.821
33-9011.00,Animal Control Workers,28.3,39.6,17.0,13.2,1.9,Incumbent,33-9011.00,2,08/2018,Analyst,6.798
51-9141.00,Semiconductor Processing Technicians,37.4,39.6,18.7,4.4,0.0,,51-9141.00,2,12/2006,Analyst,6.7540000000000004
45-2041.00,"Graders and Sorters, Agricultural Products",34.0,39.6,13.2,13.2,0.0,Incumbent,45-2041.00,1,07/2017,Analyst,6.798
49-9097.00,Signal and Track Switch Repairers,31.3,39.6,20.8,6.3,2.1,Incumbent,49-9097.00,3,08/2021,Analyst,6.7635000000000005
41-9041.00,Telemarketers,35.4,39.6,10.4,14.6,0.0,Incumbent,41-9041.00,2,08/2023,Analyst,6.805000000000001
11-3051.06,Hydroelectric Production Managers,34.9,39.5,15.1,10.5,0.0,,11-3051.06,3,07/2016,Analyst,6.7675
43-2011.00,"Switchboard Operators, Including Answering Service",35.5,39.5,11.8,13.2,0.0,Incumbent,43-2011.00,2,08/2022,Analyst,6.781
13-1021.00,"Buyers and Purchasing Agents, Farm Products",28.2,39.4,19.7,12.7,0.0,Incumbent,13-1021.00,4,07/2013,Analyst,6.7615
39-7011.00,Tour Guides and Escorts,33.8,39.2,14.9,9.5,2.7,Incumbent,39-7011.00,3,08/2020,Analyst,6.711500000000001
35-2012.00,"Cooks, Institution and Cafeteria",37.8,39.2,16.8,6.3,0.0,Incumbent,35-2012.00,2,08/2019,Analyst,6.695500000000001
43-4051.00,Customer Service Representatives,32.4,39.2,8.1,18.9,1.4,Incumbent,43-4051.00,2,08/2022,Analyst,6.758500000000001
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",33.1,39.2,16.9,10.8,0.0,Incumbent,43-3031.00,3,07/2017,Analyst,6.718000000000001
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",32.2,39.0,25.4,3.4,0.0,Incumbent,53-1042.00,2,08/2024,Analyst,6.647
11-9151.00,Social and Community Service Managers,38.9,38.9,15.3,5.6,1.4,Incumbent,11-9151.00,4,08/2018,Analyst,6.640999999999999
25-1032.00,"Engineering Teachers, Postsecondary",40.7,38.9,11.1,9.3,0.0,Incumbent,25-1032.00,5,08/2019,Analyst,6.6594999999999995
21-1013.00,Marriage and Family Therapists,36.1,38.9,8.3,13.9,2.8,Incumbent,21-1013.00,5,08/2020,Analyst,6.682499999999999
17-2141.00,Mechanical Engineers,31.8,38.8,14.1,15.3,0.0,Incumbent,17-2141.00,4,08/2024,Analyst,6.672499999999999
51-4071.00,Foundry Mold and Coremakers,28.4,38.8,13.4,16.4,3.0,Incumbent,51-4071.00,2,08/2023,Analyst,6.677999999999999
29-1229.04,Physical Medicine and Rehabilitation Physicians,34.3,38.8,16.4,9.0,1.5,Incumbent,29-1229.04,5,07/2012,Analyst,6.640999999999999
31-1131.00,Nursing Assistants,36.5,38.8,9.4,14.1,1.2,Incumbent,31-1131.00,3,08/2020,Analyst,6.666499999999999
25-1194.00,"Career/Technical Education Teachers, Postsecondary",36.8,38.6,16.7,7.0,0.9,,25-1194.00,3,08/2019,Analyst,6.597
19-4092.00,Forensic Science Technicians,32.5,38.6,14.5,14.5,0.0,Incumbent,19-4092.00,3,08/2023,Analyst,6.6345
49-3092.00,Recreational Vehicle Service Technicians,31.2,38.5,22.0,6.4,1.8,Incumbent,49-3092.00,2,07/2015,Analyst,6.577
19-1031.03,Park Naturalists,41.2,38.2,14.7,5.9,0.0,Incumbent,19-1031.03,4,08/2023,Analyst,6.5235
29-9091.00,Athletic Trainers,30.9,38.2,23.6,7.3,0.0,Incumbent,29-9091.00,5,08/2021,Analyst,6.530500000000001
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",40.5,38.1,16.7,3.6,1.2,,51-4193.00,2,07/2016,Analyst,6.495
51-2092.00,Team Assemblers,40.5,38.1,14.3,7.1,0.0,Incumbent,51-2092.00,2,08/2020,Analyst,6.5125
43-9041.00,Insurance Claims and Policy Processing Clerks,36.3,38.1,12.5,13.1,0.0,,43-9041.00,2,08/2022,Analyst,6.5425
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",25.9,37.9,24.1,10.3,1.7,Incumbent,51-3022.00,1,07/2017,Analyst,6.4944999999999995
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,33.1,37.8,24.4,4.7,0.0,Incumbent,43-1011.00,3,07/2015,Analyst,6.4495
39-3011.00,Gambling Dealers,38.9,37.8,11.1,11.1,1.1,,39-3011.00,2,08/2019,Analyst,6.4815
33-3051.04,Customs and Border Protection Officers,41.5,37.8,19.5,1.2,0.0,,33-3051.04,3,07/2012,Analyst,6.4319999999999995
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",35.6,37.8,11.1,15.6,0.0,Incumbent,47-2071.00,2,08/2020,Analyst,6.504
43-3021.00,Billing and Posting Clerks,38.6,37.8,18.1,3.9,1.6,,43-3021.00,3,08/2022,Analyst,6.445499999999999
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",29.0,37.7,18.8,14.5,0.0,Incumbent,43-5032.00,2,08/2021,Analyst,6.4815000000000005
19-3093.00,Historians,37.7,37.7,17.0,7.5,0.0,Incumbent,19-3093.00,5,07/2015,Analyst,6.4465
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",37.5,37.5,14.6,8.3,2.1,Incumbent,51-4022.00,2,07/2016,Analyst,6.4165
19-4012.00,Agricultural Technicians,42.9,37.5,12.5,7.1,0.0,Incumbent,19-4012.00,3,08/2024,Analyst,6.4105
49-9099.01,Geothermal Technicians,37.5,37.5,17.2,6.3,1.6,Incumbent,49-9099.01,2,08/2020,Analyst,6.4065
11-9051.00,Food Service Managers,36.3,37.4,15.4,11.0,0.0,Incumbent,11-9051.00,2,07/2017,Analyst,6.412999999999999
15-1242.00,Database Administrators,38.8,37.3,17.9,6.0,0.0,Incumbent,15-1242.00,4,08/2023,Analyst,6.3709999999999996
53-7051.00,Industrial Truck and Tractor Operators,39.2,37.3,13.7,9.8,0.0,Incumbent,53-7051.00,2,08/2021,Analyst,6.39
11-9131.00,Postmasters and Mail Superintendents,25.6,37.2,22.1,12.8,2.3,Incumbent,11-9131.00,2,07/2016,Analyst,6.388000000000001
39-5092.00,Manicurists and Pedicurists,29.0,37.1,21.0,11.3,1.6,Incumbent,39-5092.00,2,07/2015,Analyst,6.3635
53-7063.00,Machine Feeders and Offbearers,37.9,37.1,16.4,8.6,0.0,Incumbent,53-7063.00,2,07/2016,Analyst,6.3500000000000005
33-3052.00,Transit and Railroad Police,37.9,36.8,13.7,9.5,2.1,Incumbent,33-3052.00,3,07/2017,Analyst,6.3035
17-3025.00,Environmental Engineering Technologists and Technicians,30.5,36.6,26.8,4.9,1.2,,17-3025.00,4,07/2014,Analyst,6.2465
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",36.6,36.6,14.1,9.9,2.8,Incumbent,51-3091.00,2,07/2017,Analyst,6.2715000000000005
51-3011.00,Bakers,34.1,36.5,22.4,7.1,0.0,Incumbent,51-3011.00,2,07/2015,Analyst,6.2405
31-9095.00,Pharmacy Aides,36.5,36.5,17.6,9.5,0.0,Incumbent,31-9095.00,2,07/2014,Analyst,6.2525
25-4013.00,Museum Technicians and Conservators,39.4,36.4,13.6,10.6,0.0,Incumbent,25-4013.00,4,08/2018,Analyst,6.241
27-3043.00,Writers and Authors,40.9,36.4,15.9,6.8,0.0,,27-3043.00,4,08/2022,Analyst,6.2219999999999995
51-9197.00,Tire Builders,43.9,36.4,15.2,4.5,0.0,Incumbent,51-9197.00,2,08/2020,Analyst,6.2105
39-9032.00,Recreation Workers,27.7,36.1,18.1,18.1,0.0,Incumbent,39-9032.00,4,07/2017,Analyst,6.2275
29-1071.01,Anesthesiologist Assistants,37.7,36.1,16.4,9.8,0.0,Incumbent,29-1071.01,5,07/2012,Analyst,6.186000000000001
13-1071.00,Human Resources Specialists,36.8,36.0,18.4,8.8,0.0,Incumbent,13-1071.00,4,08/2019,Analyst,6.164
51-9191.00,Adhesive Bonding Machine Operators and Tenders,37.5,35.9,12.5,14.1,0.0,Incumbent,51-9191.00,2,07/2015,Analyst,6.1735
47-5011.00,"Derrick Operators, Oil and Gas",37.0,35.8,16.0,9.9,1.2,Incumbent,47-5011.00,1,06/2006,Analyst,6.1354999999999995
29-2056.00,Veterinary Technologists and Technicians,44.4,35.8,7.4,8.6,3.7,Incumbent,29-2056.00,3,08/2020,Analyst,6.129
31-1121.00,Home Health Aides,40.7,35.8,11.4,11.4,0.8,Incumbent,31-1121.00,2,07/2014,Analyst,6.143
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",41.8,35.8,19.4,3.0,0.0,Incumbent,51-4021.00,2,07/2015,Analyst,6.100999999999999
39-3092.00,Costume Attendants,32.2,35.7,20.0,10.4,1.7,Incumbent,39-3092.00,2,07/2016,Analyst,6.121
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",41.4,35.6,13.8,8.0,1.1,Incumbent,49-9098.00,2,08/2020,Analyst,6.0920000000000005
21-1015.00,Rehabilitation Counselors,32.2,35.6,13.8,18.4,0.0,Incumbent,21-1015.00,4,08/2020,Analyst,6.144
15-1232.00,Computer User Support Specialists,38.4,35.6,11.0,13.7,1.4,Incumbent,15-1232.00,3,08/2023,Analyst,6.120500000000001
19-1042.00,"Medical Scientists, Except Epidemiologists",30.8,35.4,21.5,12.3,0.0,Incumbent,19-1042.00,5,08/2021,Analyst,6.0794999999999995
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",33.8,35.4,18.5,12.3,0.0,Incumbent,47-2131.00,2,07/2015,Analyst,6.0794999999999995
35-3011.00,Bartenders,30.8,35.4,26.2,6.2,1.5,Incumbent,35-3011.00,2,07/2017,Analyst,6.0489999999999995
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,38.5,35.2,15.4,9.9,1.1,,33-9031.00,2,08/2019,Analyst,6.033500000000001
31-2011.00,Occupational Therapy Assistants,25.9,35.2,29.6,9.3,0.0,Incumbent,31-2011.00,3,08/2022,Analyst,6.030500000000001
11-9121.00,Natural Sciences Managers,31.0,35.2,25.4,7.0,1.4,Incumbent,11-9121.00,5,08/2021,Analyst,6.019000000000001
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",33.8,35.2,12.7,16.9,1.4,Incumbent,39-3093.00,2,07/2011,Analyst,6.068500000000001
53-7065.00,Stockers and Order Fillers,37.5,35.0,15.0,10.0,2.5,,53-7065.00,2,08/2022,Analyst,6.0
51-8092.00,Gas Plant Operators,34.9,34.9,20.6,9.5,0.0,Incumbent,51-8092.00,2,08/2023,Analyst,5.9805
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,36.1,34.7,25.0,4.2,0.0,Incumbent,51-9193.00,2,07/2017,Analyst,5.920000000000001
43-4031.00,"Court, Municipal, and License Clerks",38.1,34.7,18.5,7.5,1.1,,43-4031.00,2,08/2022,Analyst,5.9365000000000006
13-1041.04,Government Property Inspectors and Investigators,28.8,34.6,25.0,11.5,0.0,Incumbent,13-1041.04,3,07/2016,Analyst,5.939500000000001
35-3041.00,"Food Servers, Nonrestaurant",38.5,34.6,11.5,15.4,0.0,Incumbent,35-3041.00,2,08/2020,Analyst,5.9590000000000005
33-3012.00,Correctional Officers and Jailers,44.4,34.6,8.6,11.1,1.2,Incumbent,33-3012.00,2,08/2023,Analyst,5.937500000000001
53-7081.00,Refuse and Recyclable Material Collectors,41.4,34.5,20.7,3.4,0.0,Incumbent,53-7081.00,2,08/2023,Analyst,5.882000000000001
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",39.5,34.5,16.0,9.2,0.8,,47-5044.00,2,08/2022,Analyst,5.9110000000000005
17-2171.00,Petroleum Engineers,43.1,34.5,17.2,5.2,0.0,Incumbent,17-2171.00,4,08/2020,Analyst,5.891
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",40.6,34.4,15.6,6.3,3.1,Incumbent,47-3011.00,2,07/2013,Analyst,5.8795
51-9198.00,Helpers--Production Workers,37.6,34.4,16.1,10.8,1.1,Incumbent,51-9198.00,2,07/2015,Analyst,5.902
21-1021.00,"Child, Family, and School Social Workers",37.5,34.4,15.6,12.5,0.0,Incumbent,21-1021.00,4,08/2018,Analyst,5.9105
11-9033.00,"Education Administrators, Postsecondary",41.2,34.2,12.3,10.5,1.8,Incumbent,11-9033.00,5,08/2018,Analyst,5.866500000000001
19-4021.00,Biological Technicians,27.4,34.2,17.8,20.5,0.0,Incumbent,19-4021.00,4,07/2017,Analyst,5.916500000000001
53-7072.00,"Pump Operators, Except Wellhead Pumpers",37.8,34.1,20.7,6.1,1.2,Incumbent,53-7072.00,2,08/2021,Analyst,5.827500000000001
51-6051.00,"Sewers, Hand",27.7,34.0,27.7,10.6,0.0,Occupational Expert,51-6051.00,1,08/2024,Analyst,5.833
31-9099.01,Speech-Language Pathology Assistants,26.4,34.0,18.9,20.8,0.0,Incumbent,31-9099.01,3,08/2022,Analyst,5.884
27-1022.00,Fashion Designers,27.1,33.9,33.9,5.1,0.0,Incumbent,27-1022.00,3,08/2024,Analyst,5.7885
41-2021.00,Counter and Rental Clerks,33.8,33.8,13.8,18.5,0.0,Incumbent,41-2021.00,2,08/2019,Analyst,5.838499999999999
53-7121.00,"Tank Car, Truck, and Ship Loaders",41.9,33.7,7.0,17.4,0.0,Incumbent,53-7121.00,2,08/2019,Analyst,5.816000000000001
17-3026.00,Industrial Engineering Technologists and Technicians,34.6,33.3,23.1,9.0,0.0,,17-3026.00,3,07/2014,Analyst,5.705999999999999
27-4031.00,"Camera Operators, Television, Video, and Film",40.4,33.3,15.8,7.0,3.5,,27-4031.00,3,08/2019,Analyst,5.695999999999999
25-1071.00,"Health Specialties Teachers, Postsecondary",38.6,33.3,15.8,10.5,1.8,Incumbent,25-1071.00,5,08/2019,Analyst,5.713499999999999
29-2052.00,Pharmacy Technicians,39.5,33.3,13.6,13.6,0.0,Incumbent,29-2052.00,3,08/2021,Analyst,5.728999999999998
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",32.4,33.3,22.9,11.4,0.0,Incumbent,25-1072.00,5,08/2019,Analyst,5.717999999999999
49-3091.00,Bicycle Repairers,39.6,33.3,20.8,6.3,0.0,Incumbent,49-3091.00,2,07/2016,Analyst,5.692499999999999
17-2072.01,Radio Frequency Identification Device Specialists,34.7,33.3,24.0,6.7,1.3,Incumbent,17-2072.01,4,07/2015,Analyst,5.694499999999999
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",43.3,32.8,20.9,3.0,0.0,Incumbent,17-2151.00,4,08/2018,Analyst,5.590999999999998
51-6042.00,Shoe Machine Operators and Tenders,45.5,32.7,14.5,7.3,0.0,Incumbent,51-6042.00,2,08/2024,Analyst,5.595500000000001
43-4021.00,Correspondence Clerks,40.0,32.7,16.4,10.9,0.0,Incumbent,43-4021.00,2,08/2023,Analyst,5.613500000000001
41-9031.00,Sales Engineers,49.0,32.7,12.2,6.1,0.0,Incumbent,41-9031.00,4,08/2022,Analyst,5.589500000000001
53-3033.00,Light Truck Drivers,40.3,32.5,13.0,13.0,1.3,,53-3033.00,2,08/2023,Analyst,5.590000000000001
11-2011.00,Advertising and Promotions Managers,39.2,32.4,14.9,13.5,0.0,Incumbent,11-2011.00,4,08/2018,Analyst,5.575499999999999
53-7073.00,Wellhead Pumpers,43.5,32.3,19.4,4.8,0.0,Incumbent,53-7073.00,2,08/2019,Analyst,5.514999999999999
25-2011.00,"Preschool Teachers, Except Special Education",44.8,32.3,14.6,7.3,1.0,Incumbent,25-2011.00,3,08/2019,Analyst,5.527499999999999
43-9061.00,"Office Clerks, General",36.1,32.2,19.7,12.0,0.0,Incumbent,43-9061.00,2,08/2018,Analyst,5.534000000000001
43-2021.00,Telephone Operators,26.8,32.1,21.4,14.3,5.4,Incumbent,43-2021.00,2,08/2024,Analyst,5.528500000000001
47-5071.00,"Roustabouts, Oil and Gas",28.6,32.1,33.9,5.4,0.0,Incumbent,47-5071.00,1,08/2023,Analyst,5.484000000000001
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",32.1,32.1,22.6,11.3,1.9,Incumbent,51-9192.00,2,07/2017,Analyst,5.5135000000000005
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",40.9,31.8,18.2,4.5,4.5,Incumbent,25-1111.00,5,08/2019,Analyst,5.4285000000000005
43-4121.00,"Library Assistants, Clerical",36.4,31.8,21.6,10.2,0.0,Incumbent,43-4121.00,2,08/2018,Analyst,5.457000000000001
47-4091.00,Segmental Pavers,28.9,31.6,23.7,13.2,2.6,Incumbent,47-4091.00,2,06/2008,Analyst,5.438000000000001
53-7064.00,"Packers and Packagers, Hand",40.8,31.6,14.5,11.8,1.3,Incumbent,53-7064.00,2,08/2020,Analyst,5.431000000000001
51-6011.00,Laundry and Dry-Cleaning Workers,29.1,31.4,14.0,23.3,2.3,Incumbent,51-6011.00,1,07/2015,Analyst,5.4544999999999995
25-1113.00,"Social Work Teachers, Postsecondary",39.6,31.3,20.8,6.3,2.1,Incumbent,25-1113.00,5,08/2021,Analyst,5.352500000000001
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",28.6,31.2,28.6,11.7,0.0,,21-1012.00,5,08/2024,Analyst,5.362499999999999
31-1133.00,Psychiatric Aides,34.5,30.9,12.7,20.0,1.8,Incumbent,31-1133.00,2,08/2023,Analyst,5.352999999999999
13-2031.00,Budget Analysts,43.6,30.9,9.1,16.4,0.0,Incumbent,13-2031.00,4,08/2024,Analyst,5.334999999999999
43-5011.01,Freight Forwarders,38.8,30.6,18.4,10.2,2.0,Incumbent,43-5011.01,2,08/2024,Analyst,5.253000000000001
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",43.5,30.6,11.3,11.3,3.2,Incumbent,37-2011.00,3,08/2023,Analyst,5.258500000000001
11-3051.01,Quality Control Systems Managers,42.4,30.5,15.3,10.2,1.7,Incumbent,11-3051.01,4,08/2022,Analyst,5.236
41-9012.00,Models,42.9,30.4,12.5,7.1,7.1,Incumbent,41-9012.00,2,08/2021,Analyst,5.203499999999999
27-1026.00,Merchandise Displayers and Window Trimmers,37.9,30.3,15.2,15.2,1.5,Incumbent,27-1026.00,3,07/2015,Analyst,5.226999999999999
33-9032.00,Security Guards,43.4,30.2,13.2,13.2,0.0,Incumbent,33-9032.00,2,08/2023,Analyst,5.199999999999999
29-1141.00,Registered Nurses,45.1,29.7,14.3,8.8,2.2,Incumbent,29-1141.00,4,08/2021,Analyst,5.092999999999999
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,48.1,29.6,11.1,11.1,0.0,Incumbent,21-1011.00,5,08/2021,Analyst,5.0875
53-6061.00,Passenger Attendants,44.4,29.6,14.8,11.1,0.0,,53-6061.00,2,07/2015,Analyst,5.0875
39-5094.00,Skincare Specialists,40.0,29.4,17.6,12.9,0.0,Incumbent,39-5094.00,3,07/2012,Analyst,5.062499999999999
15-1211.00,Computer Systems Analysts,40.0,29.2,20.0,10.8,0.0,Incumbent,15-1211.00,3,08/2023,Analyst,5.018
