task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper,imputed
"Examine letters from policyholders or agents, original insurance applications, and other company documents to determine if changes are needed and effects of changes.",examine letter from policyholder or agent original insurance application and other company document to determine if change be need and effect of change,0.0053419499420202,43-9041,Insurance Policy Processing Clerks,813.0,Core,78.0,06/2009,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0043933011800834,0.005367798966764,U.S.,229070.0,1.5,24.99,51980.0,0.4,17.74,20.0,23.29,28.61,35.15,36900.0,41600.0,48450.0,59500.0,73100.0,,,2.313224615384615,1.1660784115384617,4.333490119230769,4.14,3.8569,4.4205,86.82,71.7785,94.4624,False
"Modify, update, and process existing policies and claims to reflect any change in beneficiary, amount of coverage, or type of insurance.",modify update and process exist policy and claim to reflect any change in beneficiary amount of coverage or type of insurance,0.0033875780120128,43-9041,Insurance Policy Processing Clerks,809.0,Core,77.0,06/2009,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0027859958702968,0.0034039700764845,U.S.,229070.0,1.5,24.99,51980.0,0.4,17.74,20.0,23.29,28.61,35.15,36900.0,41600.0,48450.0,59500.0,73100.0,,,2.2879913736263733,,,4.134285714285714,,,68.23857142857143,,,True
"Compose business correspondence for supervisors, managers, and professionals.",compose business correspondence for supervisor manager and professional,0.1004547172023817,43-9041,Insurance Policy Processing Clerks,823.0,Core,75.0,06/2009,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0826154929230348,0.10094080496037,U.S.,229070.0,1.5,24.99,51980.0,0.4,17.74,20.0,23.29,28.61,35.15,36900.0,41600.0,48450.0,59500.0,73100.0,,,1.07199,0.4510985423076922,2.834580496153846,3.69,3.3171,4.0699,64.34,48.8289,77.3354,False
"Review and verify data, such as age, name, address, and principal sum and value of property on insurance applications and policies.",review and verify datum such as age name address and principal sum and value of property on insurance application and policy,0.0035178694740133,43-9041,Insurance Policy Processing Clerks,811.0,Core,78.0,06/2009,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0028931495576159,0.0035348920025031,U.S.,229070.0,1.5,24.99,51980.0,0.4,17.74,20.0,23.29,28.61,35.15,36900.0,41600.0,48450.0,59500.0,73100.0,,,2.7484026923076925,1.4591870807692309,4.904775311538462,4.22,4.0309,4.408,73.18,60.3843,83.0045,False
"Check computations of interest accrued, premiums due, and settlement surrender on loan values.",check computation of interest accrue premium due and settlement surrender on loan value,0.0039087438600148,43-9041,Insurance Policy Processing Clerks,824.0,Supplemental,78.0,06/2009,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0032146106195732,0.003927657780559,U.S.,229070.0,1.5,24.99,51980.0,0.4,17.74,20.0,23.29,28.61,35.15,36900.0,41600.0,48450.0,59500.0,73100.0,,,2.2879913736263733,,,4.134285714285714,,,68.23857142857143,,,True
Interview clients and take their calls to provide customer service and obtain information on claims.,interview client and take their call to provide customer service and obtain information on claim,0.0019543719300074,43-9041,Insurance Policy Processing Clerks,817.0,Core,79.0,06/2009,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,U.S.,229070.0,1.5,24.99,51980.0,0.4,17.74,20.0,23.29,28.61,35.15,36900.0,41600.0,48450.0,59500.0,73100.0,,,1.6694815384615382,0.5569653730769231,5.251662146153846,3.91,3.6039,4.2215,49.95,29.8716,70.0385,False
"Calculate premiums, refunds, commissions, adjustments, and new reserve requirements, using insurance rate standards.",calculate premium refund commission adjustment and new reserve requirement use insurance rate standard,0.0036481609360138,43-9041,Insurance Policy Processing Clerks,821.0,Core,78.0,06/2009,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.003000303244935,0.0036658139285218,U.S.,229070.0,1.5,24.99,51980.0,0.4,17.74,20.0,23.29,28.61,35.15,36900.0,41600.0,48450.0,59500.0,73100.0,,,2.2879913736263733,,,4.134285714285714,,,68.23857142857143,,,True
"Process, prepare, and submit business or government forms, such as submitting applications for coverage to insurance carriers.",Process prepare and submit business or government form such as submit application for coverage to insurance carrier,0.0153743925160584,43-9041,Insurance Policy Processing Clerks,819.0,Core,77.0,06/2009,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0126441351036551,0.0154487872701992,U.S.,229070.0,1.5,24.99,51980.0,0.4,17.74,20.0,23.29,28.61,35.15,36900.0,41600.0,48450.0,59500.0,73100.0,,,2.3812773076923075,1.095906723076923,4.612409092307692,4.45,4.2497,4.6465,52.89,22.195,81.5477,False
Answer inquiries regarding shipping or mailing policies.,answer inquiry regard shipping or mail policy,0.0020846633920079,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",13284.0,Supplemental,134.0,06/2007,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0017144589971057,0.0020947508162981,U.S.,62730.0,2.5,19.33,40200.0,0.5,14.16,16.56,18.34,21.61,25.07,29460.0,34440.0,38150.0,44940.0,52150.0,,,2.483552307692308,1.611780730769231,3.848357234615385,4.0,3.6228,4.3717,62.05,19.3662,91.7568,False
Operate computer-controlled keyboards or voice recognition equipment to direct items according to established routing schemes.,operate computer control keyboard or voice recognition equipment to direct item accord to established routing scheme,0.0059934072520227,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",13280.0,Supplemental,132.0,06/2007,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.004929069616679,0.0060224085968572,U.S.,62730.0,2.5,19.33,40200.0,0.5,14.16,16.56,18.34,21.61,25.07,29460.0,34440.0,38150.0,44940.0,52150.0,,,5.754526538461539,1.6144733653846155,11.719079926923078,4.12,3.5884,4.6538,50.01,32.109,67.8998,False
"Process and prepare documents, such as business or government forms and expense reports.",process and prepare document such as business or government form and expense report,0.0927675209443525,43-9061,"Office Clerks, General",838.0,Supplemental,149.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0762934253712072,0.0932164113252704,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,1.1468107692307692,0.4532434807692307,2.717525611538462,3.82,3.6072,4.0311,49.83,37.3142,62.3699,False
"Complete work schedules, manage calendars, and arrange appointments.",complete work schedule manage calendar and arrange appointment,0.0082083621060311,43-9061,"Office Clerks, General",837.0,Core,150.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0067506823011039,0.0082480813391741,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,2.181334615384616,1.1723744923076924,3.818566665384616,3.73,3.4808,3.9735,67.21,54.7734,77.6259,False
"Compile, copy, sort, and file records of office activities, business transactions, and other activities.",Compile copy sort and file record of office activity business transaction and other activity,0.0020846633920079,43-9061,"Office Clerks, General",828.0,Core,149.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0017144589971057,0.0020947508162981,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,2.9773015384615387,1.509596165384615,5.442350546153846,3.99,3.7092,4.2644,80.06,68.4038,88.158,False
"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",Communicate with customer employee and other individual to answer question disseminate or explain information take order and address complaint,0.0558950371982124,43-9061,"Office Clerks, General",826.0,Core,151.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0459689318598987,0.0561655062619958,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,4.011928076923077,2.504218361538461,6.058886692307692,4.28,4.0688,4.4969,98.17,93.4979,99.5017,False
"Collect, count, and disburse money, do basic bookkeeping, and complete banking transactions.",collect count and disburse money do basic bookkeeping and complete banking transaction,0.0020846633920079,43-9061,"Office Clerks, General",825.0,Supplemental,150.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0017144589971057,0.0020947508162981,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,2.8998376923076923,1.1996935807692308,6.037211838461538,4.14,3.8141,4.4614,50.91,35.9273,65.7354,False
"Troubleshoot problems involving office equipment, such as computer hardware and software.",Troubleshoot problem involve office equipment such as computer hardware and software,0.1383695326445258,43-9061,"Office Clerks, General",844.0,Core,149.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.1137972159328962,0.1390390854317938,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,0.5476184615384616,0.2401025538461538,1.277079026923077,2.95,2.7496,3.1521,66.67,55.0187,76.5854,False
"Review files, records, and other documents to obtain information to respond to requests.",review file record and other document to obtain information to respond to request,0.0213677997680811,43-9061,"Office Clerks, General",834.0,Core,149.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0175732047203341,0.0214711958670565,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,2.2560792307692306,1.2559938038461538,3.84976105,3.91,3.6706,4.1453,89.21,79.5956,94.5996,False
"Prepare meeting agendas, attend meetings, and record and transcribe minutes.",prepare meeting agenda attend meeting and record and transcribe minute,0.0052116584800198,43-9061,"Office Clerks, General",843.0,Supplemental,149.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0042861474927644,0.0052368770407455,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,0.8859988461538462,0.2618076,2.9490611923076924,3.58,3.2812,3.887,37.53,26.3172,50.263,False
"Operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",operate office machine such as photocopier and scanner facsimile machine voice mail system and personal computer,0.0076871962580292,43-9061,"Office Clerks, General",830.0,Core,151.0,06/2010,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0063220675518275,0.0077243936350996,U.S.,2510550.0,0.4,21.86,45470.0,0.1,14.0,17.0,20.97,25.27,30.69,29120.0,35350.0,43630.0,52560.0,63840.0,,,6.475835384615384,4.4513732,8.807394292307693,4.56,4.4238,4.6957,98.35,94.7294,99.4961,False
"Compute prices for services and receive payment, or provide supervisors with billing information.",compute price for service and receive payment or provide supervisor with billing information,0.0427355995361623,43-9071,"Office Machine Operators, Except Computer",13291.0,Core,122.0,06/2007,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0351464094406684,0.0429423917341132,U.S.,24740.0,5.1,20.01,41620.0,1.1,14.35,16.55,18.76,22.44,27.09,29850.0,34420.0,39020.0,46680.0,56340.0,,,2.9729046153846155,1.0997224846153846,6.793470796153847,4.21,3.7125,4.6994,73.4,58.7756,84.2284,False
Consult reference books or secure aid of readers to check references with rules of grammar and composition.,consult reference book or secure aid of reader to check reference with rule of grammar and composition,0.0056025328660212,43-9081,Proofreaders and Copy Markers,5162.0,Core,129.0,07/2005,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0046076085547217,0.0056296428188013,U.S.,5160.0,9.3,25.35,52730.0,1.7,16.12,18.55,23.66,29.99,37.52,33530.0,38590.0,49210.0,62380.0,78040.0,,,2.718056923076923,1.2107530115384617,5.424203107692307,4.31,3.9445,4.666,100.0,,,False
"Read proof sheets aloud, calling out punctuation marks and spelling unusual words and proper names.",read proof sheet aloud call out punctuation mark and spell unusual word and proper name,0.0023452463160089,43-9081,Proofreaders and Copy Markers,5165.0,Supplemental,129.0,07/2005,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0019287663717439,0.0023565946683354,U.S.,5160.0,9.3,25.35,52730.0,1.7,16.12,18.55,23.66,29.99,37.52,33530.0,38590.0,49210.0,62380.0,78040.0,,,0.743086923076923,0.3374393961538461,1.635862996153846,3.33,2.712,3.9503,47.21,20.3465,75.7873,False
"Mark copy to indicate and correct errors in type, arrangement, grammar, punctuation, or spelling, using standard printers' marks.",Mark copy to indicate and correct error in type arrangement grammar punctuation or spelling use standard printer mark,0.0272309155581034,43-9081,Proofreaders and Copy Markers,5159.0,Core,130.0,07/2005,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0223951206496942,0.0273626825378953,U.S.,5160.0,9.3,25.35,52730.0,1.7,16.12,18.55,23.66,29.99,37.52,33530.0,38590.0,49210.0,62380.0,78040.0,,,7.200745384615384,4.701363030769231,9.882110246153848,4.71,4.5155,4.9086,86.77,74.8905,93.5138,False
File data and related information and maintain and update databases.,file datum and related information and maintain and update database,0.0019543719300074,43-9111,Statistical Assistants,9795.0,Core,112.0,07/2015,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0016073053097866,0.0019638288902795,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,0.9837065384615384,0.4806323076923077,2.087912119230769,4.23,4.0009,4.4539,97.62,93.1713,99.1962,False
"Compile reports, charts, or graphs that describe and interpret findings of analyses.",compile report chart or graph that describe and interpret finding of analysis,0.2656642910190095,43-9111,Statistical Assistants,9791.0,Core,111.0,07/2015,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.218486368443668,0.2669498071520034,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.472151923076923,0.5941607153846153,3.5319873307692307,4.36,4.0988,4.627,96.0,81.7653,99.2268,False
"Compute and analyze data, using statistical formulas and computers or calculators.",compute and analyze datum use statistical formula and computer or calculator,0.1094448280804158,43-9111,Statistical Assistants,9788.0,Core,110.0,07/2015,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0900090973480534,0.109974417855656,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,2.762553846153846,1.384693869230769,5.173978588461539,4.51,4.3236,4.7038,92.28,83.4106,96.599,False
Discuss data presentation requirements with clients.,discuss datum presentation requirement with client,0.0306184935701163,43-9111,Statistical Assistants,9794.0,Supplemental,109.0,07/2015,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0251811165199911,0.0307666526143799,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.2937680769230768,0.3283561153846154,4.599135226923077,3.84,3.3946,4.2822,59.71,47.3238,70.9768,False
Select statistical tests for analyzing data.,select statistical test for analyze datum,0.0183710961420698,43-9111,Statistical Assistants,9796.0,Supplemental,110.0,07/2015,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0151086699119946,0.0184599915686279,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,0.4615226923076923,0.1884979346153846,1.3239212115384615,4.21,3.828,4.5878,63.39,46.493,77.529,False
Enter data into computers for use in analyses or reports.,enter datum into computer for use in analysis or report,0.0026058292400099,43-9111,Statistical Assistants,9789.0,Core,112.0,07/2015,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0021430737463822,0.0026184385203727,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.7518192307692309,0.9186960423076924,3.247906630769231,4.37,4.0881,4.6586,91.96,77.6037,97.4197,False
"Monitor database performance and perform any necessary maintenance, upgrades, or repairs.",monitor database performance and perform any necessary maintenance upgrade or repair,0.1998671027087595,43-9111,Bioinformatics Technicians,17708.0,Supplemental,65.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.1643737563475168,0.200834234512591,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,0.4126584615384615,0.1788432692307692,0.9644209653846154,3.59,3.2332,3.9497,56.83,34.9938,76.299,False
Create data management or error-checking procedures and user manuals.,create data management or error check procedure and user manual,0.0547224140402079,43-9111,Bioinformatics Technicians,17711.0,Core,66.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0450045486740267,0.054987208927828,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.3902396153846155,0.2737678038461538,6.076189123076922,3.43,2.7524,4.1095,86.16,72.347,93.6742,False
"Analyze or manipulate bioinformatics data using software packages, statistical applications, or data mining techniques.",analyze or manipulate bioinformatics datum use software package statistical application or datum mining technique,0.0059934072520227,43-9111,Bioinformatics Technicians,17709.0,Core,66.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.004929069616679,0.0060224085968572,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,2.065019615384615,0.8368266192307692,4.608010350000001,3.98,3.6107,4.354,94.66,85.3089,98.1878,False
"Perform routine system administrative functions such as troubleshooting, back-ups, and upgrades.",perform routine system administrative function such as troubleshooting back up and upgrade,1.8123542364268868,43-9111,Bioinformatics Technicians,17724.0,Supplemental,66.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,1.4905077906088389,1.821123990919258,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.3730771678321678,,,3.728181818181818,,,75.66181818181818,,,True
Design or implement web-based tools for querying large-scale biological databases.,design or implement web base tool for query large scale biological database,0.0083386535680316,43-9111,Bioinformatics Technicians,17712.0,Supplemental,65.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.006857835988423,0.0083790032651927,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.1159911538461538,0.4515201115384615,2.6523840269230767,3.85,3.4027,4.2917,57.72,38.276,75.0347,False
Write computer programs or scripts to be used in querying databases.,write computer program or script to be use in query database,0.0813018722883089,43-9111,Bioinformatics Technicians,17720.0,Core,66.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0668639008871254,0.0816952818356302,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.878878846153846,0.8632488192307692,3.822219780769231,3.53,3.1298,3.9399,75.7,52.6363,89.7213,False
"Extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve.",extend exist software program web base interactive tool or database query as sequence management and analysis need evolve,0.0140714778960534,43-9111,Bioinformatics Technicians,17715.0,Core,65.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0115725982304639,0.0141395680100128,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,0.7360726923076922,0.2902248692307692,1.9628060692307687,3.88,3.422,4.3409,73.79,48.8744,89.2328,False
"Document all database changes, modifications, or problems.",document all database change modification or problem,0.0604552383682297,43-9111,Bioinformatics Technicians,17714.0,Core,65.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0497193109160676,0.0607477736726481,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,0.5154176923076923,0.1865505538461538,1.2968139923076925,3.48,2.9293,4.0287,85.17,62.2253,95.2419,False
"Enter or retrieve information from structural databases, protein sequence motif databases, mutation databases, genomic databases or gene expression databases.",enter or retrieve information from structural database protein sequence motif database mutation database genomic database or gene expression database,0.0101627340360386,43-9111,Bioinformatics Technicians,17707.0,Core,66.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0083579876108906,0.0102119102294537,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,2.001254615384616,0.7075958076923077,4.999488846153846,3.79,3.3818,4.2072,69.05,50.6199,82.9222,False
"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",develop or maintain application that process biologically base datum into searchable database for purpose of analysis calculation or presentation,0.0040390353220153,43-9111,Bioinformatics Technicians,17706.0,Core,65.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0033217643068924,0.0040585797065777,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,2.2614465384615383,0.93397745,4.9451880038461535,3.78,3.2876,4.2824,75.87,49.7807,90.884,False
Conduct quality analyses of data inputs and resulting analyses or predictions.,conduct quality analysis of data input and result analysis or prediction,0.0268400411721019,43-9111,Bioinformatics Technicians,17721.0,Core,65.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.0220736595877368,0.0269699167598393,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.7088211538461535,0.4731713538461539,5.250257680769232,3.82,3.2765,4.371,91.96,76.6043,97.5556,False
Develop or apply data mining and machine learning algorithms.,develop or apply datum mining and machine learning algorithm,0.6280048468423863,43-9111,Bioinformatics Technicians,17713.0,Supplemental,66.0,07/2014,Incumbent,43.0,Office and Administrative Support Occupations,1.0,1.0,0.5164807728781167,0.6310436834098363,U.S.,5900.0,5.7,26.67,55470.0,1.4,18.29,22.1,24.73,30.59,38.18,38050.0,45970.0,51440.0,63620.0,79410.0,,,1.0180484615384615,0.3406710423076923,2.9740482384615383,3.88,3.4325,4.3342,65.37,43.5167,82.2251,False
Inspect facilities to determine maintenance needs.,inspect facility to determine maintenance need,0.0020846633920079,45-1011,First-Line Supervisors of Agricultural Crop and Horticultural Workers,13320.0,Core,77.0,07/2014,Incumbent,45.0,"Farming, Fishing, and Forestry Occupations",1.0,1.0,0.0017144589971057,0.0020947508162981,U.S.,29530.0,2.4,30.46,63360.0,0.9,19.04,22.91,28.53,36.84,43.68,39610.0,47660.0,59330.0,76640.0,90840.0,,,1.4403346153846155,0.5389833846153846,4.181894461538461,3.59,3.3252,3.8594,91.81,74.798,97.6918,False
Review employees' work to evaluate quality and quantity.,review employee work to evaluate quality and quantity,0.0023452463160089,45-1011,First-Line Supervisors of Agricultural Crop and Horticultural Workers,13309.0,Core,77.0,07/2014,Incumbent,45.0,"Farming, Fishing, and Forestry Occupations",1.0,1.0,0.0019287663717439,0.0023565946683354,U.S.,29530.0,2.4,30.46,63360.0,0.9,19.04,22.91,28.53,36.84,43.68,39610.0,47660.0,59330.0,76640.0,90840.0,,,2.7510157051282054,,,4.068333333333333,,,72.08166666666666,,,True
"Write reports of findings and recommendations and advise farmers, growers, or processors of corrective action to be taken.",write report of finding and recommendation and advise farmer grower or processor of corrective action to be take,0.0042996182460163,45-2011,Agricultural Inspectors,14851.0,Supplemental,94.0,07/2013,Incumbent,45.0,"Farming, Fishing, and Forestry Occupations",1.0,1.0,0.0035360716815306,0.004320423558615,U.S.,12090.0,2.6,26.75,55650.0,0.6,18.0,20.55,24.51,31.23,38.58,37440.0,42740.0,50990.0,64960.0,80240.0,,,2.611820769230769,0.8559723615384615,6.555300446153846,4.1,3.6702,4.5254,54.57,37.5007,70.6268,False
Advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,Advise farmer or grower of development program or new equipment or technique to aid in quality production,0.011335357194043,45-2011,Agricultural Inspectors,14867.0,Supplemental,92.0,07/2013,Incumbent,45.0,"Farming, Fishing, and Forestry Occupations",1.0,1.0,0.0093223707967626,0.0113902075636214,U.S.,12090.0,2.6,26.75,55650.0,0.6,18.0,20.55,24.51,31.23,38.58,37440.0,42740.0,50990.0,64960.0,80240.0,,,2.7510157051282054,,,4.068333333333333,,,72.08166666666666,,,True
Inspect food products and processing procedures to determine whether products are safe to eat.,inspect food product and processing procedure to determine whether product be safe to eat,0.0050813670180193,45-2011,Agricultural Inspectors,14854.0,Core,95.0,07/2013,Incumbent,45.0,"Farming, Fishing, and Forestry Occupations",1.0,1.0,0.0041789938054453,0.0051059551147268,U.S.,12090.0,2.6,26.75,55650.0,0.6,18.0,20.55,24.51,31.23,38.58,37440.0,42740.0,50990.0,64960.0,80240.0,,,5.618,3.707928169230769,7.856743384615385,4.6,4.4321,4.76,68.27,42.7363,86.1168,False
Examine animals to detect symptoms of illness or injury.,examine animal to detect symptom of illness or injury,0.0046904926320178,45-2021,Animal Breeders,8233.0,Core,75.0,12/2005,Incumbent,45.0,"Farming, Fishing, and Forestry Occupations",1.0,1.0,0.0038575327434879,0.0047131893366709,U.S.,1730.0,17.4,27.0,56150.0,5.4,17.85,20.82,25.0,28.67,43.26,37130.0,43310.0,52000.0,59630.0,89970.0,,,1.104495,0.6432342500000001,2.24572135,4.3,3.8756,4.7216,82.33,63.0052,92.7297,False
"Provide information and advice to the public regarding the selection, purchase, and care of products.",provide information and advice to the public regard the selection purchase and care of product,0.0393480215241495,45-2092,Nursery Workers,13392.0,Supplemental,97.0,06/2007,Incumbent,45.0,"Farming, Fishing, and Forestry Occupations",1.0,1.0,0.0323604135703716,0.0395384216576287,U.S.,261690.0,1.1,18.2,37850.0,0.5,15.51,16.48,17.16,18.73,22.29,32260.0,34280.0,35690.0,38950.0,46370.0,,,2.4001573076923077,0.7000469307692307,6.688180165384615,3.79,3.0876,4.4997,55.94,41.5219,69.4136,False
"Participate in the inspection, grading, sorting, storage, and post-harvest treatment of crops.",participate in the inspection grading sorting storage and post harvest treatment of crop,0.0046904926320178,45-2092,"Farmworkers and Laborers, Crop",13408.0,Supplemental,95.0,06/2007,Incumbent,45.0,"Farming, Fishing, and Forestry Occupations",1.0,1.0,0.0038575327434879,0.0047131893366709,U.S.,261690.0,1.1,18.2,37850.0,0.5,15.51,16.48,17.16,18.73,22.29,32260.0,34280.0,35690.0,38950.0,46370.0,,,3.331286538461539,0.8740597038461538,8.37353936153846,4.03,3.5853,4.4781,79.57,68.5929,87.4174,False
"Analyze worker or production problems and recommend solutions, such as improving production methods or implementing motivational plans.",analyze worker or production problem and recommend solution such as improve production method or implement motivational plan,0.0023452463160089,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,11435.0,Core,131.0,07/2012,Incumbent,47.0,Construction and Extraction Occupations,1.0,1.0,0.0019287663717439,0.0023565946683354,U.S.,806080.0,0.6,40.62,84500.0,0.4,24.66,30.0,37.83,48.17,60.91,51290.0,62400.0,78690.0,100200.0,126690.0,,,1.5562507692307692,0.6378213615384615,4.0485124692307695,4.11,3.8001,4.4101,92.86,68.7881,98.7132,False
