O*NET-SOC Code,Title,Task ID,Task,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",11224,"Prepare service estimates based on labor, material, and machine costs and maintain budgets for individual projects.",0.4023726923076923,0.14177066153846155,1.1102845576923077,3.87,3.4985,4.2512,86.65,68.587,95.0717
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",11225,"Tour grounds, such as parks, botanical gardens, cemeteries, or golf courses, to inspect conditions of plants and soil.",1.2175130769230769,0.61154815,2.8582546307692307,4.21,3.6923,4.7284,88.15,72.7814,95.3945
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",11226,"Design or supervise the installation of sprinkler systems, calculating water pressure, or valve and pipe coverage needs.",0.3198484615384615,0.09095583461538462,0.9952006807692307,3.35,2.8608,3.839,85.56,63.0991,95.3577
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9538,"Service, clean, or supply restrooms.",1.9663634615384615,1.0529825115384615,3.533870723076923,4.24,4.0027,4.4872,93.66,70.0704,98.9381
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9539,Gather and empty trash.,2.128903076923077,0.9875233461538461,4.287499707692308,4.23,4.0067,4.4554,96.9,82.719,99.5124
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9540,"Clean building floors by sweeping, mopping, scrubbing, or vacuuming.",1.818193846153846,0.946095923076923,3.3103975846153846,4.21,3.9693,4.4416,90.98,71.5857,97.5829
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9541,Follow procedures for the use of chemical cleaners and power equipment to prevent damage to floors and fixtures.,1.2278934615384616,0.5663972923076923,2.830573980769231,4.15,3.8456,4.4551,87.32,68.3792,95.6384
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9542,"Mix water and detergents or acids in containers to prepare cleaning solutions, according to specifications.",1.061026923076923,0.4402304269230769,2.6264483692307694,3.99,3.6903,4.282,75.27,54.8096,88.4195
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9543,"Strip, seal, finish, and polish floors.",0.03735692307692307,0.008784257692307692,0.1395798653846154,3.72,3.2666,4.1636,65.68,46.7672,80.6463
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9544,Notify managers concerning the need for major repairs or additions to building operating systems.,0.7133188461538462,0.2879393884615385,1.8773654653846155,4.2,4.0089,4.3848,98.29,93.2273,99.5867
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9545,Requisition supplies or equipment needed for cleaning and maintenance duties.,0.44349230769230763,0.23011805384615383,0.9700684538461537,3.74,3.3338,4.1521,88.74,73.9568,95.6283
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9546,"Clean windows, glass partitions, or mirrors, using soapy water or other cleaners, sponges, or squeegees.",1.3216553846153847,0.6401490461538462,2.7686306615384613,3.8,3.4258,4.1817,75.58,48.1314,91.1682
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9547,Steam-clean or shampoo carpets.,0.13888615384615385,0.023771973076923077,0.7716876807692308,3.03,2.4681,3.601,44.67,29.8642,60.484
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9548,"Set up, arrange, or remove decorations, tables, chairs, ladders, or scaffolding to prepare facilities for events, such as banquets or meetings.",0.3051426923076923,0.07516948461538461,1.2439842153846155,3.36,2.8686,3.8534,65.98,44.1575,82.6336
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9549,Clean and polish furniture and fixtures.,1.2939846153846155,0.528762626923077,2.9536944307692306,3.46,3.0169,3.9035,69.36,49.9871,83.6841
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9550,"Dust furniture, walls, machines, or equipment.",1.0991784615384614,0.46726334230769234,2.565712903846154,3.74,3.3984,4.0836,82.9,62.0322,93.5008
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9551,"Move heavy furniture, equipment, or supplies, either manually or with hand trucks.",0.5611907692307693,0.19648776923076922,1.7267466038461539,3.42,3.0519,3.7952,83.12,68.3091,91.8317
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9552,"Remove snow from sidewalks, driveways, or parking areas, using snowplows, snow blowers, or snow shovels, or spread snow-melting chemicals.",0.06413423076923078,0.01835638846153846,0.2765204576923077,3.53,2.9407,4.1246,59.77,41.3858,75.7704
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9554,Spray insecticides or fumigants to prevent insect or rodent infestation.,0.21130423076923077,0.053816119230769226,0.6928352538461539,3.36,2.7675,3.96,38.98,21.8569,59.3231
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9555,"Make adjustments or minor repairs to heating, cooling, ventilating, plumbing, or electrical systems.",0.3339823076923077,0.09428441153846154,0.7789334000000001,3.49,2.8803,4.1077,46.24,26.998,66.6722
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9559,"Clean chimneys, flues, and connecting pipes, using power or hand tools.",0.5744642307692307,0.07986872307692308,2.326903,3.24,2.0335,4.453,30.0,15.4286,50.1606
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",20590,Monitor building security and safety by performing tasks such as locking doors after operating hours or checking electrical appliance use to ensure that hazards are not created.,1.3610065384615386,0.5810298384615386,3.004288953846154,4.2,3.7111,4.6855,73.21,50.0943,88.1506
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",20591,"Mow or trim lawns or shrubbery, using mowers or hand or power trimmers, and clear debris from grounds.",0.17174653846153845,0.021639415384615383,0.7588827538461539,3.09,2.3545,3.8184,29.63,12.8842,54.529
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",20592,"Drive vans, industrial trucks, or other vehicles required to travel to, or to perform, cleaning work.",1.0088965384615385,0.36045575,3.2767987423076925,3.43,2.5487,4.3051,45.29,28.3371,63.4096
37-2012.00,Maids and Housekeeping Cleaners,9560,"Carry linens, towels, toilet items, and cleaning supplies, using wheeled carts.",3.9431800000000004,2.5804746,5.7318718,4.38,4.1131,4.6499,92.82,80.4765,97.593
37-2012.00,Maids and Housekeeping Cleaners,9561,"Clean rooms, hallways, lobbies, lounges, restrooms, corridors, elevators, stairways, locker rooms, and other work areas so that health standards are met.",2.7083684615384613,1.748763246153846,4.0610602,4.34,4.1725,4.5118,98.32,88.0573,99.786
37-2012.00,Maids and Housekeeping Cleaners,9562,"Empty wastebaskets, empty and clean ashtrays, and transport other trash and waste to disposal areas.",2.734456153846154,1.5977517807692307,4.416339446153846,4.2,3.9975,4.4112,93.81,85.8736,97.4206
37-2012.00,Maids and Housekeeping Cleaners,9563,"Replenish supplies, such as drinking glasses, linens, writing supplies, and bathroom items.",2.535776923076923,1.3223636307692308,4.5571783461538455,4.17,3.8498,4.4811,75.1,58.3924,86.6292
37-2012.00,Maids and Housekeeping Cleaners,9564,"Keep storage areas and carts well-stocked, clean, and tidy.",2.499749230769231,1.115080630769231,4.786197092307693,4.42,4.1448,4.692,91.45,80.2321,96.5742
37-2012.00,Maids and Housekeeping Cleaners,9565,Dust and polish furniture and equipment.,2.4255784615384615,1.4937237923076923,3.879608392307692,4.01,3.7182,4.3039,93.12,83.1815,97.3702
37-2012.00,Maids and Housekeeping Cleaners,9566,"Sweep, scrub, wax, or polish floors, using brooms, mops, or powered scrubbing and waxing machines.",2.640884615384615,1.511991630769231,4.323255715384615,4.19,3.9854,4.3967,83.06,71.457,90.5653
37-2012.00,Maids and Housekeeping Cleaners,9567,"Clean rugs, carpets, upholstered furniture, and draperies, using vacuum cleaners and shampooers.",2.316283846153846,1.3333856923076923,3.8232894461538462,4.08,3.7941,4.3585,74.79,53.1617,88.574
37-2012.00,Maids and Housekeeping Cleaners,9568,"Wash windows, walls, ceilings, and woodwork, waxing and polishing as necessary.",1.7835907692307693,0.7347549692307692,3.906178723076923,4.04,3.755,4.3274,75.24,61.7151,85.1371
37-2012.00,Maids and Housekeeping Cleaners,9569,Hang draperies and dust window blinds.,1.1508873076923076,0.48061290384615385,2.9675349307692307,3.6,3.147,4.0529,60.64,39.148,78.6711
37-2012.00,Maids and Housekeeping Cleaners,9570,"Disinfect equipment and supplies, using germicides or steam-operated sterilizers.",2.3258673076923078,1.15851465,4.381873861538462,4.29,3.9975,4.5839,56.37,39.74,71.6733
37-2012.00,Maids and Housekeeping Cleaners,9571,"Observe precautions required to protect hotel and guest property and report damage, theft, and found articles to supervisors.",2.058077692307692,1.2033911115384615,3.4735486384615384,4.18,3.8281,4.5304,63.1,43.1496,79.3994
37-2012.00,Maids and Housekeeping Cleaners,9575,"Sort clothing and other articles, load washing machines, and iron and fold dried items.",2.7053657692307693,0.59025945,7.142134038461538,4.08,3.5261,4.6372,41.92,20.9532,66.2786
37-2012.00,Maids and Housekeeping Cleaners,9577,"Sort, count, and mark clean linens and store them in linen closets.",1.8797292307692308,0.8772272923076923,3.9239887846153843,4.13,3.9043,4.3643,53.33,34.3112,71.4302
37-2012.00,Maids and Housekeeping Cleaners,9578,"Polish silver accessories and metalwork, such as fixtures and fittings.",1.5828515384615385,0.7256803807692307,3.3151623499999996,3.44,3.0391,3.8382,55.55,40.9847,69.2117
37-2012.00,Maids and Housekeeping Cleaners,9579,"Prepare rooms for meetings and arrange decorations, media equipment, and furniture for social or business functions.",1.0734603846153847,0.23257115384615384,4.436333430769231,3.57,3.0351,4.0986,35.73,20.2272,54.9361
37-2012.00,Maids and Housekeeping Cleaners,9581,Request repair services and wait for repair workers to arrive.,1.33285,0.4318339692307692,3.7984390346153845,3.58,3.0874,4.0679,40.86,26.7567,56.646
37-2012.00,Maids and Housekeeping Cleaners,9582,Replace light bulbs.,0.567935,0.09581442307692309,3.2055620807692304,3.67,3.416,3.9301,27.36,13.5631,47.4813
37-2012.00,Maids and Housekeeping Cleaners,9586,"Deliver television sets, ironing boards, baby cribs, and rollaway beds to guests' rooms.",1.200056923076923,0.42772937307692305,3.010309030769231,3.66,3.2073,4.1135,37.3,26.5744,49.4489
37-2012.00,Maids and Housekeeping Cleaners,9587,Move and arrange furniture and turn mattresses.,1.0168265384615385,0.4171774576923077,2.3341705538461537,3.85,3.5486,4.1539,55.83,43.4039,67.5638
37-2021.00,Pest Control Workers,7974,Record work activities performed.,5.373003076923077,3.6530737384615386,7.0967806307692305,4.62,4.4704,4.7626,100.0,,
37-2021.00,Pest Control Workers,7975,"Inspect premises to identify infestation source and extent of damage to property, wall, or roof porosity and access to infested locations.",3.668316153846154,2.227554776923077,5.469360676923076,4.38,4.2189,4.5457,97.18,89.4621,99.292
37-2021.00,Pest Control Workers,7976,"Spray or dust chemical solutions, powders, or gases into rooms, onto clothing, furnishings, or wood, or over marshlands, ditches, or catch basins.",2.7943803846153843,1.4156427153846154,4.926991984615385,3.96,3.5595,4.3652,82.39,73.5061,88.7502
37-2021.00,Pest Control Workers,7977,Clean work site after completion of job.,1.5927023076923077,0.8757927153846154,2.791830984615385,3.92,3.5402,4.2956,78.83,68.3937,86.4959
37-2021.00,Pest Control Workers,7978,"Direct, or assist other workers in, treatment or extermination processes to eliminate or control rodents, insects, or weeds.",0.9697365384615385,0.38538249230769234,2.683888538461538,3.56,3.0102,4.1168,84.09,72.0391,91.5613
37-2021.00,Pest Control Workers,7979,Drive truck equipped with power spraying equipment.,3.4223126923076923,2.21548245,4.979155284615385,3.89,3.392,4.3798,78.21,61.4044,89.0064
37-2021.00,Pest Control Workers,7981,Post warning signs and lock building doors to secure area to be fumigated.,0.7798242307692308,0.15369521153846152,3.3156659923076925,4.17,3.7491,4.5906,40.53,25.7991,57.1902
37-2021.00,Pest Control Workers,7982,"Cut or bore openings in building or surrounding concrete, access infested areas, insert nozzle, and inject pesticide to impregnate ground.",0.47365115384615386,0.10580032692307692,2.2101421115384614,3.48,2.7661,4.2024,49.24,34.7845,63.8309
37-2021.00,Pest Control Workers,7983,Study preliminary reports or diagrams of infested area and determine treatment type required to eliminate and prevent recurrence of infestation.,0.7005796153846154,0.2888150153846154,1.9436087576923078,3.68,3.2368,4.1211,72.55,59.8685,82.3954
37-2021.00,Pest Control Workers,7985,"Set mechanical traps, or place poisonous paste or bait in sewers, burrows, or ditches.",0.7773088461538462,0.25482225000000003,1.7656631923076924,3.59,3.3065,3.8732,61.35,44.3079,75.9945
37-2021.00,Pest Control Workers,7986,"Clean and remove blockages from infested areas to facilitate spraying procedures and provide drainage, using brooms, mops, shovels, or rakes.",0.3407861538461539,0.12298710384615386,0.789283553846154,3.4,3.0087,3.7819,51.83,40.5278,62.9501
37-2021.00,Pest Control Workers,20759,Recommend treatment and prevention methods for pest problems to clients.,2.377296923076923,1.4601575846153847,3.644819323076923,4.3,3.9609,4.6351,99.49,97.6616,99.8912
37-2021.00,Pest Control Workers,20760,"Measure area dimensions requiring treatment, calculate fumigant requirements, and estimate cost for service.",1.6448861538461539,0.6286785846153846,3.8594056038461537,3.7,3.0968,4.2975,67.1,54.3755,77.7282
37-3011.00,Landscaping and Groundskeeping Workers,9589,"Mow or edge lawns, using power mowers or edgers.",1.2131226923076923,0.48362726153846153,2.85247535,3.44,2.9253,3.9456,76.59,67.7629,83.5866
37-3011.00,Landscaping and Groundskeeping Workers,9590,"Shovel snow from walks, driveways, or parking lots, and spread salt in those areas.",0.2980392307692308,0.07157606153846155,1.2321775423076922,3.66,2.8089,4.5028,43.0,18.7588,71.1429
37-3011.00,Landscaping and Groundskeeping Workers,9591,"Care for established lawns by mulching, aerating, weeding, grubbing, removing thatch, or trimming or edging around flower beds, walks, or walls.",0.7224734615384616,0.2609704576923077,2.4566988576923077,3.54,3.2542,3.8212,83.17,70.6075,91.0458
37-3011.00,Landscaping and Groundskeeping Workers,9592,"Use hand tools, such as shovels, rakes, pruning saws, saws, hedge or brush trimmers, or axes.",2.9527553846153847,1.2584025538461536,5.700618892307693,4.08,3.7853,4.3808,98.93,92.5625,99.8546
37-3011.00,Landscaping and Groundskeeping Workers,9593,"Prune or trim trees, shrubs, or hedges, using shears, pruners, or chain saws.",1.126625769230769,0.3142872,3.3647252115384614,3.81,3.3913,4.2341,97.26,82.8387,99.618
37-3011.00,Landscaping and Groundskeeping Workers,9594,Gather and remove litter.,1.591833076923077,0.7651570461538462,3.1544216153846154,4.13,3.7713,4.4796,88.05,65.4085,96.6334
37-3011.00,Landscaping and Groundskeeping Workers,9595,"Maintain or repair tools, equipment, or structures, such as buildings, greenhouses, fences, or benches, using hand or power tools.",0.3214703846153846,0.11070371538461539,0.8563250576923076,3.42,2.9137,3.9214,55.38,30.3364,77.9649
37-3011.00,Landscaping and Groundskeeping Workers,9596,"Mix and spray or spread fertilizers, herbicides, or insecticides onto grass, shrubs, or trees, using hand or automatic sprayers or spreaders.",0.33135499999999996,0.10644519615384615,1.1568186615384617,3.78,3.5751,3.9755,83.03,63.5299,93.2139
37-3011.00,Landscaping and Groundskeeping Workers,9597,"Provide proper upkeep of sidewalks, driveways, parking lots, fountains, planters, burial sites, or other grounds features.",0.6151207692307692,0.2741567807692307,0.9985127576923076,3.68,3.3678,4.0012,57.6,44.835,69.4319
37-3011.00,Landscaping and Groundskeeping Workers,9598,"Water lawns, trees, or plants, using portable sprinkler systems, hoses, or watering cans.",0.6636273076923076,0.3015001807692308,1.6909553653846154,3.94,3.7374,4.1461,80.96,67.1763,89.8345
37-3011.00,Landscaping and Groundskeeping Workers,9599,Trim or pick flowers and clean flower beds.,0.6860184615384616,0.16266135769230766,2.880565138461538,3.52,3.2294,3.8106,93.52,81.0688,97.9827
37-3011.00,Landscaping and Groundskeeping Workers,9600,"Rake, mulch, and compost leaves.",0.907735,0.32799016538461534,2.3440508846153847,3.43,2.9618,3.9058,84.06,68.2569,92.8199
37-3011.00,Landscaping and Groundskeeping Workers,9601,"Follow planned landscaping designs to determine where to lay sod, sow grass, or plant flowers or foliage.",0.9659784615384616,0.3238126269230769,3.0059135961538463,3.54,2.8369,4.2331,87.77,74.1523,94.7266
37-3011.00,Landscaping and Groundskeeping Workers,9602,"Plant seeds, bulbs, foliage, flowering plants, grass, ground covers, trees, or shrubs, and apply mulch for protection, using gardening tools.",0.7532376923076923,0.3393232846153846,1.7429250538461538,3.46,2.8267,4.094,86.76,76.533,92.9402
37-3011.00,Landscaping and Groundskeeping Workers,9603,Decorate gardens with stones or plants.,0.39500384615384615,0.1092613576923077,1.4582024961538462,3.38,3.0651,3.6992,85.2,66.1438,94.4325
37-3011.00,Landscaping and Groundskeeping Workers,9604,"Maintain irrigation systems, including winterizing the systems and starting them up in spring.",0.5987065384615384,0.1922590423076923,2.550615119230769,3.61,3.2932,3.9273,62.89,46.2453,76.9557
37-3011.00,Landscaping and Groundskeeping Workers,9605,"Care for natural turf fields, making sure the underlying soil has the required composition to allow proper drainage and to support the grasses.",0.26026153846153843,0.06726571923076922,0.6962492730769231,3.27,2.6207,3.9255,36.75,25.4776,49.6766
37-3011.00,Landscaping and Groundskeeping Workers,9606,Use irrigation methods to adjust the amount of water consumption and to prevent waste.,0.6026019230769231,0.2133796692307692,2.1161633807692306,3.77,3.5642,3.9765,52.31,22.0456,80.9642
37-3011.00,Landscaping and Groundskeeping Workers,9607,"Haul or spread topsoil, or spread straw over seeded soil to hold soil in place.",0.2480046153846154,0.0454135423076923,1.1593450769230769,3.01,2.644,3.3733,66.69,52.607,78.3091
37-3011.00,Landscaping and Groundskeeping Workers,9608,Advise customers on plant selection or care.,0.3064196153846154,0.11829234999999999,0.9251285346153846,3.24,2.83,3.6576,64.05,38.4047,83.5837
37-3011.00,Landscaping and Groundskeeping Workers,9609,"Care for artificial turf fields, periodically removing the turf and replacing cushioning pads or vacuuming and disinfecting the turf after use to prevent the growth of harmful bacteria.",0.19002076923076922,0.035411807692307694,0.6747670615384616,3.38,2.9237,3.8379,27.89,14.5812,46.6968
37-3011.00,Landscaping and Groundskeeping Workers,9610,Plan or cultivate lawns or gardens.,1.0969696153846153,0.32803662692307695,3.154365573076923,3.55,3.0444,4.0597,60.87,47.0413,73.1565
37-3011.00,Landscaping and Groundskeeping Workers,9611,Attach wires from planted trees to support stakes.,0.29342538461538464,0.04663516538461539,1.8099222846153846,3.5,3.2482,3.7608,85.69,76.8561,91.5189
37-3011.00,Landscaping and Groundskeeping Workers,9612,"Install rock gardens, ponds, decks, drainage systems, irrigation systems, retaining walls, fences, planters, or playground equipment.",0.4219811538461538,0.11289897307692306,1.3554050192307692,3.32,2.7416,3.9006,53.44,37.95,68.286
37-3011.00,Landscaping and Groundskeeping Workers,9614,Build forms and mix and pour cement to form garden borders.,0.034931538461538465,0.006290523076923077,0.16398804615384616,2.59,2.2669,2.9185,35.95,23.3942,50.7732
37-3011.00,Landscaping and Groundskeeping Workers,20761,"Operate vehicles or powered equipment, such as mowers, tractors, twin-axle vehicles, snow blowers, chainsaws, electric clippers, sod cutters, or pruning saws.",1.836122692307692,0.7615418346153846,3.9216489038461537,3.95,3.311,4.5837,91.18,77.638,96.8512
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11227,"Fill sprayer tanks with water and chemicals, according to formulas.",2.336315384615385,1.2208225615384614,4.273200884615385,4.45,4.2552,4.644,97.57,85.122,99.6473
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11228,"Mix pesticides, herbicides, or fungicides for application to trees, shrubs, lawns, or botanical crops.",2.53871,1.4042887153846153,4.323963492307692,4.5,4.261,4.7401,92.36,81.1115,97.1476
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11229,"Cover areas to specified depths with pesticides, applying knowledge of weather conditions, droplet sizes, elevation-to-distance ratios, and obstructions.",2.632030769230769,1.2216070346153847,5.058811342307692,4.22,3.9155,4.5175,96.47,88.8005,98.951
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11230,"Lift, push, and swing nozzles, hoses, and tubes to direct spray over designated areas.",3.2228615384615384,1.354789376923077,6.122700753846154,4.32,4.0502,4.5869,96.83,86.662,99.3064
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11231,"Start motors and engage machinery, such as sprayer agitators or pumps or portable spray equipment.",3.1692676923076926,1.5151746153846155,5.714546715384615,4.14,3.8394,4.4454,97.48,87.8272,99.5216
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11232,"Connect hoses and nozzles selected according to terrain, distribution pattern requirements, types of infestations, and velocities.",1.6621942307692308,0.6931488153846154,4.140364815384615,4.06,3.7025,4.4226,88.63,77.2304,94.7162
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11233,"Clean or service machinery to ensure operating efficiency, using water, gasoline, lubricants, or hand tools.",0.9268676923076923,0.42736047692307694,2.327473730769231,3.9,3.7123,4.0794,98.3,87.4791,99.7913
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11234,"Provide driving instructions to truck drivers to ensure complete coverage of designated areas, using hand and horn signals.",0.9655150000000001,0.2817700884615385,2.954935223076923,3.61,3.2159,4.0039,59.7,37.3438,78.6372
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11235,"Plant grass with seed spreaders, and operate straw blowers to cover seeded areas with mixtures of asphalt and straw.",0.14048230769230768,0.04737175769230769,0.36310316923076924,2.8,2.4518,3.1386,52.04,33.3174,70.1994
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",20762,Identify lawn or plant diseases to determine the appropriate course of treatment.,3.2027669230769233,1.0123398538461539,7.155112553846154,4.29,3.8285,4.7455,69.12,36.7844,89.5935
37-3013.00,Tree Trimmers and Pruners,13112,Supervise others engaged in tree trimming work and train lower-level employees.,2.255871153846154,1.293694103846154,3.7607904000000003,4.07,3.7551,4.3889,88.23,75.6228,94.7714
37-3013.00,Tree Trimmers and Pruners,13113,"Operate boom trucks, loaders, stump chippers, brush chippers, tractors, power saws, trucks, sprayers, and other equipment and tools.",2.7861773076923075,1.402807273076923,4.941748303846154,4.37,4.0107,4.7299,100.0,,
37-3013.00,Tree Trimmers and Pruners,13114,"Climb trees, using climbing hooks and belts, or climb ladders to gain access to work areas.",1.6339446153846153,0.6726331884615384,3.5356695038461536,4.09,3.7567,4.4311,80.98,68.1965,89.4224
37-3013.00,Tree Trimmers and Pruners,13115,"Clean, sharpen, and lubricate tools and equipment.",1.3715246153846155,0.7136570692307692,2.8817174538461536,4.33,3.9756,4.6904,100.0,,
37-3013.00,Tree Trimmers and Pruners,13116,"Cut away dead and excess branches from trees, or clear branches around power lines, using climbing equipment or buckets of extended truck booms, or chainsaws, hooks, handsaws, shears, and clippers.",1.6100726923076925,0.7444531346153846,3.236909546153846,4.33,4.0815,4.5861,89.12,69.3675,96.7337
37-3013.00,Tree Trimmers and Pruners,13117,"Trim, top, and reshape trees to achieve attractive shapes or to remove low-hanging branches.",1.997316923076923,0.8529321961538461,4.499410526923077,4.06,3.7777,4.35,93.81,82.4363,98.0
37-3013.00,Tree Trimmers and Pruners,13118,"Prune, cut down, fertilize, and spray trees as directed by tree surgeons.",2.033124615384615,0.8376002807692309,4.733405126923077,3.96,3.4879,4.4397,65.38,52.1696,76.5719
37-3013.00,Tree Trimmers and Pruners,13119,"Hoist tools and equipment to tree trimmers, and lower branches with ropes or block and tackle.",1.950996153846154,0.9087212884615385,3.9470113653846153,4.25,3.9485,4.5484,90.42,76.8268,96.4099
37-3013.00,Tree Trimmers and Pruners,13120,"Operate shredding and chipping equipment, and feed limbs and brush into the machines.",2.238456923076923,1.1768824846153847,3.9948306230769237,4.39,4.0842,4.6976,98.54,91.4334,99.7654
37-3013.00,Tree Trimmers and Pruners,13121,Load debris and refuse onto trucks and haul it away for disposal.,1.3481884615384616,0.6043953730769231,3.1142349192307694,4.03,3.6741,4.3823,88.18,74.1047,95.1053
37-3013.00,Tree Trimmers and Pruners,13122,Inspect trees to determine if they have diseases or pest problems.,1.2542303846153846,0.3762223961538461,3.8792354038461534,4.03,3.5762,4.4795,68.55,51.954,81.4553
37-3013.00,Tree Trimmers and Pruners,13123,"Cable, brace, tie, bolt, stake, and guy trees and branches to provide support.",0.3464092307692308,0.05990932692307692,2.1639239923076925,3.44,2.7055,4.1833,67.45,48.8483,81.8003
37-3013.00,Tree Trimmers and Pruners,13124,"Collect debris and refuse from tree trimming and removal operations into piles, using shovels, rakes, or other tools.",1.8624323076923077,1.1293958807692308,2.965511780769231,3.75,3.283,4.2239,89.5,76.1029,95.8034
37-3013.00,Tree Trimmers and Pruners,13125,"Provide information to the public regarding trees, such as advice on tree care.",0.7995873076923077,0.3014707692307692,2.5515835615384614,3.87,3.3986,4.3453,70.28,47.9901,85.8419
37-3013.00,Tree Trimmers and Pruners,13126,"Clear sites, streets, and grounds of woody and herbaceous materials, such as tree stumps and fallen trees and limbs.",1.0533223076923077,0.3386915346153846,3.450756538461538,3.8,3.3522,4.2484,82.31,60.8894,93.2951
37-3013.00,Tree Trimmers and Pruners,13127,"Remove broken limbs from wires, using hooked extension poles.",0.6561942307692308,0.22908956153846155,2.8181548692307694,3.73,3.2395,4.2267,60.93,44.5673,75.1526
37-3013.00,Tree Trimmers and Pruners,13128,"Trim jagged stumps, using saws or pruning shears.",1.2340123076923075,0.5106109538461538,3.277664930769231,3.85,3.5528,4.1412,89.23,73.851,96.0519
37-3013.00,Tree Trimmers and Pruners,13129,"Transplant and remove trees and shrubs, and prepare trees for moving.",0.6061334615384616,0.09547598076923078,3.4015183884615388,3.19,2.5805,3.8009,30.27,16.7007,48.4622
37-3013.00,Tree Trimmers and Pruners,13130,"Spray trees to treat diseased or unhealthy trees, including mixing chemicals and calibrating spray equipment.",2.2311707692307694,0.4971974961538461,6.268579219230769,3.27,2.256,4.2921,30.09,18.0845,45.6358
37-3013.00,Tree Trimmers and Pruners,13131,"Plan and develop budgets for tree work, and estimate the monetary value of trees.",1.1007284615384616,0.34841398461538464,3.416194815384615,4.06,3.3823,4.7357,57.34,40.745,72.4336
37-3013.00,Tree Trimmers and Pruners,13132,"Water, root-feed, and fertilize trees.",0.5661811538461539,0.07324889230769231,3.4554739653846154,3.6,2.6758,4.5194,34.72,22.6332,49.1645
37-3013.00,Tree Trimmers and Pruners,13133,Apply tar or other protective substances to cut surfaces or seal surfaces and to protect them from fungi and insects.,0.5725038461538462,0.12168771923076924,3.0676634307692305,3.23,2.6283,3.8264,35.11,17.67,57.7091
37-3013.00,Tree Trimmers and Pruners,13135,Scrape decayed matter from cavities in trees and fill holes with cement to promote healing and to prevent further deterioration.,0.6495934615384615,0.06753622692307693,4.082769130769231,3.36,2.4237,4.2918,27.11,11.619,51.2746
37-3013.00,Tree Trimmers and Pruners,13136,"Split logs or wooden blocks into bolts, pickets, posts, or stakes, using hand tools such as ax wedges, sledgehammers, and mallets.",0.7165630769230769,0.09522926923076924,4.147277623076922,2.46,2.0817,2.8474,36.1,23.6713,50.7258
39-1013.00,First-Line Supervisors of Gambling Services Workers,23127,"Monitor game operations to ensure that house rules are followed, that tribal, state, and federal regulations are adhered to, and that employees provide prompt and courteous service.",5.4035565384615385,2.5374123576923076,8.21702826923077,4.79,4.6135,4.9665,93.6,74.3029,98.6645
39-1013.00,First-Line Supervisors of Gambling Services Workers,23128,Respond to and resolve patrons' complaints.,2.2673684615384615,1.2009498653846153,4.474035692307693,4.61,4.4124,4.8101,98.8,91.3222,99.845
