task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015,feedback_loop,directive,task_iteration,validation,learning,filtered
"Observe and evaluate students' work to determine progress, provide feedback, and make suggestions for improvement.",observe and evaluate students work to determine progress provide feedback and make suggestions for improvement,25-1194.00,"Vocational Education Teachers, Postsecondary",vocational education teachers postsecondary,Core,77.0,Incumbent,1.0,0.2184301774412098,0.2828642805679039,Educational Instruction and Library Occupations,5.0,29.56,61490.0,23.97,49850.0,111150.0,2800.0,23.79,49470.0,32.3544,67279.20000000001,20.52,42670.0,27.907200000000003,58031.2,119800.0,2460.0,0.0720876118395681,0.1338764893759443,0.0868766509645701,0.1306210873409051,2.825425,4.52,97.34,False,4.901573461538462,4.45,100.0,False,0.010351201478743,0.3245841035120148,0.2791127541589648,0.3390018484288355,0.032532347504621,0.0144177449168207
Develop curricula and plan course content and methods of instruction.,develop curricula and plan course content and methods of instruction,25-1194.00,"Vocational Education Teachers, Postsecondary",vocational education teachers postsecondary,Core,77.0,Incumbent,1.0,0.0315734563325371,0.0408872213316267,Educational Instruction and Library Occupations,5.0,29.56,61490.0,23.97,49850.0,111150.0,2800.0,23.79,49470.0,32.3544,67279.20000000001,20.52,42670.0,27.907200000000003,58031.2,119800.0,2460.0,0.0720876118395681,0.1338764893759443,0.0868766509645701,0.1306210873409051,0.5021249999999999,4.26,97.8,False,0.527708076923077,3.97,92.12,False,0.0,0.4347826086956521,0.4373401534526854,0.0,0.0869565217391304,0.0409207161125319
Prepare outlines of instructional programs and training schedules and establish course goals.,prepare outlines of instructional programs and training schedules and establish course goals,25-1194.00,"Vocational Education Teachers, Postsecondary",vocational education teachers postsecondary,Core,77.0,Incumbent,1.0,0.0012920084432751,0.0016731343767417,Educational Instruction and Library Occupations,5.0,29.56,61490.0,23.97,49850.0,111150.0,2800.0,23.79,49470.0,32.3544,67279.20000000001,20.52,42670.0,27.907200000000003,58031.2,119800.0,2460.0,0.0720876118395681,0.1338764893759443,0.0868766509645701,0.1306210873409051,0.3643246153846153,3.97,94.56,False,0.29428,3.76,95.73,False,0.0,0.0,0.0,0.0,0.0,1.0
"Develop teaching aids such as instructional software, multimedia visual aids, or study materials.",develop teaching aids such as instructional software multimedia visual aids or study materials,25-1194.00,"Vocational Education Teachers, Postsecondary",vocational education teachers postsecondary,Core,76.0,Incumbent,1.0,0.035368731134658,0.0458020535633057,Educational Instruction and Library Occupations,5.0,29.56,61490.0,23.97,49850.0,111150.0,2800.0,23.79,49470.0,32.3544,67279.20000000001,20.52,42670.0,27.907200000000003,58031.2,119800.0,2460.0,0.0720876118395681,0.1338764893759443,0.0868766509645701,0.1306210873409051,0.336905,3.85,86.02,False,0.4515053846153846,3.87,88.32,False,0.0365296803652968,0.4589041095890411,0.3264840182648402,0.0,0.1621004566210045,0.0159817351598173
"Organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, storytelling, and field trips.",organize and lead activities designed to promote physical mental and social development such as games arts and crafts music storytelling and field trips,25-2011.00,"Preschool Teachers, Except Special Education",preschool teachers except special education,Core,154.0,Incumbent,1.0,0.0023417653034361,0.0030325560578443,Educational Instruction and Library Occupations,2.0,17.85,37120.0,16.45,34210.0,445080.0,4230.0,13.74,28570.0,18.686400000000003,38855.2,11.07,23030.0,15.0552,31320.800000000003,370190.0,1370.0,0.288661756883086,0.2022491250215158,0.268454652926329,0.0727442640882276,2.89405,4.45,99.42,False,5.567396153846154,4.6,99.18,False,0.0,0.5862068965517241,0.0,0.0,0.0,0.4137931034482758
"Collaborate with other teachers and administrators in the development, evaluation, and revision of preschool programs.",collaborate with other teachers and administrators in the development evaluation and revision of preschool programs,25-2011.00,"Preschool Teachers, Except Special Education",preschool teachers except special education,Core,154.0,Incumbent,1.0,0.0043605284960537,0.0056468285215034,Educational Instruction and Library Occupations,2.0,17.85,37120.0,16.45,34210.0,445080.0,4230.0,13.74,28570.0,18.686400000000003,38855.2,11.07,23030.0,15.0552,31320.800000000003,370190.0,1370.0,0.288661756883086,0.2022491250215158,0.268454652926329,0.0727442640882276,0.6200426923076923,3.9,84.03,False,0.3425080769230769,3.87,77.45,False,0.0,0.2962962962962963,0.5370370370370371,0.0,0.0,0.1666666666666666
"Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.",collaborate with other teachers and administrators in the development evaluation and revision of kindergarten programs,25-2012.00,"Kindergarten Teachers, Except Special Education",kindergarten teachers except special education,Core,50.0,Incumbent,1.0,0.0022610147757315,0.002927985159298,Educational Instruction and Library Occupations,2.0,19.27,61430.0,29.048076923076923,60420.0,114410.0,520.0,24.82692307692308,51640.0,33.76461538461539,70230.40000000001,20.82692307692308,43320.0,28.324615384615385,58915.2,158150.0,590.0,0.0742019223622581,0.0248627765983896,0.1146873318033953,0.0313278217606235,1.2752426923076925,4.11,97.1,False,0.6044696153846154,4.12,86.75,False,0.0,0.0,0.0,0.0,0.0,1.0
"Establish clear objectives for all lessons, units, and projects, and communicate these objectives to students.",establish clear objectives for all lessons units and projects and communicate these objectives to students,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",middle school teachers except special and careertechnical education,Core,110.0,Incumbent,1.0,0.0014535094986845,0.0018822761738344,Educational Instruction and Library Occupations,3.0,30.27403846153846,62970.0,36.29326923076923,75490.0,620370.0,5320.0,26.85576923076923,55860.0,36.52384615384616,75969.6,25.682692307692307,53420.0,34.92846153846154,72651.20000000001,632760.0,4990.0,0.4023481039758247,0.2543653298142941,0.4588653561297278,0.2649590348906978,4.132768461538461,4.3,100.0,False,4.065661538461538,4.35,100.0,False,0.0,0.0,0.0,0.0,0.0,1.0
"Coordinate and supervise extracurricular activities, such as clubs, student organizations, and academic contests.",coordinate and supervise extracurricular activities such as clubs student organizations and academic contests,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",middle school teachers except special and careertechnical education,Core,109.0,Incumbent,1.0,0.0049257821899865,0.0063788248113279,Educational Instruction and Library Occupations,3.0,30.27403846153846,62970.0,36.29326923076923,75490.0,620370.0,5320.0,26.85576923076923,55860.0,36.52384615384616,75969.6,25.682692307692307,53420.0,34.92846153846154,72651.20000000001,632760.0,4990.0,0.4023481039758247,0.2543653298142941,0.4588653561297278,0.2649590348906978,0.454565,3.22,80.61,False,0.5406211538461538,3.32,71.64,False,0.0,0.4754098360655737,0.4262295081967213,0.0,0.0,0.0983606557377049
"Instruct students in the knowledge and skills required in a specific occupation or occupational field, using a systematic plan of lectures, discussions, audio-visual presentations, and laboratory, shop and field studies.",instruct students in the knowledge and skills required in a specific occupation or occupational field using a systematic plan of lectures discussions audiovisual presentations and laboratory shop and field studies,25-2032.00,"Career/Technical Education Teachers, Secondary School",careertechnical education teachers secondary school,Core,131.0,Incumbent,1.0,0.0108205707124295,0.0140125004052121,Educational Instruction and Library Occupations,2.0,30.72596153846154,63910.0,31.365384615384617,65240.0,104450.0,870.0,26.985576923076923,56130.0,36.70038461538462,76336.8,20.88942307692308,43450.0,28.409615384615385,59092.00000000001,77430.0,330.0,0.0677422497223832,0.0415973377703826,0.0561507436075681,0.0175223409847555,2.838496923076923,4.27,100.0,False,3.335313461538462,4.42,96.5,False,0.0,0.1641791044776119,0.1492537313432835,0.0,0.6268656716417911,0.0597014925373134
Keep informed about trends in education and subject matter specialties.,keep informed about trends in education and subject matter specialties,25-2032.00,"Career/Technical Education Teachers, Secondary School",careertechnical education teachers secondary school,Core,131.0,Incumbent,1.0,0.0025840168865503,0.0033462687534834,Educational Instruction and Library Occupations,2.0,30.72596153846154,63910.0,31.365384615384617,65240.0,104450.0,870.0,26.985576923076923,56130.0,36.70038461538462,76336.8,20.88942307692308,43450.0,28.409615384615385,59092.00000000001,77430.0,330.0,0.0677422497223832,0.0415973377703826,0.0561507436075681,0.0175223409847555,0.3650884615384615,3.54,100.0,False,0.7144149999999999,3.96,100.0,False,0.0,0.0,0.0,0.0,0.625,0.375
"Collaborate with other teachers or administrators to develop, evaluate, or revise preschool programs.",collaborate with other teachers or administrators to develop evaluate or revise preschool programs,25-2051.00,"Special Education Teachers, Preschool",special education teachers preschool,Core,,Analyst,1.0,0.0014535094986845,0.0018822761738344,Educational Instruction and Library Occupations,5.0,29.89903846153846,62190.0,26.942307692307693,56040.0,28200.0,150.0,25.95673076923077,53990.0,35.30115384615385,73426.40000000001,30.8125,64090.0,41.905,87162.40000000001,29230.0,279.0,0.0182894345827784,0.007171954787997,0.021197032618484,0.014814342832566,1.0378173076923076,3.84,87.63,False,0.8970127961909473,3.830621650589496,86.60988210075027,True,0.0,0.0,0.0,0.0,0.0,1.0
"Present information in audio-visual or interactive formats, using computers, television, audio-visual aids, or other equipment, materials, or technologies.",present information in audiovisual or interactive formats using computers television audiovisual aids or other equipment materials or technologies,25-2051.00,"Special Education Teachers, Preschool",special education teachers preschool,Core,,Analyst,1.0,0.011224323350953,0.0145353548979439,Educational Instruction and Library Occupations,5.0,29.89903846153846,62190.0,26.942307692307693,56040.0,28200.0,150.0,25.95673076923077,53990.0,35.30115384615385,73426.40000000001,30.8125,64090.0,41.905,87162.40000000001,29230.0,279.0,0.0182894345827784,0.007171954787997,0.021197032618484,0.014814342832566,1.722877692307692,3.88,76.99,False,0.8970127961909473,3.830621650589496,86.60988210075027,True,0.0,0.2733812949640288,0.2158273381294964,0.0,0.3884892086330935,0.1223021582733813
"Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or requirements.",prepare objectives outlines or other materials for courses of study following curriculum guidelines or requirements,25-2051.00,"Special Education Teachers, Preschool",special education teachers preschool,Core,,Analyst,1.0,0.0090440591029262,0.0117119406371923,Educational Instruction and Library Occupations,5.0,29.89903846153846,62190.0,26.942307692307693,56040.0,28200.0,150.0,25.95673076923077,53990.0,35.30115384615385,73426.40000000001,30.8125,64090.0,41.905,87162.40000000001,29230.0,279.0,0.0182894345827784,0.007171954787997,0.021197032618484,0.014814342832566,1.0650442307692307,4.12,86.7,False,0.8970127961909473,3.830621650589496,86.60988210075027,True,0.0,0.6428571428571429,0.3035714285714285,0.0,0.0,0.0535714285714285
"Prepare, administer, or grade tests or assignments to evaluate students' progress.",prepare administer or grade tests or assignments to evaluate students progress,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",special education teachers kindergarten and elementary school,Core,105.0,Incumbent,1.0,0.0142120928760269,0.0184044781441593,Educational Instruction and Library Occupations,5.0,30.89903846153846,64270.0,30.89903846153846,64270.0,111448.0,1228.0,26.83173076923077,55810.0,36.49115384615385,75901.6,17.634615384615383,36680.0,23.98307692307692,49884.8,195780.0,1790.0,0.0722808831695564,0.0587144031977355,0.1419758825195621,0.0950454253415529,1.0208560081655378,3.847310012062726,87.97925211097709,True,1.470831923076923,4.16,93.47,False,0.0,0.5568181818181818,0.2102272727272727,0.0,0.0852272727272727,0.1477272727272727
"Present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies.",present information in audiovisual or interactive formats using computers televisions audiovisual aids or other equipment materials or technologies,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",special education teachers kindergarten and elementary school,Core,105.0,Incumbent,1.0,0.0147773465699598,0.0191364744339838,Educational Instruction and Library Occupations,5.0,30.89903846153846,64270.0,30.89903846153846,64270.0,111448.0,1228.0,26.83173076923077,55810.0,36.49115384615385,75901.6,17.634615384615383,36680.0,23.98307692307692,49884.8,195780.0,1790.0,0.0722808831695564,0.0587144031977355,0.1419758825195621,0.0950454253415529,1.0208560081655378,3.847310012062726,87.97925211097709,True,1.362818846153846,3.8,95.51,False,0.0,0.3224043715846995,0.2185792349726776,0.0,0.3169398907103825,0.1420765027322404
Interpret or transcribe classroom materials into Braille or sign language.,interpret or transcribe classroom materials into braille or sign language,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",special education teachers kindergarten and elementary school,Supplemental,105.0,Incumbent,1.0,0.0025840168865503,0.0033462687534834,Educational Instruction and Library Occupations,5.0,30.89903846153846,64270.0,30.89903846153846,64270.0,111448.0,1228.0,26.83173076923077,55810.0,36.49115384615385,75901.6,17.634615384615383,36680.0,23.98307692307692,49884.8,195780.0,1790.0,0.0722808831695564,0.0587144031977355,0.1419758825195621,0.0950454253415529,1.0208560081655378,3.847310012062726,87.97925211097709,True,0.8550957692307692,3.31,33.77,False,0.0,0.65625,0.0,0.0,0.0,0.34375
Interpret the results of standardized tests to determine students' strengths and areas of need.,interpret the results of standardized tests to determine students strengths and areas of need,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",special education teachers kindergarten and elementary school,Core,104.0,Incumbent,1.0,0.0025840168865503,0.0033462687534834,Educational Instruction and Library Occupations,5.0,30.89903846153846,64270.0,30.89903846153846,64270.0,111448.0,1228.0,26.83173076923077,55810.0,36.49115384615385,75901.6,17.634615384615383,36680.0,23.98307692307692,49884.8,195780.0,1790.0,0.0722808831695564,0.0587144031977355,0.1419758825195621,0.0950454253415529,1.0208560081655378,3.847310012062726,87.97925211097709,True,0.579193076923077,3.94,92.79,False,0.0,0.0,0.0,0.0,0.0,1.0
"Prepare objectives, outlines, or other materials for courses of study following curriculum guidelines or school or state requirements.",prepare objectives outlines or other materials for courses of study following curriculum guidelines or school or state requirements,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",special education teachers kindergarten and elementary school,Core,104.0,Incumbent,1.0,0.0052487843008053,0.0067971084055133,Educational Instruction and Library Occupations,5.0,30.89903846153846,64270.0,30.89903846153846,64270.0,111448.0,1228.0,26.83173076923077,55810.0,36.49115384615385,75901.6,17.634615384615383,36680.0,23.98307692307692,49884.8,195780.0,1790.0,0.0722808831695564,0.0587144031977355,0.1419758825195621,0.0950454253415529,1.0208560081655378,3.847310012062726,87.97925211097709,True,0.685865,3.82,90.74,False,0.0,0.6615384615384615,0.2461538461538461,0.0,0.0,0.0923076923076923
"Teach students personal development skills such as goal setting, independence, and self-advocacy.",teach students personal development skills such as goal setting independence and selfadvocacy,25-2053.00,"Special Education Teachers, Middle School",special education teachers middle school,Core,100.0,Incumbent,1.0,0.0013727589709798,0.001777705275288,Educational Instruction and Library Occupations,5.0,31.192307692307693,64880.0,35.40384615384615,73640.0,95330.0,800.0,27.53846153846154,57280.0,37.4523076923077,77900.8,18.427884615384617,38330.0,25.06192307692308,52128.8,91050.0,570.0,0.0618273687509315,0.038250425535984,0.0660277050945251,0.0302658617009414,2.9269765384615387,4.35,98.36,False,1.7847815384615386,4.19,99.54,False,0.0,0.0,0.0,0.0,0.0,1.0
"Teach personal development skills such as goal setting, independence, and self-advocacy.",teach personal development skills such as goal setting independence and selfadvocacy,25-2054.00,"Special Education Teachers, Secondary School",special education teachers secondary school,Core,135.0,Incumbent,1.0,0.0178458666227383,0.0231101685787455,Educational Instruction and Library Occupations,5.0,33.45673076923077,69590.0,28.884615384615383,60080.0,162780.0,1370.0,28.125,58500.0,38.25,79560.0,18.60096153846154,38690.0,25.297307692307697,52618.4,129770.0,820.0,0.1055728426022933,0.0655038537303727,0.0941067028019388,0.0435403624469683,2.520161923076923,4.31,98.16,False,2.1760353846153846,4.27,99.79,False,0.0,0.2624434389140271,0.2443438914027149,0.0,0.4615384615384615,0.0316742081447963
"Write reports to summarize student performance, social growth, or physical development.",write reports to summarize student performance social growth or physical development,25-2059.01,Adapted Physical Education Specialists,adapted physical education specialists,Core,32.0,Occupational Expert,1.0,0.0056525369393288,0.0073199628982451,Educational Instruction and Library Occupations,5.0,32.41826923076923,67430.0,31.26442307692308,65030.0,39350.0,130.0,25.923076923076923,53920.0,35.25538461538462,73331.20000000001,25.35096153846154,52730.0,34.4773076923077,71712.8,38410.0,170.0,0.0255208954195862,0.0062156941495974,0.0278541916823801,0.0090266605072983,0.4909615384615384,4.05,95.24,False,0.1314496153846154,4.28,100.0,False,0.0,0.4857142857142857,0.4857142857142857,0.0,0.0,0.0285714285714285
"Communicate behavioral observations and student progress reports to students, parents, teachers, or administrators.",communicate behavioral observations and student progress reports to students parents teachers or administrators,25-2059.01,Adapted Physical Education Specialists,adapted physical education specialists,Core,32.0,Occupational Expert,1.0,0.0068637948548993,0.0088885263764405,Educational Instruction and Library Occupations,5.0,32.41826923076923,67430.0,31.26442307692308,65030.0,39350.0,130.0,25.923076923076923,53920.0,35.25538461538462,73331.20000000001,25.35096153846154,52730.0,34.4773076923077,71712.8,38410.0,170.0,0.0255208954195862,0.0062156941495974,0.0278541916823801,0.0090266605072983,0.6571153846153845,4.1,95.24,False,0.3171965384615384,4.38,100.0,False,0.0,0.5058823529411764,0.3764705882352941,0.0,0.0,0.1176470588235294
Provide students positive feedback to encourage them and help them develop an appreciation for physical education.,provide students positive feedback to encourage them and help them develop an appreciation for physical education,25-2059.01,Adapted Physical Education Specialists,adapted physical education specialists,Core,32.0,Occupational Expert,1.0,0.0015342600263892,0.0019868470723808,Educational Instruction and Library Occupations,5.0,32.41826923076923,67430.0,31.26442307692308,65030.0,39350.0,130.0,25.923076923076923,53920.0,35.25538461538462,73331.20000000001,25.35096153846154,52730.0,34.4773076923077,71712.8,38410.0,170.0,0.0255208954195862,0.0062156941495974,0.0278541916823801,0.0090266605072983,8.0948,4.76,100.0,False,5.963938461538461,4.69,100.0,False,0.0,0.0,0.0,0.0,0.0,1.0
"Conduct classes, workshops, and demonstrations to teach principles, techniques, or methods in subjects, such as basic English language skills, life skills, and workforce entry skills.",conduct classes workshops and demonstrations to teach principles techniques or methods in subjects such as basic english language skills life skills and workforce entry skills,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,adult basic and secondary education and literacy teachers and instructors,Core,66.0,Incumbent,1.0,0.0248711625330471,0.0322078367522788,Educational Instruction and Library Occupations,1.0,28.82,59950.0,23.59,49060.0,36260.0,160.0,24.17,50280.0,32.8712,68380.8,18.28,38020.0,24.860800000000005,51707.2,65110.0,440.0,0.0235168403536009,0.0076500851071968,0.0472165170643001,0.0233631213130074,2.4469765384615383,4.09,88.46,False,2.918948461538462,4.44,91.72,False,0.0,0.3441558441558441,0.1363636363636363,0.0,0.3928571428571428,0.1266233766233766
"Provide information, guidance, and preparation for the General Equivalency Diploma (GED) examination.",provide information guidance and preparation for the general equivalency diploma ged examination,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,adult basic and secondary education and literacy teachers and instructors,Supplemental,66.0,Incumbent,1.0,0.0236599046174767,0.0306392732740835,Educational Instruction and Library Occupations,1.0,28.82,59950.0,23.59,49060.0,36260.0,160.0,24.17,50280.0,32.8712,68380.8,18.28,38020.0,24.860800000000005,51707.2,65110.0,440.0,0.0235168403536009,0.0076500851071968,0.0472165170643001,0.0233631213130074,0.6442261538461538,3.72,57.38,False,3.046481923076923,4.1,53.92,False,0.0,0.1331058020477815,0.1228668941979522,0.0,0.6996587030716723,0.0443686006825938
Observe and evaluate students' work to determine progress and make suggestions for improvement.,observe and evaluate students work to determine progress and make suggestions for improvement,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,adult basic and secondary education and literacy teachers and instructors,Core,63.0,Incumbent,1.0,0.0604821452508192,0.0783236030112236,Educational Instruction and Library Occupations,1.0,28.82,59950.0,23.59,49060.0,36260.0,160.0,24.17,50280.0,32.8712,68380.8,18.28,38020.0,24.860800000000005,51707.2,65110.0,440.0,0.0235168403536009,0.0076500851071968,0.0472165170643001,0.0233631213130074,2.8879884615384617,4.39,96.94,False,2.86527,4.44,100.0,False,0.0,0.3791722296395193,0.2136181575433912,0.3324432576769025,0.0440587449933244,0.0307076101468624
Train and assist tutors and community literacy volunteers.,train and assist tutors and community literacy volunteers,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,adult basic and secondary education and literacy teachers and instructors,Supplemental,65.0,Incumbent,1.0,0.0075097990765369,0.0097250935648113,Educational Instruction and Library Occupations,1.0,28.82,59950.0,23.59,49060.0,36260.0,160.0,24.17,50280.0,32.8712,68380.8,18.28,38020.0,24.860800000000005,51707.2,65110.0,440.0,0.0235168403536009,0.0076500851071968,0.0472165170643001,0.0233631213130074,0.3039303846153846,3.49,26.85,False,0.1687392307692307,3.3,42.92,False,0.0,0.4731182795698925,0.2903225806451613,0.0,0.1720430107526881,0.064516129032258
Collaborate with other teachers and professionals in the development of instructional programs.,collaborate with other teachers and professionals in the development of instructional programs,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,adult basic and secondary education and literacy teachers and instructors,Core,64.0,Incumbent,1.0,0.0022610147757315,0.002927985159298,Educational Instruction and Library Occupations,1.0,28.82,59950.0,23.59,49060.0,36260.0,160.0,24.17,50280.0,32.8712,68380.8,18.28,38020.0,24.860800000000005,51707.2,65110.0,440.0,0.0235168403536009,0.0076500851071968,0.0472165170643001,0.0233631213130074,0.2235903846153846,3.46,79.02,False,0.2372903846153846,3.54,86.28,False,0.0,0.0,0.0,0.0,0.0,1.0
"Advise students on internships, prospective employers, and job placement services.",advise students on internships prospective employers and job placement services,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,adult basic and secondary education and literacy teachers and instructors,Supplemental,65.0,Incumbent,1.0,0.0031492705804831,0.0040782650433079,Educational Instruction and Library Occupations,1.0,28.82,59950.0,23.59,49060.0,36260.0,160.0,24.17,50280.0,32.8712,68380.8,18.28,38020.0,24.860800000000005,51707.2,65110.0,440.0,0.0235168403536009,0.0076500851071968,0.0472165170643001,0.0233631213130074,0.1642823076923076,3.03,57.46,False,0.2928034615384615,3.24,53.56,False,0.0,0.0,0.3846153846153846,0.0,0.0,0.6153846153846154
"Conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",conduct classes workshops and demonstrations and provide individual instruction to teach topics and skills such as cooking dancing writing physical fitness photography personal finance and flying,25-3021.00,Self-Enrichment Education Teachers,selfenrichment education teachers,Core,94.0,Incumbent,1.0,0.0784895129289671,0.101642913387062,Educational Instruction and Library Occupations,1.0,21.92,45590.0,18.28,38010.0,308520.0,5440.0,17.64,36680.0,23.9904,49884.8,15.04,31290.0,20.4544,42554.4,217530.0,3280.0,0.2000941970737164,0.2601028936446918,0.1577485633082048,0.1741614497878734,2.548030769230769,3.9,59.43,False,1.5677311538461538,3.99,76.19,False,0.0,0.3364197530864197,0.1316872427983539,0.0,0.4125514403292181,0.1193415637860082
"Prepare instructional program objectives, outlines, and lesson plans.",prepare instructional program objectives outlines and lesson plans,25-3021.00,Self-Enrichment Education Teachers,selfenrichment education teachers,Core,94.0,Incumbent,1.0,0.0025840168865503,0.0033462687534834,Educational Instruction and Library Occupations,1.0,21.92,45590.0,18.28,38010.0,308520.0,5440.0,17.64,36680.0,23.9904,49884.8,15.04,31290.0,20.4544,42554.4,217530.0,3280.0,0.2000941970737164,0.2601028936446918,0.1577485633082048,0.1741614497878734,1.181861153846154,3.92,88.2,False,1.126036153846154,3.7,89.44,False,0.0,0.53125,0.0,0.0,0.0,0.46875
"Provide feedback to students using positive reinforcement techniques to encourage, motivate, or build confidence in students.",provide feedback to students using positive reinforcement techniques to encourage motivate or build confidence in students,25-3099.02,Tutors,tutors,Core,26.0,Occupational Expert,1.0,0.0134853381266846,0.017463340057242,Educational Instruction and Library Occupations,1.0,19.27,40090.0,17.05,35460.0,174660.0,1950.0,13.92,28960.0,18.9312,39385.600000000006,13.92,28960.0,18.9312,39385.600000000006,899670.0,8580.0,0.1132777533414213,0.0932354122439612,0.6524233436835961,0.4555808656036446,6.84085,4.86,100.0,False,5.410857692307692,4.69,100.0,False,0.0,0.467065868263473,0.1137724550898203,0.0,0.1197604790419161,0.2994011976047904
"Communicate students' progress to students, parents or teachers in written progress reports, in person, by phone, or by email.",communicate students progress to students parents or teachers in written progress reports in person by phone or by email,25-3099.02,Tutors,tutors,Supplemental,26.0,Occupational Expert,1.0,0.0150195981530738,0.0194501871296228,Educational Instruction and Library Occupations,1.0,19.27,40090.0,17.05,35460.0,174660.0,1950.0,13.92,28960.0,18.9312,39385.600000000006,13.92,28960.0,18.9312,39385.600000000006,899670.0,8580.0,0.1132777533414213,0.0932354122439612,0.6524233436835961,0.4555808656036446,1.6345576923076923,3.89,86.36,False,1.165911153846154,3.82,65.38,False,0.0,0.5053763440860215,0.3817204301075269,0.0,0.0,0.1129032258064516
"Monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers.",monitor student performance or assist students in academic environments such as classrooms laboratories or computing centers,25-3099.02,Tutors,tutors,Core,26.0,Occupational Expert,1.0,0.0012920084432751,0.0016731343767417,Educational Instruction and Library Occupations,1.0,19.27,40090.0,17.05,35460.0,174660.0,1950.0,13.92,28960.0,18.9312,39385.600000000006,13.92,28960.0,18.9312,39385.600000000006,899670.0,8580.0,0.1132777533414213,0.0932354122439612,0.6524233436835961,0.4555808656036446,3.37999,4.14,68.18,False,4.016520000000001,4.12,92.31,False,0.0,0.0,0.0,0.0,0.0,1.0
"Provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",provide private instruction to individual or small groups of students to improve academic performance improve occupational skills or prepare for academic or occupational tests,25-3099.02,Tutors,tutors,Core,26.0,Occupational Expert,1.0,0.4887021936688364,0.6328630780025712,Educational Instruction and Library Occupations,1.0,19.27,40090.0,17.05,35460.0,174660.0,1950.0,13.92,28960.0,18.9312,39385.600000000006,13.92,28960.0,18.9312,39385.600000000006,899670.0,8580.0,0.1132777533414213,0.0932354122439612,0.6524233436835961,0.4555808656036446,5.914486923076923,4.45,100.0,False,4.557846153846153,4.44,96.15,False,0.0125578321216126,0.2343027098479841,0.1986120290812954,0.0652676801057501,0.4740581625908791,0.0152015862524785
"Prepare and facilitate tutoring workshops, collaborative projects, or academic support sessions for small groups of students.",prepare and facilitate tutoring workshops collaborative projects or academic support sessions for small groups of students,25-3099.02,Tutors,tutors,Core,26.0,Occupational Expert,1.0,0.0027455179419596,0.0035554105505761,Educational Instruction and Library Occupations,1.0,19.27,40090.0,17.05,35460.0,174660.0,1950.0,13.92,28960.0,18.9312,39385.600000000006,13.92,28960.0,18.9312,39385.600000000006,899670.0,8580.0,0.1132777533414213,0.0932354122439612,0.6524233436835961,0.4555808656036446,1.051923076923077,3.65,95.45,False,0.2589530769230769,3.39,88.46,False,0.0,0.4705882352941176,0.0,0.0,0.0,0.5294117647058824
"Administer, proctor, or score academic or diagnostic assessments.",administer proctor or score academic or diagnostic assessments,25-3099.02,Tutors,tutors,Supplemental,26.0,Occupational Expert,1.0,0.0363377374671144,0.047056904345862,Educational Instruction and Library Occupations,1.0,19.27,40090.0,17.05,35460.0,174660.0,1950.0,13.92,28960.0,18.9312,39385.600000000006,13.92,28960.0,18.9312,39385.600000000006,899670.0,8580.0,0.1132777533414213,0.0932354122439612,0.6524233436835961,0.4555808656036446,0.1048184615384615,2.92,54.55,False,0.3295673076923077,3.25,61.54,False,0.0,0.5511111111111111,0.0377777777777777,0.2311111111111111,0.1177777777777777,0.0622222222222222
