task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
Examine specimens to detect abnormal hormone conditions.,examine specimens to detect abnormal hormone conditions,29-2011.02,Cytotechnologists,cytotechnologists,Core,26.0,Occupational Expert,1.0,0.002233588706975422,0.002749360446391306,Healthcare Practitioners and Technical Occupations,2.0,29.75,61890.0,29.75,61890.0,53558.0,590.0,29.09,60520.0,39.562400000000004,82307.20000000001,24.54,51040.0,33.3744,69414.40000000001,50882.0,724.0,0.03473565735405842,0.028209688832788262,0.03689864569598713,0.03844295416049402,2.6030265384615383,2.4,71.43,False,2.9513042307692303,3.09,84.62,False
"Examine cell samples to detect abnormalities in the color, shape, or size of cellular components and patterns.",examine cell samples to detect abnormalities in the color shape or size of cellular components and patterns,29-2011.02,Cytotechnologists,cytotechnologists,Core,26.0,Occupational Expert,1.0,0.01265700267286116,0.015579709196217935,Healthcare Practitioners and Technical Occupations,2.0,29.75,61890.0,29.75,61890.0,53558.0,590.0,29.09,60520.0,39.562400000000004,82307.20000000001,24.54,51040.0,33.3744,69414.40000000001,50882.0,724.0,0.03473565735405842,0.028209688832788262,0.03689864569598713,0.03844295416049402,11.0912,5.0,100.0,False,9.845799999999999,4.96,100.0,False
"Prepare or use prepared tissue specimens for teaching, research or diagnostic purposes.",prepare or use prepared tissue specimens for teaching research or diagnostic purposes,29-2011.03,Histotechnologists and Histologic Technicians,histotechnologists and histologic technicians,Core,40.0,Occupational Expert,1.0,0.0035099251109614706,0.004320423558615024,Healthcare Practitioners and Technical Occupations,2.0,29.75,61890.0,29.75,61890.0,22598.0,249.0,29.09,60520.0,39.562400000000004,82307.20000000001,24.54,51040.0,33.3744,69414.40000000001,21469.0,306.0,0.014656193003603797,0.011905444948075047,0.015568905004660735,0.016247988913136977,2.635576923076923,4.1,95.24,False,3.02515,3.97,97.5,False
"Identify tissue structures or cell components to be used in the diagnosis, prevention, or treatment of diseases.",identify tissue structures or cell components to be used in the diagnosis prevention or treatment of diseases,29-2011.03,Histotechnologists and Histologic Technicians,histotechnologists and histologic technicians,Core,40.0,Occupational Expert,1.0,0.007126211588921778,0.00877176904324869,Healthcare Practitioners and Technical Occupations,2.0,29.75,61890.0,29.75,61890.0,22598.0,249.0,29.09,60520.0,39.562400000000004,82307.20000000001,24.54,51040.0,33.3744,69414.40000000001,21469.0,306.0,0.014656193003603797,0.011905444948075047,0.015568905004660735,0.016247988913136977,1.117548076923077,3.88,76.19,False,2.451036923076923,4.09,82.5,False
"Prepare standard volumetric solutions or reagents to be combined with samples, following standardized formulas or experimental procedures.",prepare standard volumetric solutions or reagents to be combined with samples following standardized formulas or experimental procedures,29-2012.00,Medical and Clinical Laboratory Technicians,medical and clinical laboratory technicians,Core,119.0,Incumbent,1.0,0.0068071274879252675,0.008379003265192763,Healthcare Practitioners and Technical Occupations,2.0,29.75,61890.0,29.75,61890.0,171520.0,1889.0,18.73,38970.0,25.472800000000003,52999.200000000004,14.9,31000.0,20.264000000000003,42160.0,157610.0,2090.0,0.11124127019993466,0.09031881729684242,0.11429573421140149,0.11097482623678523,2.037576153846154,4.62,80.63,False,2.037576153846154,4.62,80.63,False
"Analyze and record test data to issue reports that use charts, graphs, or narratives.",analyze and record test data to issue reports that use charts graphs or narratives,29-2012.00,Medical and Clinical Laboratory Technicians,medical and clinical laboratory technicians,Supplemental,118.0,Incumbent,1.0,0.05562699494038983,0.06847216730774776,Healthcare Practitioners and Technical Occupations,2.0,29.75,61890.0,29.75,61890.0,171520.0,1889.0,18.73,38970.0,25.472800000000003,52999.200000000004,14.9,31000.0,20.264000000000003,42160.0,157610.0,2090.0,0.11124127019993466,0.09031881729684242,0.11429573421140149,0.11097482623678523,3.595859230769231,4.24,55.4,False,3.595859230769231,4.24,55.4,False
Provide clinical services or health education to improve and maintain the oral health of patients or the general public.,provide clinical services or health education to improve and maintain the oral health of patients or the general public,29-2021.00,Dental Hygienists,dental hygienists,Core,99.0,Incumbent,1.0,0.005637152450938136,0.006938862078987786,Healthcare Practitioners and Technical Occupations,,45.32,94260.0,39.72,82610.0,219070.0,3940.0,34.77,72330.0,47.287200000000006,98368.8,34.21,71150.0,46.525600000000004,96764.0,200550.0,2490.0,0.14208037000174722,0.18838334576472163,0.1454349945821748,0.13221402743042834,8.192689615384616,4.66,91.24,False,9.128584615384616,4.66,94.75,False
Explain testing procedures to patients to obtain cooperation and reduce anxiety.,explain testing procedures to patients to obtain cooperation and reduce anxiety,29-2031.00,Cardiovascular Technologists and Technicians,cardiovascular technologists and technicians,Core,103.0,Incumbent,1.0,0.005637152450938136,0.006938862078987786,Healthcare Practitioners and Technical Occupations,6.0,32.34,67260.0,42.99,89420.0,61180.0,750.0,26.38,54880.0,35.8768,74636.8,22.9,47620.0,31.144000000000002,64763.200000000004,51400.0,260.0,0.03967899318348882,0.03585977393998508,0.03727428931201089,0.013805480775868021,8.4964,4.71,93.6,False,8.4964,4.71,93.6,False
Compare measurements of heart wall thickness and chamber sizes to standard norms to identify abnormalities.,compare measurements of heart wall thickness and chamber sizes to standard norms to identify abnormalities,29-2031.00,Cardiovascular Technologists and Technicians,cardiovascular technologists and technicians,Supplemental,103.0,Incumbent,1.0,0.00233995007397426,0.0028802823724099493,Healthcare Practitioners and Technical Occupations,6.0,32.34,67260.0,42.99,89420.0,61180.0,750.0,26.38,54880.0,35.8768,74636.8,22.9,47620.0,31.144000000000002,64763.200000000004,51400.0,260.0,0.03967899318348882,0.03585977393998508,0.03727428931201089,0.013805480775868021,8.151607307692307,4.72,56.67,False,8.151607307692307,4.72,56.67,False
"Transcribe, type, and distribute reports of diagnostic procedures for interpretation by physician.",transcribe type and distribute reports of diagnostic procedures for interpretation by physician,29-2031.00,Cardiovascular Technologists and Technicians,cardiovascular technologists and technicians,Supplemental,103.0,Incumbent,1.0,0.001808143238980154,0.0022256727423168336,Healthcare Practitioners and Technical Occupations,6.0,32.34,67260.0,42.99,89420.0,61180.0,750.0,26.38,54880.0,35.8768,74636.8,22.9,47620.0,31.144000000000002,64763.200000000004,51400.0,260.0,0.03967899318348882,0.03585977393998508,0.03727428931201089,0.013805480775868021,7.727856923076923,4.55,63.81,False,7.727856923076923,4.55,63.81,False
"Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, stress testing, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments.",conduct electrocardiogram ekg phonocardiogram echocardiogram stress testing or other cardiovascular tests to record patients cardiac activity using specialized electronic test equipment recording devices or laboratory instruments,29-2031.00,Cardiovascular Technologists and Technicians,cardiovascular technologists and technicians,Core,103.0,Incumbent,1.0,0.0035099251109614706,0.004320423558615024,Healthcare Practitioners and Technical Occupations,6.0,32.34,67260.0,42.99,89420.0,61180.0,750.0,26.38,54880.0,35.8768,74636.8,22.9,47620.0,31.144000000000002,64763.200000000004,51400.0,260.0,0.03967899318348882,0.03585977393998508,0.03727428931201089,0.013805480775868021,8.775413461538461,4.83,88.32,False,8.775413461538461,4.83,88.32,False
"Operate ultrasound equipment to produce and record images of the motion, shape, and composition of blood, organs, tissues, or bodily masses, such as fluid accumulations.",operate ultrasound equipment to produce and record images of the motion shape and composition of blood organs tissues or bodily masses such as fluid accumulations,29-2032.00,Diagnostic Medical Sonographers,diagnostic medical sonographers,Core,116.0,Incumbent,1.0,0.001808143238980154,0.0022256727423168336,Healthcare Practitioners and Technical Occupations,6.0,42.95,89340.0,43.82,91140.0,86460.0,660.0,33.16,68970.0,45.0976,93799.20000000001,35.39,73610.0,48.1304,100109.6,61250.0,520.0,0.05607462815698665,0.03155660106718688,0.04441731946226979,0.027610961551736042,10.105323076923078,4.83,99.8,False,10.105323076923078,4.83,99.8,False
Explain test procedures and safety precautions to patients and provide them with assistance during test procedures.,explain test procedures and safety precautions to patients and provide them with assistance during test procedures,29-2033.00,Nuclear Medicine Technologists,nuclear medicine technologists,Core,132.0,Incumbent,1.0,0.005318068349941626,0.006546096300931858,Healthcare Practitioners and Technical Occupations,6.0,46.64,97020.0,51.31,106720.0,16960.0,110.0,35.27,73360.0,47.967200000000005,99769.6,34.41,71580.0,46.797599999999996,97348.8,19740.0,120.0,0.010999603210068164,0.005259433511197812,0.014315067529554379,0.006371760358092933,8.1413,4.74,100.0,False,8.1413,4.74,100.0,False
Record and process results of procedures.,record and process results of procedures,29-2033.00,Nuclear Medicine Technologists,nuclear medicine technologists,Core,133.0,Incumbent,1.0,0.011912473103869297,0.014663255714087433,Healthcare Practitioners and Technical Occupations,6.0,46.64,97020.0,51.31,106720.0,16960.0,110.0,35.27,73360.0,47.967200000000005,99769.6,34.41,71580.0,46.797599999999996,97348.8,19740.0,120.0,0.010999603210068164,0.005259433511197812,0.014315067529554379,0.006371760358092933,7.6558026923076925,4.76,97.71,False,7.6558026923076925,4.76,97.71,False
"Review and evaluate developed x-rays, video tape, or computer-generated information to determine if images are satisfactory for diagnostic purposes.",review and evaluate developed xrays video tape or computergenerated information to determine if images are satisfactory for diagnostic purposes,29-2034.00,Radiologic Technologists,radiologic technologists,Core,106.0,Incumbent,1.0,0.0035099251109614706,0.004320423558615024,Healthcare Practitioners and Technical Occupations,6.0,37.34,77660.0,38.5,80080.0,223460.0,1580.0,27.25,56670.0,37.06,77071.20000000001,25.48,53000.0,34.652800000000006,72080.0,195590.0,1470.0,0.1449275550307684,0.07554459043356858,0.14183809818163834,0.07805406438663842,10.253767692307692,4.89,94.34,False,9.869200000000001,4.9,98.86,False
"Record, process, and maintain patient data or treatment records and prepare reports.",record process and maintain patient data or treatment records and prepare reports,29-2034.00,Radiologic Technologists,radiologic technologists,Core,105.0,Incumbent,1.0,0.002765395541969609,0.003403970076484522,Healthcare Practitioners and Technical Occupations,6.0,37.34,77660.0,38.5,80080.0,223460.0,1580.0,27.25,56670.0,37.06,77071.20000000001,25.48,53000.0,34.652800000000006,72080.0,195590.0,1470.0,0.1449275550307684,0.07554459043356858,0.14183809818163834,0.07805406438663842,7.550258846153847,4.58,94.46,False,7.947921923076923,4.57,82.04,False
"Provide assistance in dressing or changing seriously ill, injured, or disabled patients.",provide assistance in dressing or changing seriously ill injured or disabled patients,29-2034.00,Radiologic Technologists,radiologic technologists,Core,106.0,Incumbent,1.0,0.001808143238980154,0.0022256727423168336,Healthcare Practitioners and Technical Occupations,6.0,37.34,77660.0,38.5,80080.0,223460.0,1580.0,27.25,56670.0,37.06,77071.20000000001,25.48,53000.0,34.652800000000006,72080.0,195590.0,1470.0,0.1449275550307684,0.07554459043356858,0.14183809818163834,0.07805406438663842,9.342706634615386,4.7775,95.59,True,3.3656392307692307,4.37,91.78,False
Operate or oversee operation of radiologic or magnetic imaging equipment to produce images of the body for diagnostic purposes.,operate or oversee operation of radiologic or magnetic imaging equipment to produce images of the body for diagnostic purposes,29-2034.00,Radiologic Technologists,radiologic technologists,Core,106.0,Incumbent,1.0,0.003722647844959146,0.004582267410652311,Healthcare Practitioners and Technical Occupations,6.0,37.34,77660.0,38.5,80080.0,223460.0,1580.0,27.25,56670.0,37.06,77071.20000000001,25.48,53000.0,34.652800000000006,72080.0,195590.0,1470.0,0.1449275550307684,0.07554459043356858,0.14183809818163834,0.07805406438663842,9.4704,4.73,93.84,False,8.86289076923077,4.87,81.61,False
Explain procedures and observe patients to ensure safety and comfort during scan.,explain procedures and observe patients to ensure safety and comfort during scan,29-2034.00,Radiologic Technologists,radiologic technologists,Core,106.0,Incumbent,1.0,0.0017017818719813169,0.0020947508162981908,Healthcare Practitioners and Technical Occupations,6.0,37.34,77660.0,38.5,80080.0,223460.0,1580.0,27.25,56670.0,37.06,77071.20000000001,25.48,53000.0,34.652800000000006,72080.0,195590.0,1470.0,0.1449275550307684,0.07554459043356858,0.14183809818163834,0.07805406438663842,10.096400000000001,4.91,99.72,False,9.316566923076923,4.84,92.69,False
"Explain magnetic resonance imaging (MRI) procedures to patients, patient representatives, or family members.",explain magnetic resonance imaging mri procedures to patients patient representatives or family members,29-2035.00,Magnetic Resonance Imaging Technologists,magnetic resonance imaging technologists,Core,22.0,Occupational Expert,1.0,0.0030844796429661215,0.0037967358545404513,Healthcare Practitioners and Technical Occupations,6.0,42.4,88180.0,41.67,86680.0,41530.0,310.0,32.56,67720.0,44.281600000000005,92099.20000000001,29.93,62260.0,40.704800000000006,84673.6,33460.0,220.0,0.026934759511446398,0.014822039895193834,0.024264547089102813,0.01168156065650371,6.2383999999999995,4.41,100.0,False,11.499500000000001,4.68,100.0,False
Test magnetic resonance imaging (MRI) equipment to ensure proper functioning and performance in accordance with specifications.,test magnetic resonance imaging mri equipment to ensure proper functioning and performance in accordance with specifications,29-2035.00,Magnetic Resonance Imaging Technologists,magnetic resonance imaging technologists,Core,23.0,Occupational Expert,1.0,0.0049989842489451125,0.006153330522875928,Healthcare Practitioners and Technical Occupations,6.0,42.4,88180.0,41.67,86680.0,41530.0,310.0,32.56,67720.0,44.281600000000005,92099.20000000001,29.93,62260.0,40.704800000000006,84673.6,33460.0,220.0,0.026934759511446398,0.014822039895193834,0.024264547089102813,0.01168156065650371,1.0766,4.55,100.0,False,0.8068411538461538,4.3,100.0,False
Write reports or notes to summarize testing procedures or outcomes for physicians or other medical professionals.,write reports or notes to summarize testing procedures or outcomes for physicians or other medical professionals,29-2035.00,Magnetic Resonance Imaging Technologists,magnetic resonance imaging technologists,Core,23.0,Occupational Expert,1.0,0.015316036847831933,0.018852757346683815,Healthcare Practitioners and Technical Occupations,6.0,42.4,88180.0,41.67,86680.0,41530.0,310.0,32.56,67720.0,44.281600000000005,92099.20000000001,29.93,62260.0,40.704800000000006,84673.6,33460.0,220.0,0.026934759511446398,0.014822039895193834,0.024264547089102813,0.01168156065650371,6.199115384615386,4.41,78.26,False,5.305048076923077,4.19,69.57,False
Comfort and reassure patients.,comfort and reassure patients,29-2041.00,Emergency Medical Technicians and Paramedics,emergency medical technicians and paramedics,Core,119.0,Incumbent,1.0,0.0030844796429661215,0.0037967358545404513,Healthcare Practitioners and Technical Occupations,2.0,23.979999999999997,49875.0,24.125,50185.0,138755.0,1175.0,15.38,31980.0,20.916800000000002,43492.8,14.52,30210.0,19.7472,41085.600000000006,236890.0,2260.0,0.0899911523238802,0.05618031250597663,0.17178806216191167,0.12000148674408356,4.014160335949764,4.318612244897959,92.2646530612245,True,3.0128996153846153,4.49,100.0,False
"Conduct nutritional assessments of individuals, including obtaining and evaluating individuals' dietary histories, to plan nutritional programs.",conduct nutritional assessments of individuals including obtaining and evaluating individuals dietary histories to plan nutritional programs,29-2051.00,Dietetic Technicians,dietetic technicians,Supplemental,91.0,Incumbent,1.0,0.00510534561594395,0.006284252448894571,Healthcare Practitioners and Technical Occupations,6.0,17.81,37040.0,18.84,39180.0,29950.0,650.0,12.52,26040.0,17.0272,35414.4,11.84,24620.0,16.1024,33483.200000000004,28950.0,490.0,0.019424417225326743,0.031078470747987072,0.020993982015227924,0.026018021462212805,2.1701203846153847,4.55,86.37,False,1.7405934615384615,4.31,53.08,False
"Analyze menus or recipes, standardize recipes, or test new products.",analyze menus or recipes standardize recipes or test new products,29-2051.00,Dietetic Technicians,dietetic technicians,Core,91.0,Incumbent,1.0,0.004892622881946275,0.006022408596857285,Healthcare Practitioners and Technical Occupations,6.0,17.81,37040.0,18.84,39180.0,29950.0,650.0,12.52,26040.0,17.0272,35414.4,11.84,24620.0,16.1024,33483.200000000004,28950.0,490.0,0.019424417225326743,0.031078470747987072,0.020993982015227924,0.026018021462212805,1.2916323076923077,3.58,87.67,False,1.1894811538461538,3.76,88.1,False
"Provide dietitians with assistance researching food, nutrition, or food service systems.",provide dietitians with assistance researching food nutrition or food service systems,29-2051.00,Dietetic Technicians,dietetic technicians,Supplemental,91.0,Incumbent,1.0,0.0029781182759672834,0.003665813928521808,Healthcare Practitioners and Technical Occupations,6.0,17.81,37040.0,18.84,39180.0,29950.0,650.0,12.52,26040.0,17.0272,35414.4,11.84,24620.0,16.1024,33483.200000000004,28950.0,490.0,0.019424417225326743,0.031078470747987072,0.020993982015227924,0.026018021462212805,1.3644303846153847,4.03,81.57,False,1.0070961538461538,3.4,62.14,False
"Plan menus or diets or guide individuals or families in food selection, preparation, or menu planning, based upon nutritional needs and established guidelines.",plan menus or diets or guide individuals or families in food selection preparation or menu planning based upon nutritional needs and established guidelines,29-2051.00,Dietetic Technicians,dietetic technicians,Core,92.0,Incumbent,1.0,0.030632073695663946,0.03770551469336773,Healthcare Practitioners and Technical Occupations,6.0,17.81,37040.0,18.84,39180.0,29950.0,650.0,12.52,26040.0,17.0272,35414.4,11.84,24620.0,16.1024,33483.200000000004,28950.0,490.0,0.019424417225326743,0.031078470747987072,0.020993982015227924,0.026018021462212805,1.5290884615384617,4.41,86.06,False,0.9603673076923076,4.14,72.37,False
Maintain proper storage and security conditions for drugs.,maintain proper storage and security conditions for drugs,29-2052.00,Pharmacy Technicians,pharmacy technicians,Core,110.0,Incumbent,1.0,0.0021272273399766655,0.002618438520372763,Healthcare Practitioners and Technical Occupations,6.0,20.9,43460.0,22.48,46760.0,487920.0,5370.0,14.62,30410.0,19.8832,41357.600000000006,16.3,33910.0,22.168000000000003,46117.600000000006,379430.0,3680.0,0.3164461319726686,0.2567559814102932,0.27515532283378,0.19540065098151657,5.943571538461539,4.66,96.13,False,5.56672576923077,4.53,83.4,False
"Aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.",aid patients in performing tasks such as bathing or keeping beds clothing or living areas clean,29-2053.00,Psychiatric Technicians,psychiatric technicians,Supplemental,66.0,Incumbent,1.0,0.001808143238980154,0.0022256727423168336,Healthcare Practitioners and Technical Occupations,6.0,20.47,42590.0,18.91,39340.0,136300.0,1880.0,14.97,31140.0,20.3592,42350.4,12.43,25860.0,16.9048,35169.600000000006,58450.0,720.0,0.08839893381676243,0.08988850000956261,0.04238681342970888,0.03823056214855759,1.795086923076923,4.18,87.61,False,2.1602684615384615,4.38,63.56,False
Prepare dressings or bandages and apply or assist with their application following surgery.,prepare dressings or bandages and apply or assist with their application following surgery,29-2055.00,Surgical Technologists,surgical technologists,Core,93.0,Incumbent,1.0,0.0015954205049824792,0.001963828890279547,Healthcare Practitioners and Technical Occupations,6.0,30.21,62830.0,30.47,63380.0,113890.0,1040.0,21.31,44330.0,28.9816,60288.8,18.05,37540.0,24.548000000000002,51054.4,100270.0,1230.0,0.07386467037704383,0.049725553196779314,0.07271387138745783,0.06531054367045255,5.529406923076923,4.66,88.14,False,5.529406923076923,4.66,88.14,False
"Provide information or counseling regarding issues such as animal health care, behavior problems, or nutrition.",provide information or counseling regarding issues such as animal health care behavior problems or nutrition,29-2056.00,Veterinary Technologists and Technicians,veterinary technologists and technicians,Core,73.0,Incumbent,1.0,0.004254454679953331,0.005236877040745526,Healthcare Practitioners and Technical Occupations,6.0,22.11,45980.0,18.94,39400.0,131320.0,1590.0,15.29,31800.0,20.7944,43248.0,12.83,26690.0,17.448800000000002,36298.4,95790.0,990.0,0.08516909749682497,0.07602272075276838,0.06946506173536038,0.05256702295426669,1.9703926923076922,4.07,95.59,False,3.2948492307692305,4.34,95.58,False
Maintain controlled drug inventory and related log books.,maintain controlled drug inventory and related log books,29-2056.00,Veterinary Technologists and Technicians,veterinary technologists and technicians,Core,74.0,Incumbent,1.0,0.004467177413950925,0.005498720892782712,Healthcare Practitioners and Technical Occupations,6.0,22.11,45980.0,18.94,39400.0,131320.0,1590.0,15.29,31800.0,20.7944,43248.0,12.83,26690.0,17.448800000000002,36298.4,95790.0,990.0,0.08516909749682497,0.07602272075276838,0.06946506173536038,0.05256702295426669,2.905091923076923,4.72,96.54,False,2.4293773076923078,4.8,87.88,False
"Work as part of a healthcare team to assess patient needs, plan and modify care, and implement interventions.",work as part of a healthcare team to assess patient needs plan and modify care and implement interventions,29-2061.00,Licensed Practical and Licensed Vocational Nurses,licensed practical and licensed vocational nurses,Core,142.0,Incumbent,1.0,0.0021272273399766655,0.002618438520372763,Healthcare Practitioners and Technical Occupations,1.0,29.97,62340.0,29.67,61710.0,632430.0,1690.0,20.76,43170.0,28.233600000000003,58711.200000000004,20.59,42820.0,28.0024,58235.200000000004,697250.0,1980.0,0.41016975578675763,0.08080402394476638,0.505632261143961,0.10513404590853338,2.7760226923076923,4.25,92.97,False,3.7836996153846156,4.53,92.97,False
Develop in-service educational materials.,develop inservice educational materials,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,140.0,Incumbent,1.0,0.005424429716940462,0.006677018226950501,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,0.06466461538461539,3.27,16.93,False
"Plan, develop, maintain, or operate a variety of health record indexes or storage and retrieval systems to collect, classify, store, or analyze information.",plan develop maintain or operate a variety of health record indexes or storage and retrieval systems to collect classify store or analyze information,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,141.0,Incumbent,1.0,0.012869725406858833,0.01584155304825522,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,4.174973076923076,4.36,59.74,False
"Resolve or clarify codes or diagnoses with conflicting, missing, or unclear information by consulting with doctors or others or by participating in the coding team's regular meetings.",resolve or clarify codes or diagnoses with conflicting missing or unclear information by consulting with doctors or others or by participating in the coding teams regular meetings,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,142.0,Incumbent,1.0,0.003722647844959146,0.004582267410652311,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,2.0058457692307696,4.5,45.0,False
Release information to persons or agencies according to regulations.,release information to persons or agencies according to regulations,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,143.0,Incumbent,1.0,0.001808143238980154,0.0022256727423168336,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,2.684681923076923,4.39,62.09,False
"Prepare statistical reports, narrative reports, or graphic presentations of information, such as tumor registry data for use by hospital staff, researchers, or other users.",prepare statistical reports narrative reports or graphic presentations of information such as tumor registry data for use by hospital staff researchers or other users,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,141.0,Incumbent,1.0,0.0062753206529311606,0.007724393635099646,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,0.5070384615384615,4.32,25.66,False
"Review records for completeness, accuracy, and compliance with regulations.",review records for completeness accuracy and compliance with regulations,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Core,141.0,Incumbent,1.0,0.018294155123799293,0.02251857127520572,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,5.4388215384615375,4.65,75.89,False
Consult classification manuals to locate information about disease processes.,consult classification manuals to locate information about disease processes,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,141.0,Incumbent,1.0,0.0032972023769637956,0.004058579706577737,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,2.988530769230769,3.93,20.8,False
"Identify, compile, abstract, and code patient data, using standard classification systems.",identify compile abstract and code patient data using standard classification systems,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,140.0,Incumbent,1.0,0.007019850221922941,0.008640847117230049,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,6.155665769230769,4.46,36.37,False
"Compile medical care and census data for statistical reports on diseases treated, surgery performed, or use of hospital beds.",compile medical care and census data for statistical reports on diseases treated surgery performed or use of hospital beds,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,140.0,Incumbent,1.0,0.0030844796429661215,0.0037967358545404513,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,3.273049230769231,4.01,19.64,False
Transcribe medical reports.,transcribe medical reports,29-2071.00,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,142.0,Incumbent,1.0,0.00510534561594395,0.006284252448894571,Healthcare Practitioners and Technical Occupations,1.0,28.259999999999998,58780.0,28.924999999999997,60160.0,112765.0,1446.0,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07313503867826276,0.06913764415629124,0.13773357527296165,0.08442582474473134,4.014160335949764,4.318612244897959,92.2646530612245,True,3.8329338461538462,4.51,11.24,False
