task,task_normalized,soc_code_2010,title,freq_mean,importance,relevance,tot_emp_nat,tot_emp_ut
"Answer customer inquiries or explain cost, availability, policies, and procedures of facilities.",answer customer inquiries or explain cost availability policies and procedures of facilities,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",3.493198846153846,4.05,90.45,17430.0,120.0
"Assign dressing room facilities, locker space, or clothing containers to patrons of athletic or bathing establishments.",assign dressing room facilities locker space or clothing containers to patrons of athletic or bathing establishments,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",4.724931923076923,4.32,73.92,17430.0,120.0
"Provide towels and sheets to clients in public baths, steam rooms, and restrooms.",provide towels and sheets to clients in public baths steam rooms and restrooms,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",5.511831923076922,4.45,69.97,17430.0,120.0
"Wash and dry bodies, using germicidal soap and towels or hot air dryers.",wash and dry bodies using germicidal soap and towels or hot air dryers,39-4011,Embalmers,0.6657984615384616,4.62,100.0,3710.0,3710.0
Arrange for transporting the deceased to another state for interment.,arrange for transporting the deceased to another state for interment,39-4011,Embalmers,0.1213780769230769,4.16,93.93,3710.0,3710.0
Supervise funeral attendants and other funeral home staff.,supervise funeral attendants and other funeral home staff,39-4011,Embalmers,0.5621176923076923,4.09,80.38,3710.0,3710.0
Pack body orifices with cotton saturated with embalming fluid to prevent escape of gases or waste matter.,pack body orifices with cotton saturated with embalming fluid to prevent escape of gases or waste matter,39-4011,Embalmers,0.4612134615384615,4.53,100.0,3710.0,3710.0
Assist with placing caskets in hearses and organize cemetery processions.,assist with placing caskets in hearses and organize cemetery processions,39-4011,Embalmers,0.5382046153846154,4.39,95.63,3710.0,3710.0
Press diaphragm to evacuate air from lungs.,press diaphragm to evacuate air from lungs,39-4011,Embalmers,0.3595315384615384,3.82,77.88,3710.0,3710.0
Direct casket and floral display placement and arrange guest seating.,direct casket and floral display placement and arrange guest seating,39-4011,Embalmers,0.6215484615384615,4.13,95.57,3710.0,3710.0
Arrange funeral home equipment and perform general maintenance.,arrange funeral home equipment and perform general maintenance,39-4011,Embalmers,0.7244753846153846,4.31,91.25,3710.0,3710.0
"Assist coroners at death scenes or at autopsies, file police reports, and testify at inquests or in court, if employed by a coroner.",assist coroners at death scenes or at autopsies file police reports and testify at inquests or in court if employed by a coroner,39-4011,Embalmers,0.0905688461538461,3.12,62.08,3710.0,3710.0
Insert convex celluloid or cotton between eyeballs and eyelids to prevent slipping and sinking of eyelids.,insert convex celluloid or cotton between eyeballs and eyelids to prevent slipping and sinking of eyelids,39-4011,Embalmers,0.5238061538461538,4.45,99.17,3710.0,3710.0
"Serve as pallbearers, attend visiting rooms, and provide other assistance to the bereaved.",serve as pallbearers attend visiting rooms and provide other assistance to the bereaved,39-4011,Embalmers,0.4705042307692308,4.38,95.53,3710.0,3710.0
Maintain records such as itemized lists of clothing or valuables delivered with body and names of persons embalmed.,maintain records such as itemized lists of clothing or valuables delivered with body and names of persons embalmed,39-4011,Embalmers,0.6048088461538461,4.49,98.58,3710.0,3710.0
Remove the deceased from place of death and transport to funeral home.,remove the deceased from place of death and transport to funeral home,39-4011,Embalmers,0.5056665384615384,4.45,95.69,3710.0,3710.0
"Attach trocar to pump-tube, start pump, and repeat probing to force embalming fluid into organs.",attach trocar to pumptube start pump and repeat probing to force embalming fluid into organs,39-4011,Embalmers,0.6475938461538462,4.66,92.44,3710.0,3710.0
"Perform special procedures necessary for remains that are to be transported to other states or overseas, or where death was caused by infectious disease.",perform special procedures necessary for remains that are to be transported to other states or overseas or where death was caused by infectious disease,39-4011,Embalmers,0.1976834615384615,4.3,96.25,3710.0,3710.0
Conform to laws of health and sanitation and ensure that legal requirements concerning embalming are met.,conform to laws of health and sanitation and ensure that legal requirements concerning embalming are met,39-4011,Embalmers,0.6387476923076923,4.72,100.0,3710.0,3710.0
Apply cosmetics to impart lifelike appearance to the deceased.,apply cosmetics to impart lifelike appearance to the deceased,39-4011,Embalmers,0.6604626923076924,4.48,98.58,3710.0,3710.0
"Close incisions, using needles and sutures.",close incisions using needles and sutures,39-4011,Embalmers,0.7689030769230769,4.67,100.0,3710.0,3710.0
"Reshape or reconstruct disfigured or maimed bodies when necessary, using dermasurgery techniques and materials such as clay, cotton, plaster of Paris, and wax.",reshape or reconstruct disfigured or maimed bodies when necessary using dermasurgery techniques and materials such as clay cotton plaster of paris and wax,39-4011,Embalmers,0.1022357692307692,4.53,100.0,3710.0,3710.0
"Incise stomach and abdominal walls and probe internal organs, using trocar, to withdraw blood and waste matter from organs.",incise stomach and abdominal walls and probe internal organs using trocar to withdraw blood and waste matter from organs,39-4011,Embalmers,0.5818315384615385,4.55,100.0,3710.0,3710.0
Dress bodies and place them in caskets.,dress bodies and place them in caskets,39-4011,Embalmers,0.752438076923077,4.73,98.53,3710.0,3710.0
"Perform the duties of funeral directors, including coordinating funeral activities.",perform the duties of funeral directors including coordinating funeral activities,39-4011,Embalmers,0.5324296153846154,4.42,93.9,3710.0,3710.0
"Join lips, using needles and thread or wire.",join lips using needles and thread or wire,39-4011,Embalmers,0.5589003846153846,4.55,99.99,3710.0,3710.0
"Conduct interviews to arrange for the preparation of obituary notices, to assist with the selection of caskets or urns, and to determine the location and time of burials or cremations.",conduct interviews to arrange for the preparation of obituary notices to assist with the selection of caskets or urns and to determine the location and time of burials or cremations,39-4011,Embalmers,0.4296315384615385,4.36,93.08,3710.0,3710.0
"Make incisions in arms or thighs and drain blood from circulatory system and replace it with embalming fluid, using pump.",make incisions in arms or thighs and drain blood from circulatory system and replace it with embalming fluid using pump,39-4011,Embalmers,0.5192434615384616,4.51,100.0,3710.0,3710.0
"Perform various administrative tasks, such as typing documents or answering telephone calls.",perform various administrative tasks such as typing documents or answering telephone calls,39-4021,Funeral Attendants,2.3368661538461537,4.15,82.41,35290.0,100.0
Act as pallbearers.,act as pallbearers,39-4021,Funeral Attendants,0.4938703846153846,4.07,82.56,35290.0,100.0
Transport the deceased to the funeral home.,transport the deceased to the funeral home,39-4021,Funeral Attendants,0.8104819230769231,4.54,93.91,35290.0,100.0
"Attend to the needs of the bereaved, such as by offering comfort, counseling, or after care programs.",attend to the needs of the bereaved such as by offering comfort counseling or after care programs,39-4021,Funeral Attendants,1.3380273076923077,4.4,73.01,35290.0,100.0
Supervise funeral processions and assist with cemetery parking.,supervise funeral processions and assist with cemetery parking,39-4021,Funeral Attendants,0.599683076923077,4.14,80.91,35290.0,100.0
Meet with family members to plan the funeral.,meet with family members to plan the funeral,39-4021,Funeral Attendants,0.4741392307692308,4.24,33.02,35290.0,100.0
"Perform general maintenance tasks for funeral homes, such as maintaining equipment or caring for funeral grounds.",perform general maintenance tasks for funeral homes such as maintaining equipment or caring for funeral grounds,39-4021,Funeral Attendants,1.023255384615385,3.77,88.17,35290.0,100.0
"Embalm, dress, cosmeticize, and casket the deceased.",embalm dress cosmeticize and casket the deceased,39-4021,Funeral Attendants,1.2528323076923078,4.61,44.02,35290.0,100.0
"Manage funeral home finances, including receiving payments, making bank deposits, or performing general bookkeeping duties.",manage funeral home finances including receiving payments making bank deposits or performing general bookkeeping duties,39-4021,Funeral Attendants,0.6300107692307693,4.47,43.37,35290.0,100.0
"Obtain doctors' signatures on death certificate and complete other paperwork, such as insurance claims forms.",obtain doctors signatures on death certificate and complete other paperwork such as insurance claims forms,39-4021,Funeral Attendants,0.6832515384615385,4.3,55.1,35290.0,100.0
Prepare obituaries for newspapers.,prepare obituaries for newspapers,39-4021,Funeral Attendants,0.6803653846153845,3.91,43.2,35290.0,100.0
Deliver floral arrangements or other items to family members of the deceased.,deliver floral arrangements or other items to family members of the deceased,39-4021,Funeral Attendants,0.4693992307692308,3.97,89.88,35290.0,100.0
Assist with cremations and the processing and packaging of cremated remains.,assist with cremations and the processing and packaging of cremated remains,39-4021,Funeral Attendants,0.8572869230769231,4.35,58.54,35290.0,100.0
Provide advice to mourners on how to make charitable donations in honor of the deceased.,provide advice to mourners on how to make charitable donations in honor of the deceased,39-4021,Funeral Attendants,0.4313965384615384,3.24,76.77,35290.0,100.0
Arrange floral offerings or lights around caskets.,arrange floral offerings or lights around caskets,39-4021,Funeral Attendants,1.571805,4.15,96.92,35290.0,100.0
Issue and store funeral equipment.,issue and store funeral equipment,39-4021,Funeral Attendants,1.2329534615384616,3.91,96.93,35290.0,100.0
Greet people at the funeral home.,greet people at the funeral home,39-4021,Funeral Attendants,3.4715030769230766,4.58,100.0,35290.0,100.0
Offer assistance to mourners as they enter or exit limousines.,offer assistance to mourners as they enter or exit limousines,39-4021,Funeral Attendants,1.1071615384615383,4.32,90.55,35290.0,100.0
Close caskets at appropriate point in services.,close caskets at appropriate point in services,39-4021,Funeral Attendants,0.7431515384615385,4.45,90.97,35290.0,100.0
Obtain burial permits and register deaths.,obtain burial permits and register deaths,39-4021,Funeral Attendants,0.5592661538461539,4.31,66.3,35290.0,100.0
Perform a variety of tasks during funerals to assist funeral directors and to ensure that services run smoothly and as planned.,perform a variety of tasks during funerals to assist funeral directors and to ensure that services run smoothly and as planned,39-4021,Funeral Attendants,2.1713515384615385,4.56,100.0,35290.0,100.0
Place caskets in parlors or chapels prior to wakes or funerals.,place caskets in parlors or chapels prior to wakes or funerals,39-4021,Funeral Attendants,0.9478192307692308,4.29,94.23,35290.0,100.0
"Clean and drive funeral vehicles, such as cars or hearses, in funeral processions.",clean and drive funeral vehicles such as cars or hearses in funeral processions,39-4021,Funeral Attendants,0.7488676923076922,4.25,96.03,35290.0,100.0
Carry flowers to hearses or limousines for transportation to places of interment.,carry flowers to hearses or limousines for transportation to places of interment,39-4021,Funeral Attendants,0.8750234615384614,4.24,99.9,35290.0,100.0
Clean funeral parlors or chapels.,clean funeral parlors or chapels,39-4021,Funeral Attendants,0.6971226923076923,4.05,83.26,35290.0,100.0
Direct or escort mourners to parlors or chapels in which wakes or funerals are being held.,direct or escort mourners to parlors or chapels in which wakes or funerals are being held,39-4021,Funeral Attendants,2.3482811538461537,4.46,100.0,35290.0,100.0
Inform survivors of benefits for which they may be eligible.,inform survivors of benefits for which they may be eligible,39-4031,"Morticians, Undertakers, and Funeral Directors",0.6715215384615385,4.32,99.27,25470.0,140.0
Participate in community activities for funeral home promotion or other purposes.,participate in community activities for funeral home promotion or other purposes,39-4031,"Morticians, Undertakers, and Funeral Directors",0.1946776923076923,3.43,99.26,25470.0,140.0
Clean funeral home facilities and grounds.,clean funeral home facilities and grounds,39-4031,"Morticians, Undertakers, and Funeral Directors",0.7641142307692307,4.06,95.65,25470.0,140.0
"Manage funeral home operations, including the hiring, training, or supervision of embalmers, funeral attendants, or other staff.",manage funeral home operations including the hiring training or supervision of embalmers funeral attendants or other staff,39-4031,"Morticians, Undertakers, and Funeral Directors",1.1487565384615386,4.09,88.3,25470.0,140.0
"Plan, schedule, or coordinate funerals, burials, or cremations, arranging details such as floral delivery or the time and place of services.",plan schedule or coordinate funerals burials or cremations arranging details such as floral delivery or the time and place of services,39-4031,"Morticians, Undertakers, and Funeral Directors",0.8132723076923076,4.63,99.77,25470.0,140.0
Receive or usher people to their seats for services.,receive or usher people to their seats for services,39-4031,"Morticians, Undertakers, and Funeral Directors",0.6818811538461539,3.51,99.07,25470.0,140.0
Arrange for pallbearers or inform pallbearers or honorary groups of their duties.,arrange for pallbearers or inform pallbearers or honorary groups of their duties,39-4031,"Morticians, Undertakers, and Funeral Directors",0.6454242307692308,3.79,95.55,25470.0,140.0
"Plan placement of caskets at funeral sites or place or adjust lights, fixtures, or floral displays.",plan placement of caskets at funeral sites or place or adjust lights fixtures or floral displays,39-4031,"Morticians, Undertakers, and Funeral Directors",0.8308715384615384,4.15,99.61,25470.0,140.0
"Maintain financial records, order merchandise, or prepare accounts.",maintain financial records order merchandise or prepare accounts,39-4031,"Morticians, Undertakers, and Funeral Directors",0.8640861538461538,4.28,92.27,25470.0,140.0
Discuss and negotiate prearranged funerals with clients.,discuss and negotiate prearranged funerals with clients,39-4031,"Morticians, Undertakers, and Funeral Directors",0.6343773076923077,4.29,94.21,25470.0,140.0
Offer counsel and comfort to bereaved families or friends.,offer counsel and comfort to bereaved families or friends,39-4031,"Morticians, Undertakers, and Funeral Directors",0.8818511538461539,4.32,100.0,25470.0,140.0
Perform embalming duties as necessary.,perform embalming duties as necessary,39-4031,"Morticians, Undertakers, and Funeral Directors",0.615948846153846,4.5,93.42,25470.0,140.0
"Obtain information needed to complete legal documents, such as death certificates or burial permits.",obtain information needed to complete legal documents such as death certificates or burial permits,39-4031,"Morticians, Undertakers, and Funeral Directors",0.9286242307692308,4.81,96.11,25470.0,140.0
Oversee the preparation and care of the remains of people who have died.,oversee the preparation and care of the remains of people who have died,39-4031,"Morticians, Undertakers, and Funeral Directors",0.9482296153846156,4.72,98.24,25470.0,140.0
Contact cemeteries to schedule the opening and closing of graves.,contact cemeteries to schedule the opening and closing of graves,39-4031,"Morticians, Undertakers, and Funeral Directors",0.7536096153846155,4.44,99.5,25470.0,140.0
"Provide information on funeral service options, products, or merchandise and maintain a casket display area.",provide information on funeral service options products or merchandise and maintain a casket display area,39-4031,"Morticians, Undertakers, and Funeral Directors",1.2777661538461538,4.34,99.77,25470.0,140.0
"Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.",consult with families or friends of the deceased to arrange funeral details such as obituary notice wording casket selection or plans for services,39-4031,"Morticians, Undertakers, and Funeral Directors",0.8120965384615384,4.67,99.54,25470.0,140.0
Close caskets and lead funeral corteges to churches or burial sites.,close caskets and lead funeral corteges to churches or burial sites,39-4031,"Morticians, Undertakers, and Funeral Directors",0.8179811538461539,4.34,99.34,25470.0,140.0
Arrange for clergy members to perform needed services.,arrange for clergy members to perform needed services,39-4031,"Morticians, Undertakers, and Funeral Directors",0.7582069230769231,4.45,97.84,25470.0,140.0
"Provide or arrange transportation between sites for the remains, mourners, pallbearers, clergy, or flowers.",provide or arrange transportation between sites for the remains mourners pallbearers clergy or flowers,39-4031,"Morticians, Undertakers, and Funeral Directors",0.7878034615384615,4.18,97.49,25470.0,140.0
Direct preparations and shipment of bodies for out-of-state burial.,direct preparations and shipment of bodies for outofstate burial,39-4031,"Morticians, Undertakers, and Funeral Directors",0.1739492307692308,4.1,99.77,25470.0,140.0
"Perform clerical and administrative duties such as keeping records, paying bills, and hiring and supervising personnel.",perform clerical and administrative duties such as keeping records paying bills and hiring and supervising personnel,39-5011,Barbers,1.0672161538461538,3.92,59.06,14350.0,14350.0
"Identify hair problems, using microscopes and testing devices, or by sending clients' hair samples out to independent laboratories for analysis.",identify hair problems using microscopes and testing devices or by sending clients hair samples out to independent laboratories for analysis,39-5011,Barbers,0.1937446153846154,2.6,19.73,14350.0,14350.0
Provide skin care and nail treatments.,provide skin care and nail treatments,39-5011,Barbers,2.713857307692308,3.0,12.5,14350.0,14350.0
"Provide face, neck, and scalp massages.",provide face neck and scalp massages,39-5011,Barbers,0.73734,3.09,33.29,14350.0,14350.0
"Recommend and sell lotions, tonics, or other cosmetic supplies.",recommend and sell lotions tonics or other cosmetic supplies,39-5011,Barbers,1.154901923076923,3.14,59.86,14350.0,14350.0
"Measure, fit, and groom hairpieces.",measure fit and groom hairpieces,39-5011,Barbers,1.703173846153846,3.26,31.4,14350.0,14350.0
"Apply lather and shave beards or neck and temple hair contours, using razors.",apply lather and shave beards or neck and temple hair contours using razors,39-5011,Barbers,3.620003076923077,3.63,63.65,14350.0,14350.0
"Curl, color, or straighten hair, using special chemical solutions and equipment.",curl color or straighten hair using special chemical solutions and equipment,39-5011,Barbers,2.258020384615385,3.67,57.5,14350.0,14350.0
"Keep card files on clientele, recording notes of work done, products used and fees charged after each visit.",keep card files on clientele recording notes of work done products used and fees charged after each visit,39-5011,Barbers,2.4233153846153845,4.06,63.74,14350.0,14350.0
Shampoo hair.,shampoo hair,39-5011,Barbers,3.2554584615384616,3.28,92.99,14350.0,14350.0
Stay informed of the latest styles and hair care techniques.,stay informed of the latest styles and hair care techniques,39-5011,Barbers,0.5660442307692308,3.61,90.78,14350.0,14350.0
"Shape and trim beards and moustaches, using scissors.",shape and trim beards and moustaches using scissors,39-5011,Barbers,2.414328076923077,3.76,90.24,14350.0,14350.0
Order supplies.,order supplies,39-5011,Barbers,0.5741830769230769,3.83,81.89,14350.0,14350.0
Record services provided on cashiers' tickets or receive payment from customers.,record services provided on cashiers tickets or receive payment from customers,39-5011,Barbers,7.161222307692308,4.4,96.79,14350.0,14350.0
Clean work stations and sweep floors.,clean work stations and sweep floors,39-5011,Barbers,5.8622,4.61,100.0,14350.0,14350.0
Question patrons regarding desired services and haircut styles.,question patrons regarding desired services and haircut styles,39-5011,Barbers,7.324444230769231,4.62,100.0,14350.0,14350.0
Drape and pin protective cloths around customers' shoulders.,drape and pin protective cloths around customers shoulders,39-5011,Barbers,8.466532307692306,4.74,97.16,14350.0,14350.0
"Cut and trim hair according to clients' instructions or current hairstyles, using clippers, combs, hand-held blow driers, and scissors.",cut and trim hair according to clients instructions or current hairstyles using clippers combs handheld blow driers and scissors,39-5011,Barbers,7.552300000000001,4.83,100.0,14350.0,14350.0
"Clean and sterilize scissors, combs, clippers, and other instruments.",clean and sterilize scissors combs clippers and other instruments,39-5011,Barbers,6.8611,4.86,100.0,14350.0,14350.0
Suggest treatments to alleviate hair problems.,suggest treatments to alleviate hair problems,39-5011,Barbers,1.3659265384615384,3.42,93.74,14350.0,14350.0
"Shape eyebrows and remove facial hair, using depilatory cream, tweezers, electrolysis or wax.",shape eyebrows and remove facial hair using depilatory cream tweezers electrolysis or wax,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",1.3064873076923078,4.02,75.49,348010.0,2600.0
Administer therapeutic medication and advise patron to seek medical treatment for chronic or contagious scalp conditions.,administer therapeutic medication and advise patron to seek medical treatment for chronic or contagious scalp conditions,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",0.657606923076923,3.79,71.53,348010.0,2600.0
"Massage and treat scalp for hygienic and remedial purposes, using hands, fingers, or vibrating equipment.",massage and treat scalp for hygienic and remedial purposes using hands fingers or vibrating equipment,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2.418713846153846,3.77,83.58,348010.0,2600.0
"Shave, trim and shape beards and moustaches.",shave trim and shape beards and moustaches,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",0.9549873076923076,3.63,90.42,348010.0,2600.0
"Train or supervise other hairstylists, hairdressers and assistants.",train or supervise other hairstylists hairdressers and assistants,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2.1676553846153848,3.86,55.0,348010.0,2600.0
"Attach wigs or hairpieces to model heads and dress wigs and hairpieces according to instructions, samples, sketches or photographs.",attach wigs or hairpieces to model heads and dress wigs and hairpieces according to instructions samples sketches or photographs,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",0.3351607692307692,2.66,62.85,348010.0,2600.0
"Give facials to patrons, using special compounds such as lotions and creams.",give facials to patrons using special compounds such as lotions and creams,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",0.3186973076923077,3.35,26.36,348010.0,2600.0
"Clean, shape, and polish fingernails and toenails, using files and nail polish.",clean shape and polish fingernails and toenails using files and nail polish,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",1.2525307692307692,3.3,41.59,348010.0,2600.0
Apply artificial fingernails.,apply artificial fingernails,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",1.4888788461538462,3.03,29.78,348010.0,2600.0
"Recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance.",recommend and explain the use of cosmetics lotions and creams to soften and lubricate skin and enhance and restore natural appearance,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",1.6003861538461537,3.45,44.86,348010.0,2600.0
"Comb, brush, and spray hair or wigs to set style.",comb brush and spray hair or wigs to set style,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",6.031885769230769,4.1,88.59,348010.0,2600.0
Keep work stations clean and sanitize tools such as scissors and combs.,keep work stations clean and sanitize tools such as scissors and combs,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",9.084,4.95,98.69,348010.0,2600.0
Develop new styles and techniques.,develop new styles and techniques,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2.165897307692308,4.32,93.88,348010.0,2600.0
Demonstrate and sell hair care products and cosmetics.,demonstrate and sell hair care products and cosmetics,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",5.015431923076924,4.39,93.5,348010.0,2600.0
Operate cash registers to receive payments from patrons.,operate cash registers to receive payments from patrons,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",6.495698461538461,4.41,69.9,348010.0,2600.0
"Shampoo, rinse, condition and dry hair and scalp or hairpieces with water, liquid soap, or other solutions.",shampoo rinse condition and dry hair and scalp or hairpieces with water liquid soap or other solutions,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",7.496592692307693,4.49,98.05,348010.0,2600.0
"Update and maintain customer information records, such as beauty services provided.",update and maintain customer information records such as beauty services provided,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",3.862377307692308,4.51,99.51,348010.0,2600.0
"Bleach, dye, or tint hair, using applicator or brush.",bleach dye or tint hair using applicator or brush,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",3.529596923076923,4.56,100.0,348010.0,2600.0
Schedule client appointments.,schedule client appointments,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",8.00355923076923,4.6,89.27,348010.0,2600.0
Analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.,analyze patrons hair and other physical features to determine and recommend beauty treatment or suggest hair styles,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",5.901979615384615,4.62,100.0,348010.0,2600.0
"Cut, trim and shape hair or hairpieces, based on customers' instructions, hair type and facial features, using clippers, scissors, trimmers and razors.",cut trim and shape hair or hairpieces based on customers instructions hair type and facial features using clippers scissors trimmers and razors,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",6.582688076923077,4.68,94.96,348010.0,2600.0
"Apply water, setting, straightening or waving solutions to hair and use curlers, rollers, hot combs and curling irons to press and curl hair.",apply water setting straightening or waving solutions to hair and use curlers rollers hot combs and curling irons to press and curl hair,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",5.454865,4.32,98.69,348010.0,2600.0
Evaluate environmental characteristics such as venue size and lighting plans in order to determine makeup requirements.,evaluate environmental characteristics such as venue size and lighting plans in order to determine makeup requirements,39-5091,"Makeup Artists, Theatrical and Performance",0.6946803846153846,4.24,95.45,3060.0,3060.0
Design rubber or plastic prostheses that can be used to change performers' appearances.,design rubber or plastic prostheses that can be used to change performers appearances,39-5091,"Makeup Artists, Theatrical and Performance",0.3332961538461538,4.22,81.82,3060.0,3060.0
"Create character drawings or models, based upon independent research, in order to augment period production files.",create character drawings or models based upon independent research in order to augment period production files,39-5091,"Makeup Artists, Theatrical and Performance",0.2030542307692308,4.17,86.36,3060.0,3060.0
Advise hairdressers on the hairstyles required for character parts.,advise hairdressers on the hairstyles required for character parts,39-5091,"Makeup Artists, Theatrical and Performance",0.682451923076923,4.12,72.73,3060.0,3060.0
"Examine sketches, photographs, and plaster models in order to obtain desired character image depiction.",examine sketches photographs and plaster models in order to obtain desired character image depiction,39-5091,"Makeup Artists, Theatrical and Performance",0.4448134615384615,4.29,95.45,3060.0,3060.0
Provide performers with makeup removal assistance after performances have been completed.,provide performers with makeup removal assistance after performances have been completed,39-5091,"Makeup Artists, Theatrical and Performance",1.026880384615385,4.09,100.0,3060.0,3060.0
Wash and reset wigs.,wash and reset wigs,39-5091,"Makeup Artists, Theatrical and Performance",0.4155973076923077,3.73,68.18,3060.0,3060.0
"Demonstrate products to clients, and provide instruction in makeup application.",demonstrate products to clients and provide instruction in makeup application,39-5091,"Makeup Artists, Theatrical and Performance",2.1745626923076924,3.38,77.27,3060.0,3060.0
"Study production information, such as character descriptions, period settings, and situations in order to determine makeup requirements.",study production information such as character descriptions period settings and situations in order to determine makeup requirements,39-5091,"Makeup Artists, Theatrical and Performance",0.5059030769230769,4.09,100.0,3060.0,3060.0
Write makeup sheets and take photos in order to document specific looks and the products that were used to achieve the looks.,write makeup sheets and take photos in order to document specific looks and the products that were used to achieve the looks,39-5091,"Makeup Artists, Theatrical and Performance",1.1952296153846156,4.29,95.45,3060.0,3060.0
"Attach prostheses to performers and apply makeup in order to create special features or effects such as scars, aging, or illness.",attach prostheses to performers and apply makeup in order to create special features or effects such as scars aging or illness,39-5091,"Makeup Artists, Theatrical and Performance",0.6469230769230769,4.25,90.91,3060.0,3060.0
"Analyze a script, noting events that affect each character's appearance, so that plans can be made for each scene.",analyze a script noting events that affect each characters appearance so that plans can be made for each scene,39-5091,"Makeup Artists, Theatrical and Performance",0.4240384615384615,4.3,90.91,3060.0,3060.0
Confer with stage or motion picture officials and performers in order to determine desired effects.,confer with stage or motion picture officials and performers in order to determine desired effects,39-5091,"Makeup Artists, Theatrical and Performance",0.6646057692307692,4.57,95.45,3060.0,3060.0
"Establish budgets, and work within budgetary limits.",establish budgets and work within budgetary limits,39-5091,"Makeup Artists, Theatrical and Performance",0.3842307692307692,4.45,90.91,3060.0,3060.0
"Apply makeup to enhance, and/or alter the appearance of people appearing in productions such as movies.",apply makeup to enhance andor alter the appearance of people appearing in productions such as movies,39-5091,"Makeup Artists, Theatrical and Performance",1.4105769230769232,4.45,90.91,3060.0,3060.0
Alter or maintain makeup during productions as necessary to compensate for lighting changes or to achieve continuity of effect.,alter or maintain makeup during productions as necessary to compensate for lighting changes or to achieve continuity of effect,39-5091,"Makeup Artists, Theatrical and Performance",4.003330384615385,4.41,100.0,3060.0,3060.0
Duplicate work precisely in order to replicate characters' appearances on a daily basis.,duplicate work precisely in order to replicate characters appearances on a daily basis,39-5091,"Makeup Artists, Theatrical and Performance",1.1846153846153846,4.5,95.24,3060.0,3060.0
Cleanse and tone the skin in order to prepare it for makeup application.,cleanse and tone the skin in order to prepare it for makeup application,39-5091,"Makeup Artists, Theatrical and Performance",1.3998561538461538,4.33,81.82,3060.0,3060.0
Assess performers' skin-type in order to ensure that make-up will not cause break-outs or skin irritations.,assess performers skintype in order to ensure that makeup will not cause breakouts or skin irritations,39-5091,"Makeup Artists, Theatrical and Performance",0.9609615384615384,4.3,90.91,3060.0,3060.0
"Requisition or acquire needed materials for special effects, including wigs, beards, and special cosmetics.",requisition or acquire needed materials for special effects including wigs beards and special cosmetics,39-5091,"Makeup Artists, Theatrical and Performance",0.3193742307692307,4.29,95.45,3060.0,3060.0
"Select desired makeup shades from stock, or mix oil, grease, and coloring in order to achieve specific color effects.",select desired makeup shades from stock or mix oil grease and coloring in order to achieve specific color effects,39-5091,"Makeup Artists, Theatrical and Performance",1.6876923076923078,4.4,90.91,3060.0,3060.0
Decorate clients' nails by piercing or attaching ornaments or designs.,decorate clients nails by piercing or attaching ornaments or designs,39-5092,Manicurists and Pedicurists,4.0322169230769225,3.15,83.48,83840.0,83840.0
"Extend nails using powder, solvent, and paper forms attached to tips of customers' fingers to support and shape artificial nails.",extend nails using powder solvent and paper forms attached to tips of customers fingers to support and shape artificial nails,39-5092,Manicurists and Pedicurists,5.685241538461538,3.91,88.51,83840.0,83840.0
Treat nails to repair or improve strength and resilience by wrapping.,treat nails to repair or improve strength and resilience by wrapping,39-5092,Manicurists and Pedicurists,5.808977692307693,4.06,85.33,83840.0,83840.0
"Assess the condition of clients' hands, remove dead skin, and massage hands.",assess the condition of clients hands remove dead skin and massage hands,39-5092,Manicurists and Pedicurists,7.531024615384615,4.22,100.0,83840.0,83840.0
Use rotary abrasive wheels to shape and smooth nails or artificial extensions.,use rotary abrasive wheels to shape and smooth nails or artificial extensions,39-5092,Manicurists and Pedicurists,7.894970769230769,4.33,82.17,83840.0,83840.0
