task,task_normalized,soc_code_2019_full,soc_code_2010,title_current,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,soc_code_2019,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015,title_current_normalized,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating
"Investigate crimes that have occurred within an institution, or assist police in their investigations of crimes and inmates.",investigate crimes that have occurred within an institution or assist police in their investigations of crimes and inmates,33-3012.00,33-3012.00,Correctional Officers and Jailers,Correctional Officers and Jailers,correctional officers and jailers,Supplemental,81.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Protective Service Occupations,2,33-3012,27.87,57970.0,29.490000000000002,61340.0,365380.0,1980.0000000000002,19.49,40530.0,26.5064,55120.8,18.22,37900.0,24.7792,51544.00000000001,427790.0,2090.0,0.23697140453388596,0.09466980320156063,0.3102250627390105,0.11097482623678523,0.8275992307692307,3.97,64.52,False,0.3741888461538462,3.85,71.1,False,correctional officers and jailers,5,1.0,1.0,1,1,1.0,1.0
"Investigate known or suspected internal theft, external theft, or vendor fraud.",investigate known or suspected internal theft external theft or vendor fraud,33-9099.02,33-9099.02,Retail Loss Prevention Specialists,Retail Loss Prevention Specialists,retail loss prevention specialists,Core,81.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Protective Service Occupations,4,33-9099,20.0,41600.0,23.56,49000.0,83110.0,700.0,13.77,28650.0,18.7272,38964.0,15.36,31940.0,20.8896,43438.4,80101.0,440.0,0.05390194709839418,0.03346912234398608,0.05808770132648608,0.02336312131300742,1.8283723076923077,4.69,99.06,False,1.8283723076923077,4.69,99.06,False,retail loss prevention specialists,5,1.0,1.0,1,1,1.0,1.0
Investigate violations of solid waste or recycling ordinances.,investigate violations of solid waste or recycling ordinances,53-1042.01,53-1021.01,Recycling Coordinators,Recycling Coordinators,recycling coordinators,Supplemental,59.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Transportation and Material Moving Occupations,1,53-1042,29.76,61900.0,29.76,61900.0,104549.0,1152.0,22.58,46960.0,30.7088,63865.600000000006,19.83,41250.0,26.968799999999998,56100.00000000001,59784.0,560.0,0.06780645731187597,0.055080612771817083,0.043354204518078976,0.029734881671100347,0.3337923076923077,3.25,46.32,False,0.3337923076923077,3.25,46.32,False,recycling coordinators,5,1.0,1.0,1,1,1.0,1.0
Issue notices and recommend corrective actions when infractions or problems are found.,issue notices and recommend corrective actions when infractions or problems are found,53-6051.07,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",transportation vehicle equipment and systems inspectors except aviation,Supplemental,56.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Transportation and Material Moving Occupations,1,53-6051,41.23,85750.0,30.27,62960.0,7773.333333333332,47.0,34.05,70820.0,46.308,96315.20000000001,51.65,107430.0,70.244,146104.80000000002,5030.0,48.0,0.005041484804614574,0.002247212500239065,0.003647659051350482,0.0025487041432371727,2.652515,3.96,59.86,False,2.652515,3.96,59.86,False,transportation vehicle equipment and systems inspectors except aviation,5,1.0,1.0,1,1,1.0,1.0
Issue warnings or citations and file reports as necessary.,issue warnings or citations and file reports as necessary,33-3031.00,33-3031.00,Fish and Game Wardens,Fish and Game Wardens,fish and game wardens,Core,103.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Protective Service Occupations,1,33-3031,32.78,68180.0,32.78,68180.0,6420.0,71.0,25.38,52780.0,34.5168,71780.8,25.38,52780.0,34.5168,71780.8,5630.0,54.0,0.0041637648943772185,0.0033947252663185878,0.004082767486899248,0.0028672921611418195,1.2845438461538463,4.5,100.0,False,1.2845438461538463,4.5,100.0,False,fish and game wardens,5,1.0,1.0,1,1,1.0,1.0
"Manage dance schools, or assist in their management.",manage dance schools or assist in their management,27-2032.00,27-2032.00,Choreographers,Choreographers,choreographers,Core,20.0,Occupational Expert,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2032,26.73,55600.0,18.13,37710.0,3430.0,160.0,22.09,45940.0,30.0424,62478.4,24.91,51820.0,33.8776,70475.20000000001,5130.0,40.0,0.0022245659793946816,0.007650085107196818,0.0037201771239419434,0.0021239201193643106,0.8467399999999999,3.27,75.0,False,0.4674746153846153,3.11,36.0,False,choreographers,5,1.0,1.0,1,1,1.0,1.0
"Manage own accounts and projects, working within budget and scheduling requirements.",manage own accounts and projects working within budget and scheduling requirements,27-1011.00,27-1011.00,Art Directors,Art Directors,art directors,Core,58.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",5,27-1011,53.38,111040.0,43.76,91020.0,50370.0,400.0,43.15,89760.0,58.684000000000005,122073.6,34.31,71360.0,46.66160000000001,97049.6,34690.0,250.0,0.03266804326009042,0.019125212767992044,0.02515651938197778,0.013274500746026941,4.043249230769231,4.37,73.06,False,4.060065,4.38,89.04,False,art directors,5,1.0,1.0,1,1,1.0,1.0
"Meet with directors and senior members of camera crews to discuss assignments and determine filming sequences, camera movements, and picture composition.",meet with directors and senior members of camera crews to discuss assignments and determine filming sequences camera movements and picture composition,27-4011.00,27-4011.00,Audio and Video Technicians,Audio and Video Equipment Technicians,audio and video equipment technicians,Supplemental,69.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",4,27-4011,26.36,54830.0,20.0,41600.0,70080.0,1930.0,19.92,41440.0,27.091200000000004,56358.4,16.84,35030.0,22.9024,47640.8,62460.0,850.0,0.0454511906227345,0.09227915160556162,0.045294788140626464,0.0451333025364916,0.42270769230769234,3.19,49.93,False,1.47251,3.73,41.17,False,audio and video technicians,5,1.0,1.0,1,1,1.0,1.0
"Monitor activities, such as irrigation, chemical application, harvesting, milking, breeding, and grading, to ensure adherence to safety regulations or standards.",monitor activities such as irrigation chemical application harvesting milking breeding and grading to ensure adherence to safety regulations or standards,11-9013.00,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers","Farmers, Ranchers, and Other Agricultural Managers",farmers ranchers and other agricultural managers,Core,,Analyst,1,0.0004362643901809101,1.0165184243964422e-05,Management Occupations,1,11-9013,42.3,87980.0,42.3,87980.0,5910.0,65.0,30.85,64170.0,41.956,87271.20000000001,30.85,64170.0,41.956,87271.20000000001,4370.0,42.0,0.00383299852426314,0.003107847074798707,0.0031690397722468405,0.0022301161253325263,0.6701004195804195,3.7963636363636364,87.88,True,0.8159406293706294,3.7454545454545456,87.45363636363636,True,farmers ranchers and other agricultural managers,5,1.0,1.0,1,1,1.0,1.0
"Monitor and ensure a sound, ethical environment.",monitor and ensure a sound ethical environment,11-3013.01,11-9199.07,Security Managers,Security Managers,security managers,Core,20.0,Occupational Expert,1,0.0004362643901809101,1.0165184243964422e-05,Management Occupations,1,11-3013,50.330000000000005,104690.0,45.34,94310.0,70545.0,1600.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,52942.0,335.0,0.045752771724897334,0.07650085107196818,0.03839251799137122,0.017787830999676103,0.8537861380670612,3.8685128205128207,82.5227564102564,True,0.79301,4.11,95.0,False,security managers,5,1.0,1.0,1,1,1.0,1.0
"Monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise.",monitor event activities to ensure compliance with applicable regulations and laws satisfaction of participants and resolution of any problems that arise,13-1121.00,13-1121.00,"Meeting, Convention, and Event Planners","Meeting, Convention, and Event Planners",meeting convention and event planners,Core,66.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Business and Financial Operations Occupations,1,13-1121,28.58,59440.0,23.75,49400.0,134670.0,1930.0,22.52,46840.0,30.627200000000002,63702.4,17.57,36540.0,23.895200000000003,49694.4,87400.0,850.0,0.08734177855541744,0.09227915160556162,0.06338079544493681,0.0451333025364916,2.1536273076923074,4.14,91.91,False,1.215061153846154,4.49,94.49,False,meeting convention and event planners,5,1.0,1.0,1,1,1.0,1.0
Monitor hazardous waste cleanup procedures to ensure proper application of nanocomposites or accomplishment of objectives.,monitor hazardous waste cleanup procedures to ensure proper application of nanocomposites or accomplishment of objectives,17-3026.01,17-3029.11,Nanotechnology Engineering Technologists and Technicians,Nanotechnology Engineering Technologists,nanotechnology engineering technologists,Core,20.0,Occupational Expert,1,0.0004362643901809101,1.0165184243964422e-05,Architecture and Engineering Occupations,8,17-3026,31.15,64790.0,31.41,65330.0,36705.0,1320.0,29.45,61260.0,40.052,83313.6,22.06,45870.0,30.0016,62383.200000000004,18513.0,215.0,0.023805450225563206,0.06311320213437376,0.013425270778857152,0.01141607064158317,1.375298846153846,3.95,86.36,False,0.9181610028008403,3.699180754226268,82.51052015604681,True,nanotechnology engineering technologists and technicians,5,1.0,1.0,1,1,1.0,1.0
Monitor investigations of suspected offenders to ensure that they are conducted in accordance with constitutional requirements.,monitor investigations of suspected offenders to ensure that they are conducted in accordance with constitutional requirements,13-1041.04,13-1041.04,Government Property Inspectors and Investigators,Government Property Inspectors and Investigators,government property inspectors and investigators,Supplemental,51.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Business and Financial Operations Occupations,1,13-1041,37.7,78420.0,31.119999999999997,64730.0,56824.28571428572,3830.0,31.56,65640.0,42.9216,89270.40000000001,27.28,56740.0,37.10080000000001,77166.40000000001,6829.0,62.0,0.03685404454909716,0.1831239122535238,0.0049522591772708634,0.0032920761850146816,0.26199923076923076,2.97,25.96,False,0.8300461538461538,4.36,30.09,False,government property inspectors and investigators,5,1.0,1.0,1,1,1.0,1.0
"Obtain summary of incident from officer in charge at crime scene, taking care to avoid disturbing evidence.",obtain summary of incident from officer in charge at crime scene taking care to avoid disturbing evidence,33-3021.00,33-3021.00,Detectives and Criminal Investigators,Detectives and Criminal Investigators,detectives and criminal investigators,Core,155.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Protective Service Occupations,1,33-3021,44.99,93580.0,35.83,74530.0,36930.0,560.0,37.12,77210.0,50.483200000000004,105005.6,28.61,59500.0,38.909600000000005,80920.0,26397.0,94.0,0.023951376565319416,0.026775297875188862,0.01914259562196793,0.00499121228050613,0.7243142307692307,4.49,97.85,False,0.4695007692307692,4.35,84.18,False,detectives and criminal investigators,5,1.0,1.0,1,1,1.0,1.0
Open and close school bus doors for students.,open and close school bus doors for students,33-9094.00,33-9099.00,School Bus Monitors,"Protective Service Workers, All Other",protective service workers all other,Core,,Analyst,1,0.0004362643901809101,1.0165184243964422e-05,Protective Service Occupations,4,33-9094,16.82,34980.0,18.05,37530.0,72140.0,310.0,13.77,28650.0,18.7272,38964.0,15.36,31940.0,20.8896,43438.4,40169.0,220.0,0.04678722733339136,0.014822039895193834,0.02912978457926392,0.01168156065650371,1.8674481924435988,4.169469964664311,85.29314487632509,True,1.7444889285714287,4.093646616541354,83.36109022556391,True,school bus monitors,5,1.0,1.0,1,1,1.0,1.0
Oversee the development and management of the sports program budget and fundraising activities.,oversee the development and management of the sports program budget and fundraising activities,27-2022.00,27-2022.00,Coaches and Scouts,Coaches and Scouts,coaches and scouts,Supplemental,108.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",3,27-2022,22.076923076923077,45920.0,19.192307692307693,39920.0,250940.0,2690.0,14.903846153846153,31000.0,20.26923076923077,42160.0,12.067307692307692,25100.0,16.411538461538463,34136.0,224110.0,2520.0,0.16275002532632699,0.1286170558647465,0.162520252484723,0.13380696751995158,0.26978576923076925,3.75,59.98,False,0.44777115384615385,3.81,55.67,False,coaches and scouts,5,1.0,1.0,1,1,1.0,1.0
Participate in community or community agency activities or help to formulate public policy.,participate in community or community agency activities or help to formulate public policy,29-1123.00,29-1123.00,Physical Therapists,Physical Therapists,physical therapists,Core,75.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Healthcare Practitioners and Technical Occupations,8,29-1123,48.57,101020.0,46.91,97580.0,248630.00000000003,2330.0,40.4,84020.0,54.944,114267.20000000001,38.3,79660.0,52.088,108337.6,209690.0,1540.0,0.16125184823816321,0.11140436437355365,0.1520631464170343,0.08177092459552597,0.10596961538461538,3.24,73.04,False,0.7036573076923078,3.14,67.69,False,physical therapists,5,1.0,1.0,1,1,1.0,1.0
"Perform humorous and serious interpretations of emotions, actions, and situations, using body movements, facial expressions, and gestures.",perform humorous and serious interpretations of emotions actions and situations using body movements facial expressions and gestures,27-2011.00,27-2011.00,Actors,Actors,actors,Core,50.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2011,23.33,78000.0,19.85,41288.0,38800.0,740.0,18.8,39104.0,25.568,53181.44,18.35,38168.0,24.956000000000003,51908.48,50570.0,720.0,0.025164186589071037,0.03538164362078528,0.036672389309501764,0.03823056214855759,3.4931676923076926,4.68,91.66,False,2.120156538461538,4.55,93.75,False,actors,5,1.0,1.0,1,1,1.0,1.0
"Perform in productions, singing or acting in addition to dancing, if required.",perform in productions singing or acting in addition to dancing if required,27-2031.00,27-2031.00,Dancers,Dancers,dancers,Supplemental,54.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2031,23.97,51020.0,17.09,35547.2,9060.0,210.0,14.44,30035.2,19.6384,40847.872,17.05,35464.0,23.188000000000002,48231.04,10030.0,250.0,0.0058759672808500925,0.010040736703195823,0.007273562680923527,0.013274500746026941,2.546925769230769,4.27,65.82,False,0.41553038461538466,3.7,61.54,False,dancers,5,1.0,1.0,1,1,1.0,1.0
"Perform management activities, such as budgeting, scheduling, planning, and marketing.",perform management activities such as budgeting scheduling planning and marketing,27-2012.00,27-2012.00,Producers and Directors,Producers and Directors,producers and directors,Core,61.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2012,40.13,83480.0,34.38,71500.0,14188.0,500.0,32.91,68440.0,44.7576,93078.40000000001,24.0,49920.0,32.64,67891.20000000001,40884.0,266.0,0.009201790704271648,0.023906515959990056,0.029648288798292864,0.014124068793772666,2.194995,3.95,69.23,False,2.4214303846153844,4.1,61.88,False,producers and directors,5,1.0,1.0,1,1,1.0,1.0
"Perform medicolegal examinations and autopsies, conducting preliminary examinations of the body to identify victims, locate signs of trauma, and identify factors that would indicate time of death.",perform medicolegal examinations and autopsies conducting preliminary examinations of the body to identify victims locate signs of trauma and identify factors that would indicate time of death,13-1041.06,13-1041.06,Coroners,Coroners,coroners,Core,20.0,Occupational Expert,1,0.0004362643901809101,1.0165184243964422e-05,Business and Financial Operations Occupations,1,13-1041,37.7,78420.0,31.119999999999997,64730.0,56824.28571428571,3830.0,31.56,65640.0,42.9216,89270.40000000001,27.28,56740.0,37.10080000000001,77166.40000000001,19008.0,174.0,0.03685404454909715,0.1831239122535238,0.013784235238184886,0.009239052519234752,3.39475,5.0,100.0,False,0.9456138461538461,5.0,100.0,False,coroners,5,1.0,1.0,1,1,1.0,1.0
"Perform original and stock tricks of illusion to entertain and mystify audiences, occasionally including audience members as participants.",perform original and stock tricks of illusion to entertain and mystify audiences occasionally including audience members as participants,27-2011.00,27-2011.00,Actors,Actors,actors,Supplemental,50.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2011,23.33,78000.0,19.85,41288.0,38800.0,740.0,18.8,39104.0,25.568,53181.44,18.35,38168.0,24.956000000000003,51908.48,50570.0,720.0,0.025164186589071037,0.03538164362078528,0.036672389309501764,0.03823056214855759,0.20451615384615385,2.67,48.53,False,0.12541000000000002,2.42,12.41,False,actors,5,1.0,1.0,1,1,1.0,1.0
"Plan, direct, and supervise prescribed burn projects.",plan direct and supervise prescribed burn projects,33-1021.00,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,First-Line Supervisors of Fire Fighting and Prevention Workers,firstline supervisors of fire fighting and prevention workers,Core,144.0,Analyst,1,0.0004362643901809101,1.0165184243964422e-05,Protective Service Occupations,1,33-1021,44.440000000000005,92430.0,49.07,102070.0,93680.0,770.0,34.72,72230.0,47.2192,98232.8,33.39,69440.0,45.4104,94438.40000000001,58110.0,630.0,0.060757242259385946,0.036816034578384685,0.04214025198289791,0.033451741879987895,0.7647762587412589,4.053636363636364,84.70454545454545,True,0.6655686363636364,4.0236363636363635,83.69545454545454,True,firstline supervisors of firefighting and prevention workers,5,1.0,1.0,1,1,1.0,1.0
"Portray and interpret roles, using speech, gestures, and body movements, to entertain, inform, or instruct radio, film, television, or live audiences.",portray and interpret roles using speech gestures and body movements to entertain inform or instruct radio film television or live audiences,27-2011.00,27-2011.00,Actors,Actors,actors,Core,50.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2011,23.33,78000.0,19.85,41288.0,38800.0,740.0,18.8,39104.0,25.568,53181.44,18.35,38168.0,24.956000000000003,51908.48,50570.0,720.0,0.025164186589071037,0.03538164362078528,0.036672389309501764,0.03823056214855759,2.644575,4.73,98.07,False,1.9120630769230769,4.43,96.5,False,actors,5,1.0,1.0,1,1,1.0,1.0
"Prepare and perform action stunts for motion picture, television, or stage productions.",prepare and perform action stunts for motion picture television or stage productions,27-2011.00,27-2011.00,Actors,Actors,actors,Core,50.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2011,23.33,78000.0,19.85,41288.0,38800.0,740.0,18.8,39104.0,25.568,53181.44,18.35,38168.0,24.956000000000003,51908.48,50570.0,720.0,0.025164186589071037,0.03538164362078528,0.036672389309501764,0.03823056214855759,0.9983134615384615,3.43,70.91,False,0.14259423076923078,3.28,44.0,False,actors,5,1.0,1.0,1,1,1.0,1.0
"Prepare evidence for disciplinary hearings, including preparing witnesses to testify.",prepare evidence for disciplinary hearings including preparing witnesses to testify,13-1075.00,13-1075.00,Labor Relations Specialists,Labor Relations Specialists,labor relations specialists,Core,21.0,Occupational Expert,1,0.0004362643901809101,1.0165184243964422e-05,Business and Financial Operations Occupations,3,13-1075,44.95,93500.0,44.1,91730.0,64590.0,210.0,28.28,58820.0,38.460800000000006,79995.20000000001,26.11,54310.0,35.5096,73861.6,79330.0,340.0,0.041890587932682945,0.010040736703195823,0.057528586986805914,0.01805332101459664,0.20937499999999998,4.06,76.19,False,0.18634615384615386,4.05,100.0,False,labor relations specialists,5,1.0,1.0,1,1,1.0,1.0
Prepare written reports that detail specifics of fire incidents.,prepare written reports that detail specifics of fire incidents,33-2011.00,33-2011.00,Firefighters,Firefighters,firefighters,Core,189.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Protective Service Occupations,1,33-2011,28.62,59530.0,23.69,49270.0,332240.0,2650.0,22.53,46870.0,30.640800000000002,63743.200000000004,14.97,31130.0,20.3592,42336.8,318790.0,2900.0,0.21547807609157119,0.12670453458794728,0.23118036361431815,0.15398420865391252,0.9893257692307693,4.26,85.44,False,1.1493346153846153,4.26,86.34,False,firefighters,5,1.0,1.0,1,1,1.0,1.0
"Provide assistance with patrons' special needs, such as helping those with wheelchairs.",provide assistance with patrons special needs such as helping those with wheelchairs,39-3031.00,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, and Ticket Takers",ushers lobby attendants and ticket takers,Core,97.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Personal Care and Service Occupations,1,39-3031,14.98,31150.0,12.29,25570.0,119210.0,1410.0,9.22,19180.0,12.539200000000001,26084.800000000003,8.69,18070.0,11.8184,24575.2,114000.0,1830.0,0.07731501761039068,0.06741637500717196,0.0826706027542654,0.09716934546091721,2.367713076923077,3.9,90.55,False,2.367713076923077,3.9,90.55,False,ushers lobby attendants and ticket takers,5,1.0,1.0,1,1,1.0,1.0
Provide entertainment at special events by performing activities such as drawing cartoons.,provide entertainment at special events by performing activities such as drawing cartoons,27-1013.00,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators","Fine Artists, Including Painters, Sculptors, and Illustrators",fine artists including painters sculptors and illustrators,Supplemental,50.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",5,27-1013,29.12,60560.0,21.0,43680.0,10000.0,140.0,22.34,46460.0,30.3824,63185.600000000006,20.74,43130.0,28.2064,58656.8,12240.0,220.0,0.00648561510027604,0.006693824468797216,0.008876212085194813,0.01168156065650371,0.00982153846153846,3.57,25.56,False,0.03185153846153846,2.33,23.25,False,fine artists including painters sculptors and illustrators,5,1.0,1.0,1,1,1.0,1.0
"Provide information or technical or program assistance to government representatives, employers, or the general public on the issues of public health, environmental protection, or workplace safety.",provide information or technical or program assistance to government representatives employers or the general public on the issues of public health environmental protection or workplace safety,19-4042.00,19-4091.00,"Environmental Science and Protection Technicians, Including Health","Environmental Science and Protection Technicians, Including Health",environmental science and protection technicians including health,Core,22.0,Occupational Expert,1,0.0004362643901809101,1.0165184243964422e-05,"Life, Physical, and Social Science Occupations",4,19-4042,23.79,49490.0,25.99,54060.0,39390.0,320.0,20.69,43030.0,28.138400000000004,58520.8,20.82,43310.0,28.3152,58901.600000000006,34250.0,300.0,0.025546837879987325,0.015300170214393637,0.024837439862575347,0.01592940089523233,1.1390384615384614,3.65,90.91,False,1.1061369230769231,4.01,65.4,False,environmental science and protection technicians including health,5,1.0,1.0,1,1,1.0,1.0
"Provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods.",provide public education and consultation to other professionals or groups regarding counseling services issues and methods,21-1013.00,21-1013.00,Marriage and Family Therapists,Marriage and Family Therapists,marriage and family therapists,Core,71.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Community and Social Service Occupations,6,21-1013,30.66,63780.0,39.02,81170.0,65870.0,1980.0,23.37,48600.0,31.783200000000004,66096.0,23.76,49430.0,32.3136,67224.8,32070.0,210.0,0.042720746665518276,0.09466980320156061,0.023256545880081504,0.011150580626662632,0.19264346153846154,3.36,72.63,False,0.21829923076923077,3.1,78.98,False,marriage and family therapists,5,1.0,1.0,1,1,1.0,1.0
"Read from scripts or books to narrate action or to inform or entertain audiences, utilizing few or no stage props.",read from scripts or books to narrate action or to inform or entertain audiences utilizing few or no stage props,27-2011.00,27-2011.00,Actors,Actors,actors,Core,50.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,"Arts, Design, Entertainment, Sports, and Media Occupations",2,27-2011,23.33,78000.0,19.85,41288.0,38800.0,740.0,18.8,39104.0,25.568,53181.44,18.35,38168.0,24.956000000000003,51908.48,50570.0,720.0,0.025164186589071037,0.03538164362078528,0.036672389309501764,0.03823056214855759,1.26065,3.86,78.0,False,0.1348196153846154,3.43,78.06,False,actors,5,1.0,1.0,1,1,1.0,1.0
"Recommend changes in rules, policies, standards, and regulations, based on knowledge of operating conditions, aircraft improvements, and other factors.",recommend changes in rules policies standards and regulations based on knowledge of operating conditions aircraft improvements and other factors,53-6051.01,53-6051.01,Aviation Inspectors,Aviation Inspectors,aviation inspectors,Core,48.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Transportation and Material Moving Occupations,1,53-6051,41.23,85750.0,30.27,62960.0,7773.333333333333,124.0,34.05,70820.0,46.308,96315.20000000001,51.65,107430.0,70.244,146104.80000000002,13391.0,128.0,0.005041484804614575,0.005928815958077534,0.009710895100722526,0.006796544381965795,0.1650680769230769,3.28,78.22,False,0.18380923076923075,4.0,60.23,False,aviation inspectors,5,1.0,1.0,1,1,1.0,1.0
Recommend remedial procedures to correct any violations found during inspections.,recommend remedial procedures to correct any violations found during inspections,53-6051.00,53-6051.00,Transportation Inspectors,Transportation Inspectors,transportation inspectors,Core,,Analyst - Transition,1,0.0004362643901809101,1.0165184243964422e-05,Transportation and Material Moving Occupations,1,53-6051,41.23,85750.0,30.27,62960.0,7773.333333333333,69.0,34.05,70820.0,46.308,96315.20000000001,51.65,107430.0,70.244,146104.80000000002,7439.0,71.0,0.005041484804614575,0.003299099202478628,0.005394619420078775,0.0037699582118716516,0.8119903846153846,4.06,73.3,False,0.8119903846153846,4.06,73.3,False,transportation inspectors,5,1.0,1.0,1,1,1.0,1.0
"Recommend replacement, repair, or modification of aircraft equipment.",recommend replacement repair or modification of aircraft equipment,53-6051.01,53-6051.01,Aviation Inspectors,Aviation Inspectors,aviation inspectors,Core,50.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Transportation and Material Moving Occupations,1,53-6051,41.23,85750.0,30.27,62960.0,7773.333333333333,124.0,34.05,70820.0,46.308,96315.20000000001,51.65,107430.0,70.244,146104.80000000002,13391.0,128.0,0.005041484804614575,0.005928815958077534,0.009710895100722526,0.006796544381965795,1.074259230769231,4.17,86.34,False,2.034904230769231,4.75,57.69,False,aviation inspectors,5,1.0,1.0,1,1,1.0,1.0
"Recommend transportation system improvements or projects, based on economic, population, land-use, or traffic projections.",recommend transportation system improvements or projects based on economic population landuse or traffic projections,19-3099.01,19-3099.01,Transportation Planners,Transportation Planners,transportation planners,Core,20.0,Occupational Expert,1,0.0004362643901809101,1.0165184243964422e-05,"Life, Physical, and Social Science Occupations",5,19-3099,48.24,100340.0,40.69,84640.0,36970.0,230.0,36.72,76380.0,49.9392,103876.8,12.07,25100.0,16.415200000000002,34136.0,34160.0,210.0,0.023977319025720523,0.010996997341595425,0.024772173597243034,0.011150580626662632,0.2680769230769231,4.15,100.0,False,0.5079988461538462,4.37,93.75,False,transportation planners,5,1.0,1.0,1,1,1.0,1.0
"Regulate supplies of fuel and air, or control flow of electric current and water coolant to heat furnaces and adjust temperatures.",regulate supplies of fuel and air or control flow of electric current and water coolant to heat furnaces and adjust temperatures,51-4051.00,51-4051.00,Metal-Refining Furnace Operators and Tenders,Metal-Refining Furnace Operators and Tenders,metalrefining furnace operators and tenders,Core,64.0,Incumbent,1,0.0004362643901809101,1.0165184243964422e-05,Production Occupations,2,51-4051,26.81,55770.0,33.87,70450.0,20330.0,520.0,20.31,42240.0,27.6216,57446.4,21.73,45200.0,29.5528,61472.00000000001,20070.0,850.0,0.01318525549886119,0.024862776598389657,0.014554377169106198,0.0451333025364916,6.377700769230771,4.62,85.86,False,7.270196923076924,4.65,71.5,False,metalrefining furnace operators and tenders,5,1.0,1.0,1,1,1.0,1.0
